prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20028D35-C775-4F1F-BEE7-4277F6FBE31B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69929386,KB AL-BAROKAH,69929386,Kp. Pasir Jambu,CAHAYAMEKAR,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL - BAROKAH,AG1147,421.9/019-IP.PAUD/Disdikbud/2015,02-03-2015,421.9/202-KB.IO.PAUD/DIKBUD/2018,21-11-2018,Lihat SK Operasional,2019-09-02 10,,225,1. -,2. -,PLN,,,paudalbarokahbojong@gmail.com,,-6.441003000000,106.010159000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,1,1,1,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,2
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A719FAE9-E972-40F5-963B-006AC008B5DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69914925,KB AL-FATA,69914925,KP. CIPARI,MEKARSARI,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL - FATA,AG1151,421.9/028-IP.DISDIK/2012,16-07-2012,421.9/096-KB.IO.PAUD/2018,31-01-2018,Lihat SK Operasional,2019-09-02 11,,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbalfatah@gmail.com,,-6.470480000000,105.999060000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19BCE653-CA16-43FD-A95F-8A3E39D658D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69914927,KB AL-QOLAM,69914927,KP. PARAKAN,BANYUMAS,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN NUSANTARA,AG1150,421.9/054-IO.PAUD.DISDIK/,10-06-2013,421.9/053-KB.IO.P/DISDIK/,06-10-2014,Lihat SK Operasional,2015-10-30 08,,225,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbalqolam4@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E85C1C44-2947-4DF9-A958-EBD58BC39EA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842004,KB BERKAH BERSATU,69842004,KADUHEJO,BOJONG,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BERKAH BERSATU,AG1148,421.9/1935.DISDIK/2009,29-10-2009,421.9/162-KB.IO.PAUD/DIKBUD/2018,05-07-2018,Lihat SK Operasional,2019-09-10 15,B,225,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kb.berkahbersatu@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F3117ED-349C-4607-A14F-E1F4E1CDFE76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69938835,KB DAARUL FIKRI,69938835,KP. JASUGIH TIMUR 05/01,BOJONG,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AG1154,421.9/001-IP.PAUD/DIKBUD/2015,28-03-2015,421.9/289-KB.IO.PAUD/DIKBUD/2019,21-03-2019,Lihat SK Operasional,2019-09-02 10,,225,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbdaarulfikri00@gmail.com,,-6.434788000000,106.001259000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,0,1,0,2,1,2,0,1,0,0,3,0,0,3,0,0,0,1,2,0,0,0,3
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE431F76-7EC6-4478-B2EC-BF2D6BC17FD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69961193,KB DARUL AFDAL,69961193,KP. ARANGSARI 03/01,GEREDUG,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan DARUL AFDAL,AG1155,42110/12-IP.PAUD-DIKBUD/2015,20-10-2015,421.10/71-IO.PAUD-DIKBUD/2016,27-04-2016,Lihat SK Operasional,2017-03-25 10,,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbdarulafdal@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CA706B8-EC1A-4BE4-9EE2-D7D73C1BEA1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842002,KB INSAN CITA 4,69842002,"Jl. Raya Malingping, Kp. Kaduharamay RT.09/04",GEREDUG,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LK.P3I,AD0405,503/052/Izin.Ops-Sekolah-DPMPTSP/IX/2020,21-09-2020,503/052/Izin.Ops-Sekolah-DPMPTSP/IX/2020,21-09-2020,Lihat SK Operasional,2022-03-23 14,B,225,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kb.insancita4bojong@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8B9D2C6-FED2-4E8D-A58C-F79B6D4AE75B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842008,KB NURUL IKHLAS,69842008,JL.SAKETI MALINGPING,BANYUMAS,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PERISKA,AG1152,421.9/090-IO.PAUD.DISDIK/2010,21-10-2010,421.9/104-KB.IO.PAUD/DIKBUD/2018,22-02-2019,Lihat SK Operasional,2019-09-02 12,,96,,2.,,,,kb.nurulikhlasbojong@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/09C63BDE-2F0E-4925-9E82-140E8A6B84A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842003,KB TARBIYYATUS SIBYAN,69842003,Kp. SUKAMAJU DS. BOJONG,BOJONG,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB TARBIYYATUSIBYYAN,AG1159,421.9/003-IO.PAUD.DISDIK/2012,03-01-2012,421.9/114-KB.IO.PAUD/DIKBUD/2018,09-03-2018,Lihat SK Operasional,2019-09-02 11,C,225,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,tk.tarbiyyatussibyan@gmail.com,,-6.433226000000,106.001501000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,450,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,1,1,1,0,0,0,0,0,3
Banten,Kab. Pandeglang,Bojong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4581A1E6-5223-42B6-A6D1-F77CC7F84CE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842001,KB. BINA MANDIRI,69842001,KP.MAJAKOLELET,GEREDUG,KEC. BOJONG,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/009-IO-PAUD/2012,,Silakan Upload SK,,,225,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kb.binamandiribojong@gmail.com,,-6.439788000000,105.988138000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
