prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E35DE088-116D-4189-9D04-B8B07324CB94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69847227,KB Hasanah,69847227,JL. POROS TRANS,BAGENDANG HULU,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC2672,,01-01-1900,421.1/091/PNFI/2013,,Silakan Upload SK,,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B6DB11D-11C7-4245-BBB7-40EE4F370AA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70012552,TK 23 BEST AGRO,70012552,Jl. Jendral Sudirman KM. 43,NATAI BARU,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/056/IP-PNFI-1/DPMPTSP/VII/2021,24-07-2021,421.1/056/IP-PNFI-1/DPMPTSP/VII/2021,24-07-2021,Lihat SK Operasional,2021-08-31 12,,"1,700",1. -,2. Telkomsel Flash,Diesel,,,tkbestagro23@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,"2,200",2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2013,Tidak Ada
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2C6818E-6DF7-4161-B0E8-17BBC461962C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30204469,TK BINA BANGSA 01,30204469,JL. JEND. SUDIRMAN KM.62 SAMPIT (PT M.SEMBULUH),PONDOK DAMAR,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Wilmar Bina Bangsa,AC2676,08,26-03-2021,824/5164/PPPNF/2021,29-09-2021,Lihat SK Operasional,2022-02-23 20,A,"7,700",1. Telkom Speedy,2. Telkom Speedy,Diesel,,,tk_binabangsa01_1@yahoo.co.id,,.000000000000,.000000000000,9,0,0,0,Pagi/6 hari,,2022/2023-2,"11,000",8,0,0,2,0,0,11,0,8,1,0,0,0,9,0,8,1,2,3,1,3,0,0,0,0,9,PAUD Merdeka,Telkom Speedy
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59D30F77-54E0-4523-AEF7-E34A985D60F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70032409,TK Cendekia,70032409,Jl. Padat Karya Dusun Bunut RT. 02 RW. 04,SUMBER MAKMUR,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/080/PF-1/DPMPTSP/VII/2022,27-07-2022,421.1/080/PF-1/DPMPTSP/VII/2022,27-07-2022,Lihat SK Operasional,2022-08-23 11,,0,1. -,2. Telkomsel Flash,PLN,,,cendekiatk35@gmail.com,,.000000000000,.000000000000,1,0,0,0,Siang/6 hari,,2022/2023-2,450,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93C30710-A421-454F-A018-AC8AF2B2D37B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69891954,TK Hapakat,69891954,Jl. Garuda,BAGENDANG HULU,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO3090,,,411.34/184/PNFI/2012,25-07-2012,Silakan Upload SK,,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2013,Telkomsel Flash
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/226EAE91-E28B-470E-93A9-C145D0F57907,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969839,TK Harapan Bersama,69969839,PT. Mananjung Hayak,NATAI BARU,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MITRA KAYANA YASAWIRYA,AC2671,421.1/2311/PNFI/2017,03-11-2017,421.1/2311/PNFI/2017,03-11-2017,Lihat SK Operasional,2017-11-17 17,B,400,,2.,,,,tkharapanbersamaptmh@gmail.com,,.000000000000,.000000000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,1,3,0,0,0,0,3,0,1,2,1,0,1,1,0,0,0,0,3,2013,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C71B13F8-25CC-46FB-BF31-629E277EFA84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30204978,TK HARAPAN KITA,30204978,JL. RAJA,BAGENDANG HULU,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan HARAPAN KITA,AC2680,421.1/922/PNFI/2017,29-03-2017,421.1/922/PNFI/2017,29-03-2017,Lihat SK Operasional,2017-10-10 10,B,500,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,4,0,0,1,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,1,1,0,1,0,0,3,2013,Telkomsel Flash
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8E7A16E-C737-4648-BDF5-5FCE67901E65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964222,TK Kemuning,69964222,PT MJSP Jl. H.M. Arsyad Km. 29,BAGENDANG HILIR PERMAI,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PT. MJSP,AC2669,421.1/1872/PNFI/2017,10-07-2017,421.1/1872/PNFI/2017,10-07-2017,Lihat SK Operasional,2017-07-14 01,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03720400-9808-4688-B0C1-A6BDEF8A3B01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969847,TK Mutiara Bunda,69969847,PT. Dwi Mitra Adhiusaha,NATAI BARU,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MITRA KAYANA YASAWIRYA,AC2671,421.1/2308/PNFI/2017,03-11-2017,421.1/2308/PNFI/2017,03-11-2017,Lihat SK Operasional,2017-11-20 10,A,"3,000",,2.,,,,,,.000000000000,.000000000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,1,0,2,0,0,0,0,0,3,2013,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentaya Hilir Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D59671C1-759C-4AFF-8B33-0DB3B4CBC484,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30204993,TK NOR AMANAH,30204993,JL. BAGENDANG TENGAH RAMBAN,BAGENDANG TENGAH,KEC. MENTAYA HILIR UTARA,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/5756/PNFI/2014,11-09-2014,421.1/5756/PNFI/2014,11-09-2014,Lihat SK Operasional,2017-03-17 06,B,200,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,tknoramanah05@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,2013,Telkomsel Flash
