prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A922B6DC-260B-4504-B3E1-65FAFE03EB1E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027792,KB ARARA,70027792,RANDORAMA,RANDORAMA,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,PEM.01/SK/VII/2021,04-07-2021,PK.420.II.02/V/1905/2021,29-06-2021,Lihat SK Operasional,2022-04-06 20,,0,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,1,,
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE4818AE-9DC1-4374-8F0F-5B705DC93E86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960989,KB NEMBORAMBA,69960989,Jl.Ende-Nangaba,NEMBORAMBA,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC8259,001/KB.NBR/NBR-E/2016,09-03-2016,PK.420.II.02/91/2017,07-02-2017,Lihat SK Operasional,2017-03-21 09,,"6,000",,2.,,,,kbnemboramba@gmail.com,,-5.443757000000,114.421127000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76503AFA-3D32-44EC-9299-8E3311F6B833,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033674,KB TERPADU KASIH BUNDA,70033674,DESA EMBUTHERU,EMBUTHERU,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,3 Tahun 2016,08-01-2016,PK.420.II.02/XI/4127/2021,17-11-2021,Lihat SK Operasional,2022-09-26 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79A17A88-2141-4061-A38C-386EB237F014,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007552,KB Watu Gamba,70007552,Desa Tomberabu II,TOMBERABU II,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,Nomor 27 Tahun 2011,01-06-2011,PK.420.II.02/II/108//2020,03-02-2020,Lihat SK Operasional,2021-02-02 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA20256D-C186-4CB1-9417-2A0B4DF6E2D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988337,KB WONGAWUJA,69988337,Tendambongi,TENDAMBONGGI,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,49/DTM/III/2015,16-03-2015,420.II.02/113/2018,15-01-2018,Lihat SK Operasional,2019-06-30 11,,"6,561",1. Telkomsel Flash,2. -,PLN,,,bagorello123@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Telkomsel Flash
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50A5CC72-322B-4910-AE6C-EE3861B7997E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967735,KB. ANUGERAH,69967735,Jl.Jurusan Ende-Bajawa,WAJAKEA JAYA,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC8247,01 Tahun 2016,10-05-2016,PK.420.II.02/663/2017,09-06-2017,Lihat SK Operasional,2017-10-04 19,,"81,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbanugerah2018@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,400,1,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,2013,Telkomsel Flash
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F39294F-1E60-455D-A01E-C599C8A30DD0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845092,KB. CINTA ANAK,69845092,TOMBERABU,TOMBERABU I,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC8257,,,PPO.420.V.03/5374/2011,,Silakan Upload SK,,,400,1. -,2. -,PLN,,,kbcintaanak2018@gmail.com,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,400,1,0,0,0,0,0,0,4,4,0,0,0,0,4,1,0,3,0,1,2,1,0,0,0,0,4,2013,Tidak Ada
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF921739-8CBC-43FD-90AB-92D60028CF3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845097,KB. CINTA ANAK NUABOSI,69845097,NUABOSI,NDETUNDORA II,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB Cinta Anak Nuabosi,AC8261,,,PPO.420.V.03/1976/2012,,Silakan Upload SK,,,500,1. -,2. XL (GSM),PLN,,,anakpaudcinta@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0,3,2013,Tidak Ada
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1550F002-8596-4A18-8B1E-30478FE624B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965363,KB. EMBURIA,69965363,Jl.Ende-Nangapanda,EMBURIA,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC8254,001/KB.E/E-E/VI/2016,14-06-2016,PK.420.II.02/616/2017,30-05-2017,Lihat SK Operasional,2017-08-15 20,,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbemburia2018@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,"1,200",1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2,2013,Telkomsel Flash
Nusa Tenggara Timur,Kab. Ende,Ende,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB0558D6-49D8-49CF-8E0F-87D517D74FE1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845098,KB. Harapan Bangsa,69845098,dusun kojadhewa,RUKURAMBA,KEC. ENDE,KAB. ENDE,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC8259,,,PPO.420.V.03 / 5804 / 200,,Silakan Upload SK,,,96,1. -,2. -,Tidak Ada,,,paudharapanbangsa66@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,2,2013,Tidak Ada
