prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB9BE9B2-F154-4989-8D8B-30157FC97671,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858621,KB AMONG PUTRA,69858621,RT 01 RW 19 DUSUN NGAGIK,BANDAR,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1004/408.37.05/2007,01-05-2007,188.45/5492/408.37.05/2018,23-10-2018,Lihat SK Operasional,2022-11-14 08,C,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbamongputra@gmail.com,,-7.990850000000,111.274496000000,0,0,0,0,2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BAAD646-5FD0-4615-9EAF-4B8DB06A771C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858628,KB AMONG SIWI,69858628,RT 01 RW 08 DSN KENDAL,TUMPUK,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1004/408.37.05/2007,01-05-2007,421.1/7037/408.37.05/2022,30-12-2022,Lihat SK Operasional,2023-01-27 09,Terakreditasi,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,amongkb@gmail.com,,-7.967990000000,111.253415200000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,2
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CAF3AEC-D5DA-454B-8DCF-453E50E40800,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858638,KB BHAKTI PERTIWI,69858638,RT 02 RW 11 Dsn. Nalangan,JERUK,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.1/2006/408.37.05/2013,,Silakan Upload SK,,Belum Terakreditasi,0,1. -,2. Telkomsel Flash,PLN,,,kbbhaktipertiwinalangan@gmail.com,,-7.991779000000,111.258135000000,2,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F89E8CA2-2DA0-4749-AFFD-0A5038EF1050,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858619,KB BUAH HATI,69858619,RT 01 RW 09 DUSUN BUBAKAN,NGUNUT,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.1/2014/408.37.05/2013,,Silakan Upload SK,,,"2,500",1. -,2. Telkomsel Flash,PLN,,,inabuahhati@gmail.com,,-8.020482100000,111.213969200000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1DC921FF-DA9F-46F8-954A-A1B5DBEFF196,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858630,KB CAHAYA PUTRA,69858630,RT 02 RW 05 PINGGIR,WATUPATOK,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1671/408.37.05/2011,01-06-2011,188.45/5491/408.37.05/2018,23-10-2018,Lihat SK Operasional,2022-11-14 08,Belum Terakreditasi,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbsupin@gmail.com,,-7.967361000000,111.309303000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,2
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D067A052-B0B5-4F9D-80BA-82A9D5258BCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858620,KB CERIA,69858620,RT 01 RW 01 DUSUN KRAJAN,BANDAR,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TP PKK DESA BANDAR,AB1899,421.1/1539/408.37.05/2013,13-05-2013,188.45/5500/408.37.05/2018,23-10-2018,Lihat SK Operasional,2021-08-22 11,C,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,kbceria.bandar@gmail.com,,-7.994792000000,111.264266000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,1,0,1,1,0,0,1,1,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/415038A8-6419-46C9-9588-0038C02B74B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858640,KB HARAPAN BUNDA,69858640,RT.01/RW.10 DUSUN JAMBU,JERUK,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,421.9/1770/408.37.05/2008,02-01-2008,421.1/2009/408.37.05/2013,03-06-2013,Lihat SK Operasional,2021-02-08 05,B,143,1. -,2. Telkomsel Flash,PLN,,,kbharapanbunda031@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9A22986-C47B-463F-A214-4D52DB38BE05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858639,KB HARAPAN MULIA,69858639,RT 01/ RW 06 DSN WATUKUDI,JERUK,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/764/408.37.05/2012,14-03-2012,188.45/5497/408.37.05/2018,23-10-2018,Lihat SK Operasional,2022-11-30 07,C,120,1. -,2. Axis,PLN,,,,,-7.947100000000,111.233100000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,2,0,0,3,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,2
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D901B887-52BD-4F7A-8010-30509EDAC48F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858627,KB INSAN CENDEKIA,69858627,RT 01 RW 03 DUSUN JATIROTO,TUMPUK,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1771/408.37.05/2008,16-05-2008,188.45/5486/408.37.05/2018,23-10-2018,Lihat SK Operasional,2022-12-26 09,Belum Terakreditasi,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kberna416@gmail.com,,-7.965440000000,111.292663000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Timur,Kab. Pacitan,Bandar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FDEE5F96-F79B-4036-8BBF-2BDFE80B3EA0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858618,KB KASIH IBU,69858618,RT 02 RW 01 DUSUN KRAJAN,PETUNGSINARANG,KEC. BANDAR,KAB. PACITAN,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.1/2025/408.37.05/2013,,Silakan Upload SK,,,100,,2.,,,,jayamin68@yahoo.com,,-8.066113000000,111.232806000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,2
