prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27C4F8BE-AFF5-4FA7-9D65-F790A961AD48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897547,Al- Furqon,69897547,Lintas Belitang Dusun II Desa Kuta Pandan,CAHYA TANI,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,03-02-2006,25-08-2006,B-1046/RA/0223/2019,29-12-2019,Silakan Upload SK (link file tidak valid) => [639085-922125--],2022-06-24 08,B,0,,2.,,,,,,-3.725023000000,105.150230000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5599CE7A-7075-407E-874C-30F364B486B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972620,KB AL-FALAH,69972620,DESA BUMI AGUNG,BUMI AGUNG,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,004/DPM-PTSP/IPS-PAUD/2018,09-01-2018,004/DPM-PTSP/IPS-PAUD/2018,09-01-2018,Silakan Upload SK (link file tidak valid) => [115029-136359-192852-81976323-1233840805.PDF],2018-02-05 12,,375,1. Telkom Speedy,2. Telkom Speedy,PLN,,,kbalfalahba@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,2,0,0,0,3,3,0,0,0,0,3,1,1,1,0,1,2,0,0,0,0,0,3,2013,Telkom Speedy
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39B546F0-C7B9-45C9-8667-54F0A10817B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69913892,KB BUNDA II,69913892,DS. Cahya Tani,CAHYA TANI,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BUNDA II,AK5882,141.1/SK.08/LEMP-KP/2008,22-05-2008,006/DPM-PTSP/IPS-PAUD/2018,09-01-2018,Lihat SK Operasional,2021-06-15 07,C,225,,2.,,,,paudkb.bunda2@yahoo.com,,.000000000000,.000000000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,3,2013,
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64A53CCD-9815-4783-A84F-8744700A1AD4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972985,KB NURUL HIDAYATULLAH,69972985,Jln. Lintas Martapura - Pematang Panggang,CAHYA TANI,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,13/DPM-PTSP/IPS-PAUD/2018,18-01-2018,039/DPMPTSP/PAUD/VIII/2020,18-08-2020,Lihat SK Operasional,2022-04-14 14,,"1,323",1. Indosat IM3,2. Telkomsel Flash,PLN,,,kb.nurulhidayatullah2016@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,2,2013,Indosat IM3
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28E9F528-A2E6-4107-A86A-C9F3E6B62B0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962087,KB TUNAS HARAPAN,69962087,JL. LINTAS TIMUR KM.145 DUSUN I,BUMI ARJO,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK5870,420/1387/PLS.3/D.DIK-OKI/2016,20-10-2016,420/1387/PLS.3/D.DIK-OKI/2016,20-10-2016,Lihat SK Operasional,2017-04-21 02,,375,1. -,2. Telkomsel Flash,PLN,,,kbtunasharapan62@gmail.com,,3.911800000000,104.952750000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,2,0,0,1,3,3,0,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,3,2013,Tidak Ada
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96BEFF9B-0B98-44F8-A6BB-D7111AFC14E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69910599,KB UMNIYYAH,69910599,Mekar Jaya,MEKAR JAYA,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/45/PLS.3?d.DIK/2015,18-03-2015,211/DPM-PTSP/IPS-PAUD /2017,29-12-2017,Lihat SK Operasional,2021-07-27 09,B,556,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kb.umniyyah@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,0,0,0,5,0,3,0,0,0,0,3,0,3,0,0,1,1,1,0,0,0,0,3,2013,Telkomsel Flash
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE07BFE9-A61E-472B-A32B-6B92B7774898,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69910584,PAUD CEMPAKA SARI,69910584,Sindang Sari,SINDANG SARI,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/306/PLS.3/D.DIK-OKI/2,05-03-2015,420/306/PLS.3/D.DIK-OKI/2,05-03-2015,Lihat SK Operasional,2015-10-17 22,B,"1,050",1. -,2. Telkom Speedy,PLN,,,cempaka.sari2010@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,1,0,0,2,2,0,0,1,0,3,0,2,1,1,0,0,0,1,0,1,1,2,2013,Tidak Ada
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B25F2D21-A22D-4FF5-AB57-977A08DDC3BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69913894,PAUD CERIA I,69913894,Ds. Dabuk Rejo,DABUK REJO,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/095/PLS.3/D.DIK-OKI/2,07-02-2015,420/095/PLS.3/D.DIK/-OKI2,07-02-2015,Lihat SK Operasional,2021-07-12 16,B,0,1. -,2. Telkomsel Flash,PLN,,,paudcerid@gmail.com,,.000000000000,.000000000000,5,0,0,0,Pagi/6 hari,,2022/2023-2,450,4,0,0,0,0,0,0,5,5,0,0,0,0,5,0,4,1,0,1,3,0,1,0,0,0,5,2013,Tidak Ada
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B9C633C9-AFE2-4594-AA4F-96FC6D2D56F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922565,PAUD CERIA II DABUK REJO,69922565,Ds. Dabuk Rejo,DABUK REJO,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK5851,420/197/PLS.3/D.DIK-OKI/2,05-11-2015,420/197/PLS.3/D.DIK-OKI/2,05-11-2015,Lihat SK Operasional,2015-12-03 13,Belum Terakreditasi,0,1. -,2. Telkomsel Flash,PLN,,,wulanpriyanti903@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2013,Tidak Ada
Sumatera Selatan,Kab. Ogan Komering Ilir,Lempuing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/206D8BAB-821E-4CE5-BD45-210070597551,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69912497,PAUD DARMA YOGA,69912497,Tugumulyo,TUGUMULYO,KEC. LEMPUING,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/1931/PLS.3/D.DIK/2014,08-12-2014,420//1931/PLS.3/D.DIK/201,08-12-2014,Lihat SK Operasional,2015-10-23 08,,100,,2.,,,,sps.dharmayoga@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
