prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D912FCB2-B9B8-46AF-B28D-78F334D86FA9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69776070,KB AISYIYAH II TOCAKKO,69776070,JL. POROS CITTA - MONG / TOCAKKO,CITTA,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02/KPTS/DCT/III/2009,16-03-2009,202/SK/DIK/X/2015,23-10-2015,Lihat SK Operasional,2017-02-14 14,,0,1. -,2. -,PLN,,,ilmidikjuli03@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0285E29-669E-4FAB-B82E-DA43E8A60452,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830152,KB NUR SYAFAA AT PKK KAMPIRI,69830152,KAMPIRI,KAMPIRI,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01/KPTS/DK/I/2013,07-01-2013,12/PNF/DPMPTNT/III/2021,07-04-2021,Lihat SK Operasional,2022-06-30 00,B,300,1. Telkomsel Flash,2. -,PLN,,,kbnursyafaaatkampiri@gmail.com,,-4.413000000000,120.007700000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,1,1,0,0,2,2,3,0,0,0,0,3,0,0,3,2,0,0,0,0,0,1,0,3
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/639FF6DD-AB71-4480-B6DE-6BDD6A9FB6EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005046,KB NURUL FAUZIAH,70005046,Codong,CITTA,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,07.c/KPTS/DCT/I/2019,10-01-2019,19/PNF/DPMPTNT/IX/2020,08-09-2020,Lihat SK Operasional,2020-10-13 15,,450,,2.,,,,kbnurulfauziah@gmail.com,,-4.429100000000,120.033700000000,3,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,2,2,3,0,0,0,0,3,0,0,3,2,0,0,0,0,0,1,0,3
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C541B485-C56B-49FB-A90A-16047826D850,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69974179,KB VIOLA,69974179,Lakibong,TINCO,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA TINCO,AF7006,02.b/KPTS-DT/II/2017,18-02-2017,3/PNF/DPMPTNT/II/2021,01-03-2021,Lihat SK Operasional,2022-06-28 22,,300,,2.,,,,rosmiati080592@gmail.com,,-4.396552000000,120.014185000000,1,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4FA74493-039F-466A-9BAA-48D45EF01541,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830163,KB. AL- KHAERAT,69830163,GAYA BARU,CITTA,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,07/KPTS/DCT/VI/2012,26-06-2012,014/SK/DIK/I/2016,22-01-2016,Lihat SK Operasional,2016-05-19 08,,144,1. Lainnya,2. Telkomsel Flash,PLN,,,kb.alkhaerat@yahoo.co.id,,-5.443757000000,114.421127000000,4,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Lainnya,900,2,0,0,0,0,0,2,3,4,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,4
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D93E7A8F-003B-4A91-A588-5F8164CA6F18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69776069,KB. NUR IKHLAS AISYIYAH I,69776069,JL. POROS LABAE CITTA,CITTA,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/55/DCT/VII/2006,17-07-2006,160/SK/DIK/X/2015,09-10-2015,Lihat SK Operasional,2016-05-07 18,B,0,1. -,2. -,Menumpang,,,kbnurikhlasaisyiyah1@yahoo.com,,-4.432900000000,120.026100000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,2,0,0,2,0,0,2,1,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0EC8955-60F1-4972-940E-324129D39D5C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971747,TK AL-GHASHIYA,69971747,"KECCE E, DUSUN MARUALA",KAMPIRI,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK AL - GHASHIYA,AH6659,08.b/KPTS/DK/II/2017,19-02-2017,92/IOS/DPMPTNT/XI/2020,13-12-2017,Lihat SK Operasional,2021-06-15 15,B,306,,2.,,,,tk.alghashiya@gmail.com,,-4.413134000000,120.017184000000,3,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,2,0,0,0,1,0,0,0,3
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F843C9FA-5C46-4CED-9E60-E1043BAB0661,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966481,TK ATIKA 2 TANACELLAE,69966481,TANACELLAE,LABAE,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK LABAE,AF7005,20.e/KPTS/DLB/VI/2016,25-06-2016,1805/SK/DIK/VI/2017,12-06-2017,Lihat SK Operasional,2017-09-10 12,B,234,1. -,2. Telkom Speedy,PLN,,,,,.000400000000,.000200000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,200,2,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F76A4B7B-D482-48BB-8F41-C43BB2F40534,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314714,TK ATIKA PKK LABAE,40314714,JALAN ANDI ABDULMUIS DESA LABAE,LABAE,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA LABAE,AF7004,421/08/PKK/DLB/VII/2007,05-07-2007,49/IOS/DPMPTNT/VIII/2021,21-08-2021,Lihat SK Operasional,2022-01-27 15,C,390,1. -,2. Telkomsel Flash,Menumpang,,,atikalabae@gmail.com,,-5.442800000000,114.418300000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,6,0,4,0,1,0,3,2,0,2,3,2,1,0,1,1,0,0,0,5
Sulawesi Selatan,Kab. Soppeng,Citta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA997FA4-BBCB-457C-A388-C8576628F7C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314713,TK NEGERI CIDDAI CITTA,40314713,JALAN ANDI ABDUL MUIS  DESA CITTA,CITTA,KEC. CITTA,KAB. SOPPENG,PROV. SULAWESI SELATAN,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,095/KEP/106/22.5.91/II/19,22-05-1991,4/IOS/DPMPTNT/II/2021,01-03-2021,Lihat SK Operasional,2022-06-30 11,B,810,1. -,2. -,PLN,,,tknegericiddaicitta@gmail.com,,-4.432000000000,120.030800000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,5,0,0,0,1,0,0,4,2,0,3,0,1,4,0,5,0,0,1,0,0,3,1,0,0,5
