prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A6C68B4-B2CC-482A-9243-FE6C761710A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781448,FAJARLI,69781448,ALEXANDER,AD WAER AUR,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan FAJARLI,AF7969,01,01-03-2010,421.9/57/2011,01-01-2011,Silakan Upload SK,,C,160,1. -,2. -,PLN & Diesel,,,paudfajarli324@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,350,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A88519A-B9E1-44BF-BCDF-8BF32CAF3ACA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966190,KB AR-RAHMAN,69966190,OHOI UWAT WEAR,UWAT WEAR,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,22/Q.U/VII-2011,20-06-2011,421.9/42/2015,22-08-2017,Lihat SK Operasional,2017-09-02 22,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/33F2D725-D0DD-4312-AA71-4942B0B1DEE2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69980676,KB AS-SULAIMAN,69980676,OHOI HOOR ISLAM,HOOR ISLAM,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01,15-01-2015,421.9/59/2016,25-05-2016,Lihat SK Operasional,2018-09-28 09,,80,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB2B96D4-FE91-43DE-940D-DDCA80DEFE3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69924872,KB CAHAYA,69924872,Ohoi Uwat Wear,UWAT WEAR,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ADLU SYAKUR,AF7976,SK.03/DP-CHY/VIII/TAHUN 2022,04-08-2022,27/PAUD/DPMPTSP/IX/2022,02-09-2022,Lihat SK Operasional,2022-09-06 15,B,276,1. -,2. -,PLN,,,kbcahayauwat@gmail.com,http,-5.290900000000,133.126300000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,2,0,0,3,0,3,0,0,0,0,3,0,3,0,0,1,1,0,0,1,0,0,3
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0315401E-4F90-4E86-87A0-E2205DCDAC1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965102,KB KARTIKA,69965102,OHOI MUN KAHAR,MUN KAHAR,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01/KBK/2015,01-01-2015,421.9/117/2016,23-03-2016,Lihat SK Operasional,2017-08-11 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9748FE5-6224-4537-875C-0C9194838B58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010160,KB KASIH MUN OHOITADIUN,70010160,OHOI MUN OHOITADIUN,MUN OHOITADIUN,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01,05-05-2016,425/99/60/SK/2016,11-07-2016,Lihat SK Operasional,2021-05-17 13,,80,1. -,2. -,PLN & Diesel,,,,,.000000000000,.000000000000,2,0,0,0,2013,Siang/6 hari,,2022/2023-2,Tidak Ada,348,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FDE1225F-BF51-479F-A5E9-AF368751D209,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960130,KB NGURYEW TAHMER,69960130,OHOI MUN ESSOY,MUN ESSOY,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF8036,01/KB/NGT/2015,01-01-2015,421.9/253/2015,07-12-2015,Lihat SK Operasional,2017-03-02 14,,450,1. -,2. -,PLN & Diesel,,,paudnguryetahmer@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,350,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1BC092A-9351-47B4-BBD0-B58DCA45BF41,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969540,KB TUNAS MUDA,69969540,OHOI MUN WEARFAN,MUN WERFAN,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,27/SK-P/OHOIMW/XI/2017,04-11-2017,421.9/667/2016,14-09-2016,Lihat SK Operasional,2017-11-13 14,C,56,1. -,2. -,PLN & Diesel,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,350,2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,1,1,1,0,1,0,4
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/311C7191-8DA0-4815-A24D-3A9783E3C4B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960219,KB WAUTSOIN,69960219,OHOI AD NGURWUL,AD NGURWUL,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF8039,10/PAUD/ONGW/VII/2015,05-06-2015,421.9/242/2015,27-11-2015,Lihat SK Operasional,2017-03-06 10,,"1,500",1. -,2. -,PLN & Diesel,,,paudwautsoin@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,350,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Maluku,Kab. Maluku Tenggara,Kei Besar Utara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57A86D9E-7F30-423C-9808-087176FA74A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959974,KB WEAR VER,69959974,OHOI HOOR KRISTEN,HOOR KRISTEN,KEC. KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/341/2013,21-05-2013,421.9/649/2016,04-08-2016,Lihat SK Operasional,2017-02-28 14,C,625,1. Telkom Speedy,2. -,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",2,0,0,0,0,0,1,2,2,0,1,0,0,3,0,0,3,0,0,1,1,0,0,1,0,3
