prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/914959B8-D75D-4DF6-92B8-4DB4F326DB33,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69850160,KB AL JAUHAR,69850160,DARMAMULYA,MULYAJAYA,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Jauharul Ilmi,AA2528,,,421 10 1007,,Silakan Upload SK,,,0,1. XL (GSM),2. Telkomsel Flash,PLN,,,koberaljauhar123@gmail.com,,-6.990900000000,108.129500000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A75E581C-00EC-4502-9779-C959E7B28107,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69850377,KB AL ROSYID,69850377,Dsn. Cibitung RT.04 RW.02,CIKAREO SELATAN,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN YUDA PUTRA,AA2520,012/DS-KB/IV/2010,14-04-2010,421.10/Kep. 559/dikbud/2015,24-03-2015,Lihat SK Operasional,2021-06-17 17,,98,1. -,2. -,PLN,,,kb.alrosyid.ciksel@gmail.com,,-7.017415900000,108.128423700000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86FB34AC-628E-4C5F-862B-2815316FB823,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69850347,KB AL-FAJAR,69850347,Dsn. Sinoman,GANJARESIK,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AI1103,10,17-12-2014,421.9/KEP.178/DISDIK,24-02-2015,Lihat SK Operasional,2015-12-05 05,C,120,1. -,2. Telkomsel Flash,PLN,,,kbalfajarganjaresik@gmail.com,,-6.990900000000,108.129500000000,4,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,1,0,0,1,0,0,4,1,4,0,0,0,0,4,0,0,4,0,2,0,1,0,1,0,0,4
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E196D9A-C7E2-4A3C-B093-8526F4F3D8C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69850158,KB AN-NUR,69850158,SUKAMANAH,CIMUNGKAL,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AN-NUR CIMUNGKAL,AA2529,,,4211012003002,,Silakan Upload SK,,,300,1. XL (GSM),2. Telkomsel Flash,PLN,,,cucukarwati79@gmail.com,,-7.018819100000,108.141401400000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),450,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06310C7F-29A4-419A-AEE9-69D0108C49B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881803,KB AN-NUR,69881803,Dsn. Cihasyeum Rt 02 Rw 06,CIKAREO SELATAN,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AN-NUR,AD4068,,,421.10/292/disdik/2012x,,Silakan Upload SK,,,0,1. -,2. Telkomsel Flash,PLN,,,annurkobercilandak@gmail.com,,-6.992285000000,108.114395000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85F46374-4DD3-4D28-93F7-D5FA769B8F85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007393,KB AR RAHMAN,70007393,Dsn Sinoman RT. 03 RW. 08,GANJARESIK,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01/SK/KB-Ar Rahman/IX/2019,26-09-2019,642.2/013/Disdik/2021,05-01-2021,Lihat SK Operasional,2021-01-27 13,,378,1. XL (GSM),2. Telkomsel Flash,PLN,,,yayasanarrahman4@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),450,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/950AA17A-1AB6-4B58-9DE4-379351BDCFE3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881802,KB ASY-SYIFA,69881802,Dsn. Warung,CIKAREO SELATAN,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02/YI.ASY-SYIFA/PLP-PAUD/VII/32.2010,12-07-2010,421.10/Kep.556/Dikbud,24-03-2015,Lihat SK Operasional,2016-02-24 06,,117,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,kbasysyifa.wado@gmail.com,,-6.971527000000,108.093127000000,4,0,0,0,2013,Siang/6 hari,,2022/2023-2,Telkom Speedy,900,1,0,0,1,0,0,6,0,4,0,0,0,0,4,0,0,4,2,0,0,1,0,1,0,0,4
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10D9C117-D112-440F-8B43-023685C6FD36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881805,KB AULIYA PERMANA,69881805,Dsn. Wado Girang Rt 02 Rw 01,WADO,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan pemana aswad,AA2524,01/Yay-PA/x/2012,18-10-2012,642.2/kep.929/Disdik/2019,04-07-2019,Lihat SK Operasional,2023-01-19 13,C,184,1. XL (GSM),2. Telkomsel Flash,PLN,,,auliapermanawado@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),450,1,0,0,1,0,0,5,1,3,0,0,0,0,3,0,1,2,1,1,0,1,0,0,0,0,3
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DCA412EE-7E54-4AAF-B132-25C7D91B5DD3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69850167,KB BAITURROHMAN,69850167,DUSUN BANTARAWI RT 04 RW 05,PADAJAYA,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AA2536,,,421.10/877DISDIK,,Silakan Upload SK,,,0,1. Smartfren,2. XL (GSM),PLN,,,,,-6.952073000000,108.063747000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Smartfren,450,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2
Jawa Barat,Kab. Sumedang,Wado,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AE74A26-BF28-4CFF-A228-F371A0DA1411,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849933,KB BINEKAS,69849933,Dsn. Cisadap,SUKAJADI,KEC. WADO,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BINA NUSANTARA,AA2521,10,02-12-2015,421.1/2234,21-12-2015,Lihat SK Operasional,2015-12-05 04,,0,1. XL (GSM),2. Telkomsel Flash,PLN & Diesel,,,koberbinekas@gmail.com,,-6.994308000000,108.101757000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),450,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
