prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/438ACC6C-800E-43F4-9394-119F50AD66B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966655,KB AL FATH,69966655,DAWUNG,DAWUNG,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB AL FATH,AD8827,,24-03-2014,188.4/8271/20.6B/2014,24-03-2014,Lihat SK Operasional,2017-09-13 15,C,0,1. Indosat IM3,2. Lainnya,Lainnya,,,alfathdawung@gmail.com,,-7.481089500000,110.264206300000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/379A5422-3873-43D7-9461-9EAF03EB6EDD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70009832,KB AL IKHSAN DLIMAS,70009832,PAGUTAN RT 02 RW 07,DLIMAS,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,02-01-2014,188.4/9/2015/2019,02-01-2014,Lihat SK Operasional,2021-04-26 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ABCB9BD4-979A-4898-B98E-D1F36C07B70C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69834938,KB INSAN CENDEKIA,69834938,Kemiri,GLAGAHOMBO,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,N0 71,11-05-2016,188.4/22351/20.6 b/2016,03-05-2016,Lihat SK Operasional,2021-03-11 20,C,0,1. Smartfren,2. Smartfren,PLN,,,insancendekia105@gmail.com,,-7.444311700000,110.274682300000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Smartfren,450,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1E076DD-1197-4A74-9611-434562DBF66D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69834940,KB INSAN MULIA,69834940,TUMBU,PURWODADI,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,,188.4/31828/20.6b/2011,,Silakan Upload SK,,,196,,2.,,,,,,-7.441478400000,110.296970200000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E11653D1-4A57-44F9-AE91-7CDF3A6DA657,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69834939,KB PERMATA BUNDA,69834939,GEGER,GIRIREJO,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,188.4/18.100/20.6b/2012,,Silakan Upload SK,,B,0,1. Smartfren,2. Smartfren,PLN,,,permatabunda_geger@yahoo.com,,-7.464466700000,110.295750000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Smartfren,450,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43E19A11-516C-4184-BEDF-425B901DA961,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69834937,KBIT AL MA RUF,69834937,PLN TEGALREJO,TEGALREJO,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,188.4/11170/20.6b/2012,,Silakan Upload SK,,A,"1,000",1. Telkom Speedy,2. Telkom Speedy,PLN,,,kbislamterpadualmaruftegalrejo@gmail.com,,-7.440309800000,110.263610700000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,900,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B97E021-ECAB-4F9B-A737-9552C1398DA9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69834936,KBIT ALFURQON,69834936,JL MAGELANG KOPENG KM 7,PURWOSARI,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-FURQON,AD8843,,,01/PAUD/IV,,Silakan Upload SK,,B,45,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,alfurqon2920@yahoo.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07A1F71A-0D05-450A-A2C5-B891FF21EAFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923847,PAUD ASH-SHIDDIQIYAH,69923847,JL MAYONGAN NO 06,PURWOSARI,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,153/YPM-NU/MGL/IX/2013,12-10-2013,188.4/57.708/20.6B/2013,12-11-2013,Lihat SK Operasional,2015-12-11 12,B,0,1. Lainnya,2. Lainnya,PLN,,,ash.shiddiqiyahnuren@gmail.com,,-7.464572000000,110.255979000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya,950,4,0,0,2,0,0,5,0,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,0,3
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B823BB9-B3D7-462F-A0E7-2D85191E38E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007319,PAUD IT ALAM BUNDA,70007319,DOMPELAN RT 02 RW 06,DAWUNG,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN AL-QUR'AN SIROJUDDIN IKHSAN,AD8752,001/SKEP/MPU-MGL/X/2019,29-10-2019,421.1/34/16/2020,14-12-2020,Lihat SK Operasional,2021-01-25 08,,172,1. Indosat IM3,2. Indosat IM3,PLN,,,pauditalambunda@gmail.com,,-7.436100000000,110.259900000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Indosat IM3,450,1,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,2
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B681DB52-7871-4374-915F-D672971EB541,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70013975,PAUDQ. AL MUNIR,70013975,PANGKAT,MANGUNREJO,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,PAUDQ,Kementerian Agama,Lainnya,,6970/Kk.11.08/3/PP.00.7/11/2020,11-01-2020,6970/Kk.11.08/3/PP.00.7/11/2020,11-01-2020,Silakan Upload SK (link file tidak valid) => [563372-48448--],2021-12-29 15,,124,,2.,,,,,,-7.443100000000,110.307500000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C3BD804-47A6-4B1E-A077-E456D4845712,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985230,POS PAUD AN NAFI,69985230,"BENDOLANG RT 02 RW 04, NGASEM",NGASEM,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD8844,,31-12-2018,188.4/63253/04.6C/2018,31-12-2018,Lihat SK Operasional,2019-02-07 11,,0,1. Smartfren,2. Indosat IM3,PLN,,,,,-7.478073000000,110.248860500000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Smartfren,450,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2A3D361-38AD-46B2-90A4-BA92F6C8D648,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69926232,POS PAUD ANNUUR,69926232,GEJAGAN,SIDOREJO,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Balai Desa,AD8836,47/03/KEP/II/2014,24-02-2014,188.4/9094/20.6B/2014,29-03-2014,Lihat SK Operasional,2015-12-23 11,C,50,,2.,,,,pospaudannuur240@gmail.com,,-7.468624000000,110.268973000000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51943778-98DC-464F-B525-B50B7E9F2571,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966656,POS PAUD HARAPAN BUNDA,69966656,MANGUNREJO,MANGUNREJO,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD8832,,06-09-2016,188.4/50840/20.6A/2015,06-09-2016,Lihat SK Operasional,2017-09-13 15,,0,1. -,2. -,Lainnya,,,,,-7.474294500000,110.275688900000,1,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Jawa Tengah,Kab. Magelang,Tegalrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC2856E1-7F17-442E-950F-09FCB50A19F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69939002,POS PAUD HASNA,69939002,TOSARI,KEBONAGUNG,KEC. TEGALREJO,KAB. MAGELANG,PROV. JAWA TENGAH,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,145/145/08-18/IV/2010,01-04-2010,188.4/15126/20.6B/2015,07-03-2016,Lihat SK Operasional,2016-03-17 14,C,160,1. Smartfren,2. Telkomsel Flash,PLN,,,sanahhasna326@gmail.com,,-7.442500000000,110.274300000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,900,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
