prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2863709-FB65-4B49-AD61-D08DF9C7408D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69990097,KB DARUNNAJAH,69990097,Pekon Kiluan Negeri,KILUAN NEGERI,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,800/373/18/04/2018,12-11-2018,420/372/18/04/2018,18-12-2018,Lihat SK Operasional,2019-08-28 19,,300,1. -,2. Telkomsel Flash,PLN,,,darunnajahkelumbayan@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,2,0,0,3,1,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,3
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60A8E503-F37C-47C5-9955-BCE64018BF4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985966,PAUD CAHAYA BUNDA,69985966,Dusun Pematang Kuyung Pekon Negeri Kelumbayan,NEGERI KELUMBAYAN,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,800/050/18/04/2018,26-02-2018,420/1350/18/04/2018,16-12-2018,Lihat SK Operasional,2019-03-04 15,,100,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBB5E58B-BBC3-430F-8467-6CC03B65E404,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922832,PAUD KB AL HUDA,69922832,Jl. Raya Penyandingan,PENYANDINGAN,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK6543,420/632/41/02/2014,02-06-2014,420/632/41/02/2014,02-06-2014,Lihat SK Operasional,2015-12-05 00,,200,,2.,,,,paudalhuda1945@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,2
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/770F0642-F784-4B4B-9D06-91753B94550C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69989406,PAUD KB AL-FALAH,69989406,Dusun Lebung Sari Pekon Negeri Kelumbayan,NEGERI KELUMBAYAN,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,800/042.a/18/04/2018,17-01-2018,420/043.a/18/04/2018,16-12-2018,Lihat SK Operasional,2019-08-05 15,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F61B7EF-7397-4AF6-B917-96C8C89463B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922834,PAUD KB ANDAN JEJAMA,69922834,Jl. Raya Napal,NAPAL,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK6542,420/631/41/02/2014,02-06-2014,420/631/41/02/2014,02-06-2014,Lihat SK Operasional,2015-12-05 00,,120,,2.,,,,paudandanjejama1945@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B76657B4-C550-4DE4-A44D-3C9F2B95E776,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69917642,PAUD KB AR RIDHO,69917642,Jl. Raya Pekon Umbar,UMBAR,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,Nomor 301,24-08-2012,420/711/36/02/2015,04-06-2015,Lihat SK Operasional,2015-11-06 14,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13C37DDC-760D-408A-8BDF-2C9463D85ABB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922836,PAUD KB HARAPAN BUNDA,69922836,Jl. Raya Pekon Paku,PAKU,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK6543,420/712/36/02/2015,04-06-2015,420/712/36/02/2015,04-06-2015,Lihat SK Operasional,2015-12-05 00,,200,1. -,2. Telkomsel Flash,PLN,,,syolahuddin_magad@yahoo.co.id,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,3,0,2,1,0,0,0,0,0,3
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6FC7BD7-8C1D-464E-9B64-CBCB9BF763F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69799830,PAUD KB KASIH BUNDA,69799830,Jl. Gajah Mada Pekon Kiluan Negeri,KILUAN NEGERI,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/217/36/02/2015,26-02-2015,420/217/36/02/2015,26-02-2015,Silakan Upload SK,,,200,1. -,2. Telkomsel Flash,PLN,,,paudkasihbunda1986@gmail.com,,-5.769591000000,105.106158000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,7,0,0,2,0,0,0,3,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88DA3195-2D36-40BA-AED8-3F8EB22012BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922835,PAUD KB LATANSA,69922835,Jl. Raya Pekon Unggak,PEKON UNGGAK,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK6545,420/220/36/02/2015,26-02-2015,420/220/36/02/2015,26-02-2015,Lihat SK Operasional,2015-12-05 00,,0,1. -,2. Telkomsel Flash,PLN,,,paudlatansa1945@gmail.com,,-5.723176000000,105.049081000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2
Lampung,Kab. Tanggamus,Kelumbayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/87B77691-E44F-41E1-A4CA-2668BF88D214,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69799844,PAUD KB SEANDANAN,69799844,Jl. Raya Pekon Susuk,PEKON SUSUK,KEC. KELUMBAYAN,KAB. TANGGAMUS,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK6545,Nomor 22,15-04-2010,420/218/36/02/2015,26-02-2015,Silakan Upload SK,,,105,,2.,,,,paudseandanan2016@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2
