prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61E39189-FF12-4CF3-8A9A-97689C5DA347,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69791539,KB AL HIKMAH,69791539,SARAH RAYA,SARAH RAYA,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6060,,,421.1/2011,,Silakan Upload SK,,,30,,2.,,,,,,4.494310500000,95.794064800000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2444AA6-354C-403B-BD8F-7E9131433C83,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69924799,KB CITA RASA,69924799,TIMPLEUNG,TIMPLENG,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6064,04,30-04-2014,421.1/353/2015,28-10-2015,Lihat SK Operasional,2015-12-16 11,,81,,2.,,,,kbcitarasa3@gmail.com,,4.503230200000,95.866955700000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AD03A5C-E424-4141-A156-8DA2DBFAFCE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69791506,KB GUCI MAS,69791506,LHOK GUCI,LHOK GUCI,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6059,,,421.1/2011,,Silakan Upload SK,,,0,,2.,,,,,,4.435833900000,95.858488200000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/528A56D3-8D14-439C-8FED-B1336724ED48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69926091,KB HARAPAN SUCI,69926091,BINTAH,BINTAH,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6068,24,30-09-2014,421.1/335/2015,28-10-2015,Lihat SK Operasional,2015-12-22 15,,400,,2.,,,,,,4.514688800000,95.893310600000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BEE66171-442F-4227-82C5-9E590D75A8F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69924796,KB MAWADDAH,69924796,Tuwi Peuriya,TUWI PEURIYA,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6055,29,31-10-2014,421.1/321/2015,28-10-2015,Lihat SK Operasional,2015-12-16 11,,120,1. -,2. -,PLN,,,kbmawaddah786@gmail.com,,4.544099400000,95.895602400000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,220,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,Tidak Ada
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7A3A381-A803-4DC3-B3EE-7B8588D38DD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923745,KB Sehati,69923745,Alue jang,ALUE JANG,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6051,06,07-09-2015,323,24-08-2015,Lihat SK Operasional,2015-12-11 02,,500,,2.,,,,,,4.536460300000,95.921957300000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D69926C-1D05-423B-95C0-465DA1226CD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928683,KB TAMAN INDAH,69928683,Pasi Teubee,PASI TEUBEE,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6067,45,13-04-2015,421.1/450/2015,28-10-2015,Lihat SK Operasional,2015-12-31 09,,160,,2.,,,,tkt152767@gmail.com,,4.525383600000,95.960916700000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,2,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2906ED81-4E50-4673-84F0-79EC713FD516,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69791550,KB TGK CHIK GLEE PUTOH,69791550,KRUENG BEUKAH,KRUENG BEUKAH,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6058,,,421.1/2011,,Silakan Upload SK,,,72,,2.,,,,kbtgkchikgleeputoh@gmail.com,,4.489685300000,95.927536900000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/088D9448-070B-4FDA-8AA5-1FACE721FAF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928265,KB TUNAS NANGGROE,69928265,BUKET KEUMUNENG,BUKET KEUMUNING,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6061,08,08-10-2014,421.1/322/2015,28-10-2015,Lihat SK Operasional,2015-12-30 09,,32,,2.,,,,,,4.573510000000,95.983452100000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,
Aceh,Kab. Aceh Jaya,Pasie Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36B31896-8307-4155-A1CD-F160CABA2DEA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928296,SPS BOH HATEE,69928296,Gampong Pulo Tinggi,PULO TINGGI,KEC. PASIE RAYA,KAB. ACEH JAYA,PROV. ACEH,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6052,421.1/338/2015,28-10-2015,421.1/338/2015,28-10-2015,Lihat SK Operasional,2015-12-30 09,,875,1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,spsbohhatee@gmail.com,,4.580385200000,95.941819000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,180,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Telkomsel Flash
