prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAD60E43-5FCE-4503-9B89-805A26946C00,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967793,KB  BUANA PITALOKA,69967793,KP. RANCAPAKU RT. 01 RW. 05,CIGAGADE,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BUANA PITALOKA LIMBANGAN,AA2791,421.1/2904-DISDIK,29-09-2017,421.1/2904-DISDIK,29-09-2017,Silakan Upload SK (link file tidak valid) => [402489-461738--],2020-12-08 08,,100,,2.,,0,,enungstmaryam@gmail.com,http,-6.999877200000,107.944480600000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,3,4,0,0,0,0,4,0,0,4,2,0,2,0,0,0,0,0,4,
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0C55AEE-1639-495E-9000-ABEB88B84B01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69827338,KB Al-Barokah,69827338,Kp Cipari 01/07,SIMPEN KALER,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Al-Barokah,AA2804,,,421.1/164-0,,Silakan Upload SK,,,90,1. -,2. Telkomsel Flash,PLN,,,,,-7.003529100000,107.979431500000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,Tidak Ada
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B89B9E0D-84FF-49AD-81E2-41C76EE8708C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867479,KB AL-FURQON,69867479,KP.PONGPORANG RT 002 RW 009,SIMPEN KIDUL,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,YPIAL-F/09/38/05/006/2010,12-07-2010,421.1/1164-Disdik,30-04-2018,Lihat SK Operasional,2021-08-05 09,,500,1. XL (GSM),2. Telkomsel Flash,PLN,,,,,-7.027628000000,107.921719000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,3,0,0,2,0,0,2,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,XL (GSM)
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/169FE542-69E4-418A-8839-12C24EAFAA0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69915866,KB AL-HASAN,69915866,Kp. Dunguswiru RT 01/04,DUNGUSWIRU,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/257-Disdik 2013,15-05-2013,421.1/257-Disdik 2013,15-05-2013,Lihat SK Operasional,2015-11-02 23,,90,1. -,2. Lainnya (Kabel),PLN,,,,,-7.039619900000,107.956512500000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C4CD5D7-739B-443C-90C8-88F87798D213,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867478,KB AL-HIDA,69867478,Kp. Nangkajajar RT. 01 / RW. 04,PANGEUREUNAN,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.1/2377-Disdik 2012,,Silakan Upload SK,,,120,,2.,,,,yanidewi362@yahoo.com,,-7.038130200000,108.020242800000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,1,1,0,0,1,0,0,0,3,
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C961181F-85D8-4CFC-B78C-1C7930AC1F70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69919716,KB AL-HIDAYAH,69919716,Kp. Rancaseel RT 02/08,CIGAGADE,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Al-Mahfud Limbangan,AA2815,421.1/4641-Disdik,09-11-2015,421.1/4641-Disdik,09-11-2015,Lihat SK Operasional,2015-11-18 08,,60,1. -,2. -,PLN,,,,,-7.041296600000,107.957509900000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,Tidak Ada
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32327818-718E-4B97-80A0-A982FB747AA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867477,KB Al-Hikmah,69867477,Kp Sukasirna 03/08,CIWANGI,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Al-Hikmah,AA2799,,,421.9/4129.DISDIK2013,,Silakan Upload SK,,,90,1. -,2. Telkomsel Flash,PLN,,,,,-7.005128000000,107.981379000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,1,2,0,0,0,0,0,3,Tidak Ada
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D60467A-E7B5-426B-BE9E-63DCDD2AF4DD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69827345,KB Al-Huda,69827345,Kp Sindanganom RT. 03 / RW. 02,LIMBANGANTENGAH,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD AL-HUDA,AA2811,421.1/124 Disdik,27-06-2007,421.1/485-Disdik,17-02-2016,Lihat SK Operasional,2021-06-18 18,,72,1. -,2. Telkom Speedy,PLN,,,alhuda_kb@yahoo.com,,-7.038927000000,107.975922000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,2,Tidak Ada
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B37FDF03-2B09-4B3E-BAAE-C7CB36BA59D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69942510,KB AL-ISLAH,69942510,Kp. Cijinten RT 01 RW 16,SIMPEN KALER,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Khaerunnisa,AA2813,421.9/3062-Disdik 2013,30-09-2013,421.9/3062-Disdik 2013,30-09-2013,Lihat SK Operasional,2016-04-14 08,,90,1. -,2. Telkomsel Flash,PLN,,,,,-6.974094700000,107.903853200000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Tidak Ada
Jawa Barat,Kab. Garut,Blubur Limbangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DF02C57-C862-4546-B65C-854176CDBC83,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69827176,KB As siraj,69827176,Kp. Rancapanjang rt04/02,NEGLASARI,KEC. BLUBUR LIMBANGAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PULOSARI LIMBANGAN,AA2806,,,421.1/1790,,Silakan Upload SK,,,72,1. -,2. Telkomsel Flash,PLN,,,kbassirajlimbangan@gmai.com,,-7.032984000000,107.994490000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,4,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,0,0,2,1,1,0,0,0,4,Tidak Ada
