prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B326E84D-1E65-4149-B976-ABE60DF02ACF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69743959,BA `AISYIYAH BAOSAN LOR,69743959,Dusun Galih,BAOSANLOR,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Ponorogo,AO5447,Kd.13.02/4/PP.00/1928/2008,14-08-2008,Kd.13.02/4/PP.00.4/2592/2010,01-07-2010,Lihat SK Operasional,2016-01-11 13,,0,,2.,,,,,,-8.099368000000,111.438970000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34710D23-EEEE-4141-8316-F4947ED35EAC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69743960,BA `AISYIYAH PLANDON,69743960,Dusun Plandon,MRAYAN,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Ponorogo,AO5447,Kd.12.02/4/PP.00/442/2009,10-02-2009,Kd.14.02/4/PP.00.4/2594/2010,01-07-2010,Lihat SK Operasional,2016-01-11 13,B,99,,2.,,,,,,-7.898712600000,111.516450000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A3284EA-392C-49BF-ADF0-A5188D7C7A03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69743961,BA `AISYIYAH TEMPURAN,69743961,Dusun Tempuran,MRAYAN,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Ponorogo,AO5447,Wm.06.02/PP.00.4/1847/1997,03-07-1997,Kd.13.02/4/PP.00.4/2595/2010,01-07-2010,Lihat SK Operasional,2016-01-11 13,B,300,,2.,,,,,,-8.108301000000,111.375463000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9DFCBAC-706C-469A-A855-F51BF177BA10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69841736,KB ADITUKA NGLODO,69841736,NGLODO,NGRAYUN,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/434/405.08/2012,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2013,
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D89C6F8F-F047-4FA0-BEF5-2AD647CECE40,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69764548,KB ADITUKA PKK TANJUNG,69764548,NGRAYUN,NGRAYUN,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB Adituka PKK Tanjung,AB1781,,,421.9/4736/405.43/2003,,Silakan Upload SK,,,0,1. -,2. -,PLN,,,kbaditukapkktanjung@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF273C1F-1BD4-4520-831C-AB0512DB641D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988370,KB HARAPAN BUNDA,69988370,RT 001 RW 001 DUKUH GAMPING,SELUR,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,503/67/PAUD/405.16/2022,07-06-2016,3011220042664,30-11-2022,Lihat SK Operasional,2023-02-19 23,,0,1. -,2. Lainnya,PLN,,,kbharapanb39@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2013,Tidak Ada
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F39D72C-C9C7-40C4-A8D4-56316BF3BAB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978047,KB PKK PERMATA HATI,69978047,Dkh. Krajan RT 03 RW 04,MRAYAN,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,13-06-2016,421.1/2727/405.07/2018,24-05-2018,Lihat SK Operasional,2018-06-04 14,,0,1. Lainnya,2. Lainnya,PLN,,,phati4285@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2013,Lainnya
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91CF3DD4-E5EF-4271-80CC-4483D6D47990,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69841738,KB TUNAS CENDEKIA,69841738,BAOSAN LOR,BAOSANLOR,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA BAOSAN LOR,AB1783,02/SK/YAS-AH/VII/2012,17-06-2002,421.1/1110/405.08/2016,26-02-2016,Lihat SK Operasional,2016-03-22 14,B,0,1. Lainnya,2. Lainnya,PLN,,,erinaae@gmail.com,,-8.095700000000,111.403600000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,4,0,3,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,2013,Lainnya
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B3C53D9-690B-4C03-AB31-8D5AC59678BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901799,KB TUNAS HARAPAN,69901799,Dkh. Ngandel Ds. Cepoko,CEPOKO,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,800/094/405.08/12,11-08-2011,1254000432334,23-04-2021,Lihat SK Operasional,2021-09-06 10,,0,1. -,2. Lainnya,PLN,,,tunasharapan18@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,2013,Tidak Ada
Jawa Timur,Kab. Ponorogo,Ngrayun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD227E66-AD62-4E4A-A9F5-5731C8648758,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69840427,KBP MAWAR,69840427,DKH KEMBANG,CEPOKO,KEC. NGRAYUN,KAB. PONOROGO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA CEPOKO,AB1769,14/PKK.CPK/V/2003,19-07-2003,421.1/401/405.08/2015,05-02-2015,Silakan Upload SK,,C,0,1. Telkomsel Flash,2. -,Menumpang,,,,,-8.063500000000,111.503300000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2013,Telkomsel Flash
