prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D3D403E-0940-44EF-9906-2123520E536E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995545,Baitul Qalam,69995545,Jl. Mesjid Dusun III No. 41 Purwodadi,KUTA BAYU,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,1654 Tahun 2019,13-12-2019,1654 Tahun 2019,13-12-2019,Lihat SK Operasional,2020-03-26 00,,0,,2.,,,,,,3.606800000000,98.581500000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9754359-E218-470A-8E5B-2C70A131DE3D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995556,DARUL FAZRI,69995556,JL. SUKARELA BARAT NO. 90 B,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,INDONESIA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1DCB4158-B360-4E67-B2F5-AFA21DCBA104,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69803479,KB ANGGREK,69803479,DESA MARJANJI PEMATANG,MARJANJI PEMATANG,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB.PAUD ANGGREK,AE8116,96,30-11-2012,421.9/4067/PLS/2013,17-04-2013,Silakan Upload SK,,,400,,2.,,085275538972,,anggrekkb79@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA5FBC11-0362-4073-A783-9C11B13F09EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69803459,KB MAWAR,69803459,DESA PEKAN GUNUNG MERIAH,PEKAN GUNUNG MERIAH,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6261,05,07-04-2011,521.9/1928/PLS/2015,10-03-2015,Silakan Upload SK,,Tidak Terakreditasi,200,1. -,2. -,PLN,,,,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,2,3,4,0,0,0,0,4,2,0,2,1,0,1,1,1,0,0,0,4,2013,Tidak Ada
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB5A1652-8D60-4BF9-9401-AB8BAD2C4364,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69913313,KB MELATI,69913313,DESA GUNUNG SINEMBAH,GUNUNG SINEMBAH,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,34,10-12-2012,421.9/4069/PLS/2013,17-04-2013,Lihat SK Operasional,2015-10-27 11,,900,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,melatikb74@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,350,1,0,0,2,0,0,2,1,3,0,0,0,0,3,0,1,2,2,1,0,0,0,0,0,1,2,2013,Telkomsel Flash
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B005A28-DD10-4F5E-BB64-B04BB9F39FF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954278,KB SINUANSA,69954278,UJUNG MERIAH,UJUNG MERIAH,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AE8115,01,01-07-2016,421.9/7731/PLS/2016,13-09-2016,Lihat SK Operasional,2016-11-22 11,,"1,000",,2.,,,,paudsinuansa2017@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D0F73B2-3F72-4AAC-9A65-3F1658B6A3BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70008021,PAUD ANUGRAH PEMERINTAHAN DESA GUNUNG PARIBUAN,70008021,DESA GUNUNG PARIBUAN,GUNUNG PARIBUAN,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,05,03-03-2017,421.9/1833/PAUD&PNF/2020,18-03-2020,Lihat SK Operasional,2021-02-17 11,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE74AB80-B6C3-4D5D-9954-C09C9CB82289,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994159,RA AL - MUKHLISHIN,69994159,JL. MEKATANI BLOK - I PSR VII MARINDAL PATUMBAK DELI SERDANG,MARJANJI PEMATANG,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/695FE249-B52D-4269-8EB0-466D3108ED2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994154,RA AL ANSHOR,69994154,JL. SUKA MAJU UJUNG SIMPANG PENDIDIKAN NO. 01 DESA BANDAR KLIPPA,KUTA BAYU,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,14,18-07-2018,144,11-02-2019,Lihat SK Operasional,2021-11-01 18,,0,,2.,,,,,,3.592600000000,98.765500000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Deli Serdang,Gunung Meriah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E522726D-FCE0-4FAC-B315-C8C9585280E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985278,TK AT-TAQWA,69985278,Desa Gunung Meriah,GUNUNG MERIAH,KEC. GUNUNG MERIAH,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,07,17-05-2008,421.9/6671/PAUD & PNF/2018,19-09-2018,Lihat SK Operasional,2019-02-09 08,,510,1. Telkomsel Flash,2. Telkomsel Flash,PLN,085371528175,,paudtaqwa321@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,4,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2013,Telkomsel Flash
