prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59051031-12F3-4AE3-A769-5DEF22606D09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69784893,KB AL HIKMAH,69784893,Jln. Telaga Nirmala RT 01 RW 07,SRI TEJO KENCONO,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/02/PAUD/C.15/D.1/2011,06-06-2011,421.9/0280/05/D.1/2015,23-02-2015,Lihat SK Operasional,2016-02-11 11,B,200,,2.,,,,nuriismawati510@gmail.com,,-5.019203800000,105.337774200000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,2,0,0,0,2,0,0,0,4,
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97706938-207E-4722-BCBE-C0EF05DF26D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69790347,PERTIWI SUMBERREJO,69790347,JALAN RAYA KOTA GAJAH,SUMBER REJO,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,9046/I 12 P5/I.5/1988,18-07-1988,420/0664/04/D.a.VII.01/2019,23-02-2019,Lihat SK Operasional,2021-02-28 21,C,400,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,tkpertiwisumberrejo@gmal.com,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,1,0,4,0,3,0,1,0,2,2,0,4,0,1,1,0,1,0,1,0,0,4,Telkomsel Flash
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49BD817A-F2E1-429A-8F56-8617C5D2BF9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69790463,PGRI KOTAGAJAH,69790463,GAJAH TIMUR IV,KOTA GAJAH,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Kabupaten  Lampung Tengah,AJ0566,,,4120223359,,Silakan Upload SK,,C,250,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,fitriyantifeni@yahoo.com,,-4.582600000000,105.201600000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,Telkomsel Flash
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21CA3E26-9C0E-4A6E-BFB6-08216D039429,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69731754,RA DARUL FALAH,69731754,Jalan Pendidikan No. 2,PURWOREJO,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,,,75/RA/LT/1992,10-02-1992,75/RA/LT/1992,10-02-1992,Silakan Upload SK,,B,400,,2.,,,,,,-4.515066000000,105.075066000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EB4D68F-7B6C-47D3-AAEF-93B0CDCDEDC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897602,RA DARUSSALAM,69897602,Jalan Raya Kota Gajah-Punggur,NAMBAH REJO,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,Lainnya,,Kd.08.02/4/PP.03.2/94.a/2013,05-11-2013,Kd.08.02/4/PP.03.2/94.a/2013,05-11-2013,Silakan Upload SK (link file tidak valid) => [295088-21335618-1555218526.PDF],2015-11-26 10,C,"2,500",,2.,,,,,,-4.515112000000,105.297244000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2826799-E699-40B1-A315-5FD8DC06596C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69731755,RA NURUL ULUM,69731755,Jalan Raya Kotagajah-Gunung Sugih,KOTA GAJAH,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,,,103/RA/LT/1995,27-06-1995,103/RA/LT/1995,27-06-1995,Silakan Upload SK,,C,400,,2.,,,,,,-4.515067000000,105.300000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3876C6A5-05EB-41BC-A5F4-04E10625FE9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10812740,TK ABA KOTA GAJAH,10812740,KAMPUNG BARU,KOTA GAJAH,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lampung Tengah,AO5583,39/112.B1/U/1994,01-07-1993,503/0116/083/D.b.VI.18/III/2020,03-03-2020,Lihat SK Operasional,2021-03-01 01,B,750,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,tkabakotagajah1@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,3,Telkomsel Flash
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30E2E961-EE91-4F5E-83A8-9602FC37D97A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10812866,TK BUSTANUL ARIFIN,10812866,KOTA GAJAH,KOTA GAJAH,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,B,"1,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telkomsel Flash
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45C2C625-B58E-4F06-819F-EE97F1CD7665,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69790427,TK ISLAM SYARIEF HIDAYATULLOH,69790427,ARIMBI SRIRAHAYU 1,KOTA GAJAH,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN YATIM PIATU,AH4665,05/YYP/KG/X/2005,06-10-2005,530/0114/083/D.b.VI.18/III/2020,18-03-2020,Lihat SK Operasional,2022-08-30 05,B,"1,350",1. Indosat IM3,2. Telkomsel Flash,PLN,,,tkish.koga@gmail.com,,-4.977700000000,105.328400000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,5,0,0,2,0,0,6,0,5,0,0,0,0,5,1,2,2,1,3,0,1,0,0,0,0,5,Indosat IM3
Lampung,Kab. Lampung Tengah,Kota Gajah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B7AB070-F62D-42D8-85DB-C16080FC0B4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10812940,TK ISLAM TERPADU INSAN MULIA,10812940,Dusun II Sri Rahayu Kota Gajah Timur,KOTA GAJAH TIMUR,KEC. KOTA GAJAH,KAB. LAMPUNG TENGAH,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN INSAN MULIA KOTAGAJAH LAMPUNG,AH4674,420/795/04/D.8/2007,10-05-2007,503/0102/083/D.b.VI.18/III/2020,03-03-2020,Lihat SK Operasional,2021-03-01 01,B,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,betysepta@gmail.com,,-5.442900000000,114.421600000000,10,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,11,0,1,2,0,0,12,0,10,0,0,0,1,9,1,8,1,1,2,3,3,1,0,0,0,10,Telkom Speedy
