prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDAD5C1C-2D58-4B25-9ED8-E5422C68995F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031714,KB CLARIZA,70031714,"Weklekat RT.003/RW. 002 Desa Lakanmanu Kec.Lasiolat,Kabupaten Belu Provinsi Nusa",LAKANMAU,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,0606220018182,06-06-2022,02/PAUD/DPMPTSP/VI/2022,09-06-2022,Lihat SK Operasional,2022-08-04 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BACB2769-B55E-4448-A945-8B32169B2C88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69961372,KB GARUDA 1,69961372,Asunatar Loohali,DUALASI,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan As'Tanara,AI0065,PPO.420/795/III/2016,14-03-2016,PPO.420/795/III/2016,14-03-2016,Lihat SK Operasional,2017-03-31 14,,56,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,garuda1paud@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,Telkomsel Flash
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCDFC7C8-2496-4A7C-B9AC-7595D4231160,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031716,KB KASIH BUNDA LAKANMAU,70031716,"Haliren RT.007/RW.003 Desa Lakanmau,Kec,Lasiolat,Kab.belu,Prov,NTT",LAKANMAU,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,0606220018182,06-06-2022,01/PAUD/DPMPTSP/VI/2022,09-06-2022,Lihat SK Operasional,2022-08-04 13,,0,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9ECF4FE7-E6EB-4B7F-97D5-E8692D7BF8B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984663,KB LEO BELE,69984663,"Wefuak, Dusun Fatara 1 RT. 02 RW. 01",DUALASI,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/PK/851.A/VII/2018,02-07-2018,420/PK/851.A/VII/2018,02-07-2018,Lihat SK Operasional,2019-01-21 08,,500,1. -,2. Telkomsel Flash,PLN,,,paudleobele1987@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,Tidak Ada
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BF7F7D2-78E3-4819-9F58-66A81A6F0243,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877734,KB PERINTIS,69877734,MAHEIN,BAUDAOK,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,PPO.420/636/IV/2014,,Silakan Upload SK,,,150,,2.,,,,kbperintis.mahein@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBDFF271-78F9-4D3A-A7CA-E6C754F95488,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877733,KB SIATA MAUHALEK,69877733,MAULAKAK,DUALASI,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,PK.800/233/V/2017,31-05-2017,PK.800/233/V/2017,31-05-2017,Lihat SK Operasional,2018-09-13 08,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,siatamauhalek@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telkomsel Flash
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B3D6D2FC-98F3-4780-8E5D-26B91C9C8355,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877732,KB STA. MARIA FATIMA,69877732,LAHURUS,FATULOTU,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan REGINA ANGELORUM,AN6561,,,PPO.420/636/IV/2014,,Silakan Upload SK,,,"4,900",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudstamariafatima@gmail.com,,-9.184803000000,124.985275000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Telkomsel Flash
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D6B0FE8-C326-4E39-A514-E47B377B6641,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877731,KB STA.ANGELA MARICI,69877731,HALIBETE,MANEIKUN,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,PPO.420/636/IV/2014,,Silakan Upload SK,,,600,1. -,2. Telkomsel Flash,Tidak Ada,,,paudangelamarici@gmail.com,,-9.076800000000,125.025000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2,Tidak Ada
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82EF60C3-F767-4469-AF0D-E77AB0E64A55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985419,KB. Fajar Lasiolat,69985419,Babotin Dusun Wefia 1 RT.03 / RW.01,LASIOLAT,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/PK/07.A/I/2019,07-01-2019,420/PK/07.A/I/2019,07-01-2019,Lihat SK Operasional,2019-02-13 20,,45,,2.,,0,,mariamako1990@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,
Nusa Tenggara Timur,Kab. Belu,Lasiolat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEB2B6D6-056A-43BD-A7B1-2B91657C3DA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985997,KB. Manunggal,69985997,RT.01 / RW. 01 Dusun Aitemuk,FATULOTU,KEC. LASIOLAT,KAB. BELU,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN6559,420/PK/15.A/I/2019,07-01-2019,420/PK/15.A/I/2019,07-01-2019,Lihat SK Operasional,2019-03-05 11,,300,1. Telkomsel Flash,2. Telkomsel Flash,Tenaga Surya,,,paudmanunggal2020@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"3,500",2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,Telkomsel Flash
