prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8BB3D5A5-A8DA-4796-A5A7-EE8B5E915349,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69844522,KB RIA KARTINI,69844522,PALU BANGGA,PEWUNU,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AF6426,,,1159122KP7DIKPORA/SG/2012,,Silakan Upload SK,,Belum Terakreditasi,110,,2.,,,,kbkartinipwn@gmail.com,,-1.027375000000,119.866673300000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E217BD82-24D9-47BB-A6E9-39F4D354AF68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69844523,KELOMPOK BERMAIN PERMATA BUNDA,69844523,PALU BANGGA,PEWUNU,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERMATA BUNDA,AF6429,,,102122KP7DIKSE2009,,Silakan Upload SK,,,0,1. -,2. -,Lainnya,,,tkpermatapewunu@gmail.com,,-1.025096000000,119.864649000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7D80C34-A723-4455-9B84-77D4BFCFD8EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40205611,TK AL KHAIRAAT 1 KALEKE,40205611,DUSUN II,KALEKE,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AKHAIRAAT 1 KALEKE,AF6433,828/HK.5/Dikpora/SG/2011,11-04-2011,828/HK.5/Dikpora/SG/2011,11-04-2011,Lihat SK Operasional,2021-10-26 23,B,750,1. -,2. -,PLN,,,tkalkhairaat1kaleke@gmail.com,,-1.033600000000,119.875000000000,8,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,6,2,8,0,0,0,1,7,0,1,7,3,2,2,1,0,0,0,1,7,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/797CFE5A-311D-4EC1-8A36-BC6E998BF78C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40205612,TK AL KHAIRAAT 2 KALEKE,40205612,DESA KALEKE,KALEKE,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan majelis pendidikan alkhiraat,AF6412,482/M.9/Dikpora/SG/2012,30-03-2012,482/M.9/Dikpora/SG/2012,30-03-2012,Lihat SK Operasional,2021-06-25 12,,700,1. -,2. -,PLN,,,,,-.966751000000,119.883671000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,2,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D1771F7-0032-4A99-96E6-A19CE1FB49C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40205609,TK AL KHAIRAAT BALAMOA,40205609,DESA BALAMOA,BOBO,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ALKHAIRAAT BALAMOA,AF6431,145/399/SETDES/2022,31-10-2022,420.1/84/DPMPTSP.SG/X/2022,13-10-2022,Lihat SK Operasional,2022-11-15 22,,540,1. -,2. -,Lainnya,,,tkalkhairaatbalamoa2020@gmail.com,,-1.064604000000,119.870288000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,1,0,0,1,1,2,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,2,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A958C07-DA5F-47A1-995F-E4F95CBD28CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40205610,TK AL KHAIRAAT BOBO,40205610,JL. PALU-BANGGA,BOBO,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK BOBO,AF6435,,,,,Silakan Upload SK,,,376,1. -,2. -,Lainnya,,,tkalkhairaatbobo2020@gmail.com,,-1.089588000000,119.871150000000,6,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,4,0,3,0,2,3,1,0,0,6,2,2,2,0,2,0,0,0,1,3,0,6,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8438C9D-DE19-4183-980B-14EE49ADFEF7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40206042,TK AL KHAIRAAT KHAIRUN NISAA PEWUNU,40206042,Jl. Palu Bangga,PEWUNU,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK KHAIRUNNISAA,AF6430,001/TK-AL-KHA/P.VII/VII/2008,07-07-2008,4210.1/118/DPMPTSP.SG/XI/2022,02-11-2022,Lihat SK Operasional,2022-12-15 12,B,0,1. -,2. -,Lainnya,,,tkkhairunnisaa@gmail.com,,-1.023939800000,119.863486900000,3,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,1,0,0,2,1,3,0,0,0,1,2,0,3,0,1,1,0,0,1,0,0,0,3,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14847783-60E8-4205-8378-A93548CB9363,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40205613,TK AL KHAIRAAT RARAMPADENDE,40205613,JL. PALU-BANGGA,RARAMPADENDE,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Paud Terpadu KB Zahrah Pandere,AF6457,800/082/DIKBUD,02-01-2023,800/082/DIKBUD,20-02-2023,Lihat SK Operasional,2023-02-20 13,,"2,881",1. -,2. -,PLN,,,tkalkhairaatrarampadende@gmail.com,,-1.000220000000,119.878006000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,3,1,4,0,0,0,0,4,2,0,2,1,0,0,1,0,2,0,1,3,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7B08C02-728E-492C-BD76-C8422DEE3E3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69909149,TK ALKHAIRAAT SIBONU,69909149,"JL. POROS PALU - BANGGA, SIBONU",SIBONU,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Anatapura,AF6420,0,13-02-2013,1022/MN.12/Dikpora/SG/2015,14-01-2015,Lihat SK Operasional,2015-10-13 13,B,504,1. -,2. -,PLN,,,tksibonu@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,1,0,2,0,2,0,1,0,1,2,0,2,1,0,1,0,0,1,0,1,0,3,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25C7213A-E4CD-4367-9717-E716DD17276B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40209791,TK BELO SINGGANI PEWUNU,40209791,JL. TANDA LONGGO,BALAROA PEWUNU,KEC. DOLO BARAT,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BELO SINGGANI PEWUNU,AF6432,420.1/119/DPMPTSP.SG/XI/2022,02-11-2022,420.1/119/DPMPTSP.SG/XI/2022,02-11-2022,Lihat SK Operasional,2023-03-24 08,,300,1. -,2. -,Lainnya,,,tkbelosingganipewunu2020@gmail.com,,-1.026540000000,119.860236000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,1,1,0,0,2,2,0,1,0,1,2,0,3,0,1,0,1,0,1,0,0,0,3,2013,Tidak Ada
