prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B0DB901-E92F-440B-9842-E428F9336593,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69929835,Kober Ebenhaezer,69929835,Kisanata - Bajawa,KISANATA,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC8346,463/PKPO/282.16/05/2014,12-05-2014,22a/SK/MJEB-GMIT/IV/2011,23-05-2011,Lihat SK Operasional,2016-01-14 11,B,954,1. Telkom Speedy,2. Telkomsel Flash,PLN,,038421205,ebenhaezerbjw2@gmail.com,,-8.792967000000,121.961103000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,150,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F6AF37F-E474-4EC2-9E2E-8A52F856D8F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69929616,Kober JAWASAKE,69929616,Watutura,JAWAMEZE,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan satu kepemilikan SDN Watutura,AF9906,463/PKPO/87/02/2014,17-02-2014,463/PKPO/87/02/2014,17-02-2014,Lihat SK Operasional,2016-01-12 13,C,600,1. -,2. -,Tidak Ada,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED3B758C-0B62-46EC-A574-F983DB801154,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69932373,Kober Sang Timur Sri Goreti,69932373,Belu,UBEDOLUMOLO I,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,463/PPO/431/05/2008,03-05-2008,463/PPO/431/05/2008,03-05-2008,Lihat SK Operasional,2016-01-28 10,,182,1. Telkomsel Flash,2. -,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,450,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/130406AA-DB44-430B-AE81-A6B769FBBF0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69756031,RA AL-GHURABA,69756031,Jl. Iman Bonjol No. 10 Bajawa,BAJAWA,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,RA,Kementerian Agama,,,KW.20.2/3/PP.00.11/5978/2012,12-12-2012,KW.20.2/3/PP.00.11/5978/2012,12-12-2012,Silakan Upload SK,,B,0,,2.,,,,,,-8.720431500000,121.173433000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03C070FA-AD2B-4F8E-A540-D5CD7B90BEFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69929614,TK Negeri Dolumolo,69929614,Bosiko,UBEDOLUMOLO,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,463/PKPO/691/12/2015,18-12-2015,463/PKPO/691/12/2015,18-12-2015,Lihat SK Operasional,2016-01-12 13,B,882,1. Linknet,2. Linknet,PLN,,,tkn08dolumolo@gmail.com,,.000000000000,.000000000000,2,0,0,0,PAUD Merdeka,Pagi/6 hari,,2022/2023-2,Linknet,400,2,0,0,1,0,1,0,1,2,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,2
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/877D207B-9A08-4B6D-AD15-C5B8B16844A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69926282,TK SATAP SDI LEBIJAGA,69926282,Jl. TW Mengeruda,LEBIJAGA,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF9906,463/PKPO/786/10/2013,01-10-2013,463/PKPO/786/10/2013,01-10-2013,Lihat SK Operasional,2015-12-23 13,,300,1. -,2. Lainnya,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF6FC3F3-0E85-47FE-8CFE-02063EFC8DCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928837,TK Satap SDK Langa,69928837,Poma,BEJA,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERSEKOLAHAN UMAT KATOLIK NGADA,AF9920,III/Pengurus/2015,02-04-2015,463/PKPO/28/02/2015,20-01-2015,Lihat SK Operasional,2015-12-31 12,B,0,1. Telkomsel Flash,2. -,Menumpang,,,tkksatapsdklanga@gmail.com,,-8.833622000000,120.959557000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23E92A71-BF66-4B40-8968-5C9057FE187D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69943734,TK Satap St.Thomas Aquino Bejo,69943734,Bejo Ubedolumolo,UBEDOLUMOLO I,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF9920,463/PKPO/231/04/2016,19-04-2016,463/PKPO/231/04/2016,19-04-2016,Lihat SK Operasional,2016-05-12 10,C,"10,800",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,4,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D125B29-BAC0-487D-9CEE-E2FB82092821,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70001043,TK ST. AGUSTINUS LANGA,70001043,BEJA,BOMARI,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Santo Agustinus,AF9921,503/DPMPTSP/SIL/39/II/2020,26-02-2020,503/DPMPTSP/10/03/II/2020,25-02-2020,Lihat SK Operasional,2020-03-17 09,C,400,1. -,2. -,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
Nusa Tenggara Timur,Kab. Ngada,Bajawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11915721-EE7E-4137-BECC-01A38CE4A643,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69929551,TKK Bunda Pengantara Rahmat Satu Atap SDK Ngedukelu,69929551,"Ngedukelu,Jln.Gajah Mada No.16",NGEDUKELU,KEC. BAJAWA,KAB. NGADA,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERSEKOLAHAN UMAT KATOLIK NGADA,AF9920,463/PKPO/99/02/2014,26-02-2014,463/PKPO/99/02/2014,26-02-2014,Lihat SK Operasional,2016-01-12 08,B,600,1. -,2. Telkomsel Flash,PLN,,,tkkbundapengantara2020@gmail.com,,-8.786434000000,120.974870000000,1,0,0,0,PAUD Merdeka,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
