prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B70FD00-3146-4E98-A424-1F84DDD374F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995544,Humaira,69995544,Sejahtera,ANTARA,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B368CCF8-D36B-4723-AD0B-68C7CA60E2C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69811285,KB HARAPAN BANGSA,69811285,Jalan Takengon - Despot Linge Kampung Despot Linge,DISPOT LINGE,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB HARAPAN BANGSA,AH1664,421.1/4.3/279/2009,27-07-2009,421.1/4.3/68/DISDIKBUD/2022,03-01-2022,Lihat SK Operasional,2022-04-22 09,,80,1. Telkomsel Flash,2. -,Tidak Ada,,,kbharapanbangsa90@gmail.com,,4.384324000000,97.199049000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Telkomsel Flash
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E025EF6-63EC-455D-8B9A-D2AEA08BF6A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10112277,TK NEGERI PEMBINA LINGE,10112277,Jalan isak-jagong jeget,KUTE ROBEL,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.1/4.3/774/2009,19-02-2009,421.1/4.3/01/DISDIKBUD/2022,13-12-2022,Lihat SK Operasional,2023-02-11 21,B,675,1. -,2. -,Tidak Ada,,,tknpembinalinge90@gmail.com,,4.460221000000,96.883385000000,6,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,2,0,4,6,0,0,0,1,5,0,6,0,0,0,1,4,1,0,0,0,6,2013,Tidak Ada
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1FD0AC60-0137-48B1-B03F-576D584E3B29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10112205,TK SWASTA AL-MUBARAQ,10112205,Jalan Isaq - Jagong Jeget Kampung Aru Item,ARUL ITEM,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK ALMUBARAQ,AH1663,421.1/3702/2008,04-12-2008,421.1/4.3/09/DISDIK/2021,05-02-2021,Lihat SK Operasional,2022-04-29 09,,80,1. Telkomsel Flash,2. -,Tidak Ada,,,tksalmubaraqlinge88@gmail.com,,4.398300000000,96.861000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2013,Telkomsel Flash
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10C248BB-7854-4FFA-8906-D6B89D733D64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69935713,TK SWASTA BAHGIEMI,69935713,Jalan  Isaq - Jagong Jeget Kampung Antara,ANTARA,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK BAHGIEMI,AH1658,421.1/002/DISDIK/2016,26-01-2016,421.1/4.3/67/DISDIKBUD/2022,03-01-2022,Lihat SK Operasional,2022-03-21 00,,150,1. Telkomsel Flash,2. -,PLN,,,tksbahgiemi90@gmail.com,,4.396800000000,96.842700000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2013,Telkomsel Flash
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6014E369-9958-4938-8E2A-D91F1CD5BBAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69811290,TK SWASTA HARAPAN IBU,69811290,Jalan Takengon - Blang Kejeren Kampung Kemerleng,KEMERLENG,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK HARAPAN IBU,AH1659,421.1/3068/DIKBUD/2008,27-07-2008,421.1/4.3/41/DISDIKBUD/2022,10-01-2022,Lihat SK Operasional,2022-03-31 11,,0,1. Telkomsel Flash,2. -,PLN,,,tkharapanibulinge@gmail.com,,4.465800000000,96.953500000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2013,Telkomsel Flash
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00FA3FAE-D941-4DBA-B3AC-5C1CCBBC09F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69811328,TK SWASTA HARAPAN IBU II,69811328,Jalan Isaq - Blang Kejeren Kampung Kute Rayang,KUTE RAYANG,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan K HARAPAN IBU II,AH1666,421.1/3075/2008,24-10-2008,421.1/4.3/98/DISDIK/2019,03-01-2019,Silakan Upload SK,,B,40,1. Telkomsel Flash,2. -,Lainnya,,,tksharapanibuii90@gmail.com,,4.457689000000,96.893754000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2013,Telkomsel Flash
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B1B5BCB-09EF-40E5-8AAB-9FBA7C5029E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69992748,TK SWASTA JERNIH NI TELEGE,69992748,Jalan Takengon - Blang Kejeren Kampung Ise-Ise,ISE-ISE,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421/09/Disdik/2019,10-10-2019,421.1/4.3/156/Disdik/2019,11-10-2019,Silakan Upload SK,,,625,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1294EA80-9A05-484F-ACD4-1DCF0347E816,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10112251,TK SWASTA LESTARI,10112251,Jalan Owaq - Delung Sekinel Kampung Delung Sekinel,DELUNG SEKINEL,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK LESTARI,AH1660,421.1/190/DIKBUD/2006,14-07-2006,421.1/4.3/22/DISDIK/2022,03-01-2022,Lihat SK Operasional,2022-01-21 09,,90,1. Telkomsel Flash,2. -,Tidak Ada,,,tkslestari90@gmail.com,,4.426500000000,97.249800000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,2,2013,Telkomsel Flash
Aceh,Kab. Aceh Tengah,Linge,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04903F0A-6DE5-4FC9-8A09-90B5261D0FF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10112266,TK SWASTA MUYANG MERSA,10112266,Jalan Isaq - Jagong Kampung Gemboyah,GEMBOYAH,KEC. LINGE,KAB. ACEH TENGAH,PROV. ACEH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK MUYANG MERSA,AH1657,421.1/180/DIKBUD/2006,14-07-2006,421.1/4.3/69/DISDIKBUD/2022,03-01-2022,Lihat SK Operasional,2022-04-22 11,,200,1. Telkomsel Flash,2. -,PLN,,,tksmuyangmersa90@gmail.com,,4.398800000000,96.822100000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,1,2,3,0,0,0,0,3,0,2,1,0,0,1,1,0,1,0,0,3,2013,Telkomsel Flash
