prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ADABAFAF-C5CF-4816-A309-E4C6DC6E742F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805571,Al Hikma,69805571,Dusun Bukit Panjang,POLEWALI,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ5506,,,410/0134/SET/I/2009,,Silakan Upload SK,,C,300,,2.,,,,kbalhikma@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,2,
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41E67121-228F-43A0-A753-AA2D89BEBBCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805528,Amalia II,69805528,Jln. PENDIDIKAN,POLEWALI,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ5504,,,410/120/PNFI/X/2011,,Silakan Upload SK,,,360,1. -,2. -,PLN,,,tkamalia21234@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,Tidak Ada
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/159B2924-792C-4CB4-94E7-DA56664768C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969577,KB PATRIOT,69969577,KALOLA,KALOLA,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ5501,410/094/PLS/I/2016,25-01-2016,410/094/PLS/I/2016,25-01-2016,Lihat SK Operasional,2017-11-14 08,,240,1. Telkomsel Flash,2. -,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,Telkomsel Flash
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AE1AE3A-620F-4993-BD31-A8CDD0FE41B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928234,PAUD AL HIDAYAH,69928234,Dusun Pangiang,PANGIANG,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD ALHIDAYAH,AJ5505,410/004/PLS/II/2015,03-02-2015,410/004/PLS/II/2015,03-02-2015,Lihat SK Operasional,2015-12-30 08,C,900,1. -,2. -,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,Tidak Ada
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD426CE4-3A7A-46C9-8E81-D8E9CD00B1EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69926797,PAUD MANDIRI,69926797,Desa Polewali,POLEWALI,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD MANDIRI,AG3023,410/013/PLS/V/2015,07-05-2015,410/013/PLS/V/2015,07-05-2015,Lihat SK Operasional,2015-12-28 10,C,500,1. -,2. -,PLN,,,paudmandiripolewali@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,2,Tidak Ada
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/873B6102-E64A-4391-97C7-3C3CFF9078CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69940186,PAUD PERWANDA,69940186,Dusun Sawi,BAMBALAMOTU,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD PERWANIDA,AJ5512,410/014/PLS/II/2016,16-02-2016,410/014/PLS/II/2016,16-02-2016,Lihat SK Operasional,2016-05-03 08,,360,,2.,,,,paudperwanda@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,1,0,1,1,1,0,0,0,4,
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2B7CB41-C23A-4878-97F3-49E5AB839A18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69751987,RA/BA/TA PERWANIDA VII SAWI,69751987,LINGKUNGAN POLEMAJU,PANGIANG,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-3.960140000000,119.450000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6D3E241-6B8D-40BC-B487-272DA141308E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962718,TK AL MUNAWARAH,69962718,Dusun Baliri,BAMBALAMOTU,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL MUNAWARAH,AJ5502,410/026/PLS/III/2016,22-03-2016,410/026/PLS/III/2016,22-03-2016,Lihat SK Operasional,2017-05-18 23,,240,,2.,,,,,,.000000000000,.000000000000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,2,4,0,0,0,0,4,0,0,4,2,1,1,0,0,0,0,1,3,
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E390C88-A274-4196-865A-F0BFAC261E1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962534,TK FLAMBOYAN,69962534,Dusun ujung baru,WULAI,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK PAUD FLAMBOYAN,AJ5513,410/040/PAUDNI-BS/IV/2017,25-04-2017,410/040/PAUDNI-BS/IV/2017,25-04-2017,Lihat SK Operasional,2017-05-10 11,C,300,1. -,2. -,PLN,,,Tkflamboyan75@gmail.com,,-1.037800000000,119.504100000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,3,1,0,0,0,0,0,0,4,Tidak Ada
Sulawesi Barat,Kab. Pasangkayu,Bambalamutu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5388B58-7E9B-4F2F-B833-3C9181D7AE95,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962535,TK HARAPAN BUNDA,69962535,Dusun Kampung Baru,RANDOMAYANG,KEC. BAMBALAMUTU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD HARAPAN BUNDA,AJ5510,410/041/PAUDNI-BS/IV/2017,25-04-2017,410/041/PAUDNI-BS/IV/2017,25-04-2017,Lihat SK Operasional,2017-05-10 11,,100,1. Telkomsel Flash,2. -,PLN,,,paudharapanbunda382@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,2,1,0,0,0,0,0,0,3,Telkomsel Flash
