prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/750C38A5-4A52-4E2E-9911-AD10D6BD5AEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875339,AL AZIZ,69875339,Jl. Perumnas Rahma Rt. 03 Kel. Rahma,RAHMA,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF2798,,,420/034/Disdik/III/2010,,Silakan Upload SK,,,270,,2.,,,,paud.alaziz.339@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1A2D5F9-2FA3-4741-BBF0-0496BA7E20C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69903162,PAUD BANI INKLUSIF,69903162,Jl. Raya Jukung,JUKUNG,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/107/DISDIK/III/2015,05-01-2015,420/107/DISDIK/III/2015,05-01-2015,Silakan Upload SK (link file tidak valid) => [381917-786691--],2020-09-30 11,B,200,1. -,2. Telkomsel Flash,PLN,,,citrakey.ck@gmail.com,,.000000000000,.000000000000,3,0,0,0,PAUD Merdeka,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,1,2,Tidak Ada
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE4023D6-3232-45BA-BA98-F055C6A849AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69893371,PAUD HARAPAN KITA,69893371,Jl. sudirman RT. 01 NO. 04,AIR KATI,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD HARAPAN KITA,AF2802,,01-01-1900,420/04/DISDIK/III/2015,12-01-2015,Lihat SK Operasional,2015-04-15 09,C,240,,2.,,,,rreenniiren@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24528DF5-3C36-4DC0-95C9-50D95179D9F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875353,PEDULI SESAMA,69875353,Jl. Pelda Husni  Rt. 07 Kel. Rahma,RAHMA,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03/Rm41.73.3/2009,01-01-1900,0049/IOSS/DPM-PTSP/XI/2021,01-01-1900,Lihat SK Operasional,2023-02-02 09,,0,1. Telkomsel Flash,2. -,PLN,,,ypedulisesama@gmail.com,,-5.443757000000,114.421127000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telkomsel Flash
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFE972B6-C7F5-4386-A151-62ED5A62CB69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028089,RA AL FATTAH,70028089,Jalan Air Temam Rt. 03,AIR TEMAM,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,,,,,520 TAHUN 2021,16-06-2021,Silakan Upload SK (link file tidak valid) => [199515-117996-https,2022-04-14 11,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E519FDA-B6D0-4747-9430-4E878A1C8A00,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028235,RA BAITUL ILMI,70028235,Jl. Jendral Besar HM. Soeharto Lr. Kauman Rt.08 Lubukkupang kec. Lubuklinggau Se,LUBUK KUPANG,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,,,,,519 TAHUN 2021,16-06-2021,Silakan Upload SK (link file tidak valid) => [200972-734011-https,2022-04-19 09,,455,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE3B7ADA-16BE-467E-9766-4A1742DB2337,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69731556,RA/BA/TA AL-LISAN,69731556,JL. PADAT KARYA RT. 03 LUBUK KUPANG,LUBUK KUPANG,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,,,01/Kpts/YL/VI/2006,10-06-2006,Kpts./Kd.06.10/3/PP.00.4/642/2006,02-09-2006,Lihat SK Operasional,2015-11-12 20,,0,,2.,,,,,,-3.285300000000,102.945500000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D61114A-95E3-4DFA-A9EC-F0E8C807AF13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10644381,TK AISYIYAH BUSTANUL ATHFAL 4 LUBUKLINGGAU,10644381,JL. KOMPLEK ICM,RAHMA,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kota Lubuk Linggau,AC1046,04/PDA-D/TK/2007,01-10-2007,0017/IOSS/DPM-PTSP/XI/2020,07-09-2020,Silakan Upload SK (link file tidak valid) => [776725-194407--],2023-02-14 09,B,640,1. -,2. Telkomsel Flash,PLN,,,mayislahuddiniislahuddin@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,2,1,2,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,2,Tidak Ada
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E365218-B435-4F2B-A8B3-BAEDED3F0041,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69900853,TK ALHAMRA,69900853,TK ALHAMRA,PERUMNAS RAHMA,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan CITRA KASIH LUBUKLINGGAU,AF2804,420/09/.03/2013,15-06-2013,420/191/DISDIK/III/2014,14-05-2014,Silakan Upload SK (link file tidak valid) => [381913-546599--],2020-09-30 11,B,200,,2.,,,,citrakey.ck@gmail.com,,-5.443757000000,114.421127000000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,4,4,0,0,0,1,3,0,1,3,1,2,1,0,0,0,0,0,4,
Sumatera Selatan,Kota Lubuk Linggau,Lubuk Linggau Selatan I,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/369E4C4E-1BD1-49C0-AA53-0C4E272EC582,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69893480,TK THAWALIB,69893480,Rambutan NO.143,AIR TEMAM,KEC. LUBUK LINGGAU SELATAN I,KOTA LUBUK LINGGAU,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Lembaga Pendidikan Thawalib,AF2805,NO. C-13 HT.03.01,01-07-2011,420/024/DISDIK/III/2015,12-01-2015,Lihat SK Operasional,2015-04-16 02,B,341,1. -,2. Telkomsel Flash,PLN,,,tkthawalibllg11@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,1,0,0,2,1,2,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,2,Tidak Ada
