prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EBAC8C09-9F3E-4FEB-95D4-4AB6218EF6BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861739,KB AFIQAH RAHMA,69861739,SOSOPAN - AEK GODANG,HUTA BARU SOSOPAN,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD AFIQAH RAHMA,AB7549,,,421.9/3079/PLS/2013,,Silakan Upload SK,,,50,,2.,,,,m.alhakim04@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72605491-4FC3-4E7C-9376-B86DDE42C5A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028499,KB AMANDA,70028499,Sosopan,AEK BARGOT,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,12,18-04-2022,421.9/951/PNFI/2022,18-04-2022,Lihat SK Operasional,2022-04-27 05,,300,1. -,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,600,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/385C689F-642D-4588-8373-AECF372DAED7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805450,KB ANANDA,69805450,LINT SOSOPAN PADANG SIDEMPUAN,SIUNDOL JULU,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB7553,,01-01-1900,421.9/855/PLS/2010,,Silakan Upload SK,,,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,2,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/416D7A6A-81DC-4D9A-A369-1357E2FB63FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861738,KB ANDRI,69861738,ULU AER,ULU AER,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/3086/PLS/2013,,Silakan Upload SK,,,700,1. -,2. -,PLN,,,zuraidahharahap@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0F6FA85-15DE-4B99-BFA1-F7EB20CD4F39,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805423,KB BASMALAH,69805423,SIBUHUAN - AEK GODANG KM 17,PAGARAN BIRA JAE,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD BASMALAH,AB7552,,,421.9/2604/PLS/2011,,Silakan Upload SK,,,300,1. -,2. Telkomsel Flash,PLN,,,paudbasmalah01@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,1,1,1,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,1,2,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01808FF4-BB1B-45DB-9BBB-D4EDB9FC5468,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805471,KB HAHOLONGAN,69805471,SIUNDOL JULU,SIUNDOL JULU,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,21,05-04-2013,421.9/952/PNFI/2022,18-04-2022,Lihat SK Operasional,2022-10-05 10,,150,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,1.161447000000,99.567237000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7E31834-CBC5-4EA7-90E9-4AAA2DD358A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993104,KB HARAPAN BUNDA,69993104,DESA SIUNDOL JAE,SIUNDOL JAE,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,18,18-07-2019,421.9/2405/PNFI/2019,20-11-2019,Silakan Upload SK,,,150,1. -,2. -,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,2,1,3,0,0,0,0,3,0,0,3,1,1,1,0,0,0,0,0,3,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8D05530-B24D-4170-ABBE-1E133E830252,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805470,KB MELATI,69805470,ABDUL HAKIM,SOSOPAN,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKBM MELATI,AB7550,,,421.9/2875/PLS/2011,,Silakan Upload SK,,,110,1. -,2. -,PLN,,,,,1.228066000000,99.496873000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B51A3B05-EB7F-4062-94C2-CA7715F868B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805488,KB NURUL KHOIRIYAH,69805488,SIBUHUAN - AEK GODANG,HULIM,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,421.9/3710/PLS/2011,,Silakan Upload SK,,,486,1. Indosat IM3,2. Telkomsel Flash,PLN,,,69805488@yahoo.co.id,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Indosat IM3
Sumatera Utara,Kab. Padang Lawas,Sosopan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7527E634-576F-4517-A6C3-1E447EAED587,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861737,KB ORUON,69861737,HUTABARU SIUNDOL,HUTA BARU SIUNDOL,KEC. SOSOPAN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/261/PLS/2012,,Silakan Upload SK,,,60,1. -,2. -,PLN,,,masdewanisiregar51@gmail.com,,1.194183000000,99.519684000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Tidak Ada
