prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/615DDF42-7FA8-4817-B8E6-41DEBDD8C081,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897986,AL-QUR AN JABALKAT,69897986,Ds. Sambijajar,SAMBIJAJAR,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,RA,Kementerian Agama,Lainnya,,Kd.15.4/1/PP.00.4/2451/2014,31-12-2014,Kd.15.4/1/PP.00.4/2451/2014,31-12-2014,Lihat SK Operasional,2016-02-06 17,,0,,2.,,,,,,-8.095328200000,111.937959000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D456856C-CF2A-466F-BA58-4D58E0DD8001,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815870,KB BAROKAH,69815870,RT.01 RW.06 Bendilwungu,BENDILWUNGU,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,145/25/405.05/2006,07-06-2006,188/200/104.040/2022,19-01-2022,Silakan Upload SK (link file tidak valid) => [608546-717387--],2022-03-31 11,,0,1. Indosat IM3,2. -,PLN,,,paudbarokah20@gmail.com,,-8.121700000000,111.955400000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,2,2013,Indosat IM3
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0EA172D-77F0-49AC-BCE7-4B7C308D4C26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815867,KB DAHLIA,69815867,DUSUN JATI 02 / 02,BUKUR,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,142/25/405.05/2006,01-06-2006,188/1055/104.040/2022,25-03-2022,Lihat SK Operasional,2022-05-24 10,B,700,1. Lainnya (Kabel),2. Indosat IM3,PLN,,,pauddahlia08@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,4,0,3,0,0,0,0,3,0,1,2,0,1,1,1,0,0,0,0,3,2013,Lainnya (Kabel)
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/657AF7DA-D3EF-4C36-9EF2-F4685250CEA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815572,KB DARMA KUSUMA,69815572,DUSUN KRAJAN RT. 002 RW. 005,SAMBIROBYONG,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01/405.16/2008,18-07-2008,188/639/104.040/2022,22-02-2022,Lihat SK Operasional,2022-05-24 10,B,0,1. -,2. Lainnya (Serat Optik),PLN,,,darmakusuma08@gmail.com,,-8.067871000000,111.963306000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,2,2013,Tidak Ada
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/790AD1A0-2854-401C-A6C7-A6F3FDB6B2C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815589,KB KASIH IBU,69815589,DOROPAYUNG RT. 01 RW. 02,DOROAMPEL,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TP PKK Desa Doroampel,AK1770,01 Tahun 2008,01-07-2008,188/198/104.040/2022,19-01-2022,Silakan Upload SK (link file tidak valid) => [760666-12332--],2023-01-25 22,,0,1. Telkomsel Flash,2. Indosat IM3,PLN,,,kasihibu012@gmail.com,,-8.108522000000,111.941634000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2013,Telkomsel Flash
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8CA880F-8A1F-4F55-BE88-7D9E13EA0451,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815618,KB MELATI,69815618,DUSUN SADAR RT. 003 RW. 002,BENDILJATI KULON,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA BENDILJATI,AK1768,01 Tahun 2007,01-05-2007,188/1056/104.040/2022,25-03-2022,Lihat SK Operasional,2023-02-23 16,,159,1. Lainnya (Kabel),2. Indosat IM3,PLN,,,paudkumelati10@gmail.com,,-8.117346000000,111.953028000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Lainnya (Kabel)
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96E4F2A5-A11B-4223-B4EF-C2AA08BAAADE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815781,KB MENTARI,69815781,GADUNG MELATI 02 / 02,SAMBIDOPLANG,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA,AK1778,010/SK/Y.MTR/V/2005,01-05-2005,188/197/104.040/2022,19-01-2022,Lihat SK Operasional,2022-03-31 11,,0,1. -,2. Indosat IM3,PLN,,,paudmentari521@gmail.com,,-8.137417000000,111.964210000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2013,Tidak Ada
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/020EFB89-8F90-4155-9299-8D18DF68AEF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815601,KB MUTIARA BUNDA,69815601,Dusun Dawuhan RT 02 RW 01,PODOREJO,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,05 TAHUN 2013,01-03-2013,188/636/104.040/2022,22-02-2022,Lihat SK Operasional,2023-03-13 13,,0,1. Indosat IM3,2. Indosat IM3,PLN,,,mutiarab2013@gmail.com,,-8.107120000000,111.941449000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Indosat IM3
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EE924A2-153F-486A-8562-925E2D9779FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815667,KB PUSPITA,69815667,DUSUN CANGKRINGAN 02 / 02,TRENCENG,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,08 TAHUN 2008,30-01-2008,188/1060/104.040/2022,25-03-2022,Lihat SK Operasional,2022-05-24 10,,0,1. -,2. Lainnya (Kabel),PLN,,,puspitapaud@gmail.com,,-8.121568500000,111.972282100000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
Jawa Timur,Kab. Tulungagung,Sumbergempol,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4814BC1C-B3A8-40C5-AB03-CE60E86D9B4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815673,KB RAHAYU,69815673,Dusun Bendilmuning RT. 002 RW. 001,WONOREJO,KEC. SUMBERGEMPOL,KAB. TULUNGAGUNG,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK Wonorejo,AI5990,145/25/405.05/2008,01-07-2006,188/635/104.040/2022,22-02-2022,Lihat SK Operasional,2022-05-24 10,,0,1. -,2. -,PLN,,,rahayupaud185@gmail.com,,-8.083826000000,111.932093000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,2,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
