prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BD8AF1F-2F76-48F6-B720-221C10F3E38D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819902,KB AL-JIHAD,69819902,Jl. Ketanggan,KETANGGAN,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Batang,AO5430,421.1/143/2009,16-04-2009,421.1/143/2009,16-04-2009,Lihat SK Operasional,2021-03-02 15,B,100,1. Lainnya,2. Indosat IM3,PLN,,,aljihadgringsing@gmail.com,,-6.949639000000,109.965618000000,2,0,0,0,PAUD Merdeka,Pagi/6 hari,,2022/2023-2,Lainnya,900,2,0,0,3,0,0,3,0,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60132953-C728-4DED-8CB3-EF7E6991461D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819972,KB ANANDA,69819972,Jl. Mentosari,MENTOSARI,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK Desa,AL5746,421.1/56/2007,01-08-2007,421.1/56/2007,01-08-2007,Silakan Upload SK,,B,126,1. -,2. -,PLN,,,kbananda034@gmail.com,,-6.931321400000,110.000731100000,1,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F9C4E9A-A5F0-4404-B043-3553D7EA52AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819890,KB AQILA,69819890,DESA SENTUL RT 06 RW 04,SENTUL,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK0084,421.1/077/009,25-02-2009,421.1/077/009,25-02-2009,Silakan Upload SK,,,"1,000",1. -,2. -,PLN,,,kbaqila5@gmail.com,,-6.985363000000,109.997413000000,0,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5DA03B83-DC6F-41EF-8116-FA2464F9C3C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819852,KB IBUNDA,69819852,Jl. SMA N 1 GRINGSING,LEBO,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AL5754,420/041/2007,01-05-2007,420/041/2007,01-05-2007,Lihat SK Operasional,2021-06-12 17,Terakreditasi,900,1. -,2. Telkom Speedy,PLN,,,kbibunda0@gmail.com,,-6.961500000000,110.027900000000,3,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,5,0,0,2,0,0,4,0,3,0,0,0,0,3,0,2,1,0,0,3,0,0,0,0,1,2
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E3255105-D2D6-48F7-99B2-D4E08C3A7C1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963588,KB Kenanga,69963588,Jl. Desa Sentul RT 06 RW 04,SENTUL,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/101/KB/2017,16-05-2017,421.8/101/KB/2017,16-05-2017,Lihat SK Operasional,2017-06-09 12,,336,1. -,2. -,PLN,,,kbkenanga96@gmail.com,,-6.960107100000,109.974823600000,1,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC8C7D79-925C-4EAD-9C1D-39DC38CA6752,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69943320,KB Nurul Iman,69943320,Dk. Muntuk Ds. Krengseng Rt.2 Rw.4,KRENGSENG,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AL5744,421.1/287/2015,15-09-2015,421.1/287/2015,15-09-2015,Lihat SK Operasional,2016-05-02 17,,288,1. -,2. -,PLN,,,kbnuruliman68@gmail.com,,-6.937874200000,110.032820500000,1,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1826492D-A7E9-46D5-80C6-338B4DFA3EFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69820075,KB PELANGI,69820075,JLN. RAYA KUTOSARI-GRINGSING,KUTOSARI,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ibunda,AL5754,421.1/139/2009,16-04-2009,421.1/139/2009,16-04-2009,Silakan Upload SK,,,80,1. -,2. -,PLN,,,kbpelangi808@gmail.com,,-6.972520000000,110.034771000000,1,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2780916-CE42-4573-8BF1-B96B1271A7F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69820063,KB PERMATA HATI,69820063,JLN. RAYA LAMA GRINGSING,GRINGSING,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Almunawwir,AK0087,421.1/095/2008,15-04-2008,421.1/095/2008,15-04-2008,Silakan Upload SK,,B,120,1. XL (GSM),2. XL (GSM),PLN,,,kbpermatahati999@gmail.com,,-6.950670800000,110.014879800000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,XL (GSM),900,2,0,1,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E0A4793-B8D9-4E79-B85F-F34895BC3A50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69820039,KB PUTRA MANDIRI,69820039,JLN PLELEN KETANGGAN 2,SAWANGAN,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/001/2009,21-01-2009,421.1/001/2009,21-01-2009,Silakan Upload SK,,,600,1. -,2. -,PLN,,,kbputramandiri0@gmail.com,,-6.982917800000,110.005691800000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,400,0,0,0,1,0,0,3,0,2,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,1,1
Jawa Tengah,Kab. Batang,Gringsing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCED46D9-296C-4A4A-BE45-BA75ECA757E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69943321,KB Qolbun Salim Aisyiyah,69943321,JL. Raya Lama Gringsing Rt.1 Rw.1 Desa Gringsing,GRINGSING,KEC. GRINGSING,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Batang,AO5430,421.1/231/2015,03-08-2015,421.1/231/2015,03-08-2015,Lihat SK Operasional,2016-05-02 17,,359,1. Axis,2. Indosat IM3,PLN,0,,kbqolbunsalim@gmail.com,,-6.968700000000,110.044500000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Axis,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,2
