prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AFE7662-81F2-4331-BB54-7B55F5D0CFE3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69854848,KB HARAPAN KITA,69854848,MANGGA DUA,HINGA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AJ3914,,,PAUD/12/HK/III/2007,,Silakan Upload SK,,,323,,2.,,,,yosepkopong@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEB158C0-65D3-41BD-B448-3FC012216BE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69854850,KOBER SANTA THERESIA KELUWAIN,69854850,DAMAI,KELUWAIN,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan St. THERESIA,AJ3912,,,32,,Silakan Upload SK,,,0,,2.,,,,,,-8.303871000000,123.236749000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2013,
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8713E5B3-523F-43B7-B8D2-A5D96C152014,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69885811,RA NURUL FALAH,69885811,Dusun III RT 09 RW 05 Horowura,HORINARA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,RA,Kementerian Agama,Lainnya,,KW.20.2/3/PP.00.11/5978/2012,12-12-2012,KW.20.2/3/PP.00.11/5978/2012,12-12-2012,Silakan Upload SK,,,600,,2.,,,,,,-8.314900000000,123.221300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A2E0AE5-2FD1-4996-B46A-8B84242C06F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69750483,RA NURUL IMAN,69750483,Lambunga,LAMABUNGA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,RA,Kementerian Agama,,,KW.20.2/3/PP.00.11/5978/2012,12-12-2012,KW.20.2/3/PP.00.11/5978/2012,12-12-2012,Lihat SK Operasional,2021-06-12 11,,424,,2.,,,,,,-8.285200000000,123.217600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0EC7AF2-F798-49A2-AA94-310592F0C481,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307473,TK ADE IRMA,50307473,"Jln. Trans Watodei - Witihama, Waidoreng",LAMABUNGA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERSEKOLAHAN UMAT KATOLIK KEUSKUPAN LARANTUKA (YAPERSUKTIM),AH8014,A.10./ 652.1/ 2004,21-07-1981,526 G/ TAHUN 2013,28-02-2013,Lihat SK Operasional,2021-06-12 17,C,101,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-8.290800000000,123.224700000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,1,2,2,4,0,0,0,0,4,0,1,3,0,1,1,0,0,2,0,0,4,2013,Telkomsel Flash
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AB47EBE-A5B6-4096-8C52-F93F32C65893,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896605,TK ADE IRMA LAMAPAHA,69896605,DESA LAMAPAHA KECAMATAN KELUBAGOLIT,LAMAPAHA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERSEKOLAHAN UMAT KATOLIK KEUSKUPAN LARANTUKA (YAPERSUKTIM),AH8014,01,06-01-2012,116,03-03-2012,Lihat SK Operasional,2015-06-18 10,,340,1. -,2. Telkomsel Flash,PLN,,,laconawaerni@gmai.com,,-8.310828000000,123.230381000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,"2,200",2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7103D2A5-C171-4BA8-9042-F716E424DE73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307498,TK HORINARA,50307498,Horinara,HORINARA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AH8014,87/SD.2/420/PK-KG/2012,11-01-2012,286.F/TAHUN 2019,02-05-2019,Lihat SK Operasional,2019-11-13 07,B,"2,016",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tk.horinaraklubagolit@gmail.com,,-8.275300000000,123.273900000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,"1,200",2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2013,Telkomsel Flash
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32B190AE-F864-4FE5-9449-B67F8B7081B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307501,TK INA SAREN,50307501,PEPAGEKA,PEPAK KELU,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ3911,NOMOR,14-07-1997,NOMOR,12-06-2013,Silakan Upload SK (link file tidak valid) => [373768-809904--],2020-09-12 13,,160,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,0,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Telkomsel Flash
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8230A712-A2C1-4D1C-A925-A77E9439C592,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307512,TK LANGOBELEN,50307512,ADOBALA,ADOBALA,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan NARA GERE,AJ3909,,,,,Silakan Upload SK,,B,135,1. -,2. Telkomsel Flash,PLN,,,tklangobelen1991@gmail.com,,-8.264156000000,123.228407000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
Nusa Tenggara Timur,Kab. Flores Timur,Kelubagolit,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8853F502-34F3-4CD4-95E2-63DDB9A90C8D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307542,TK NEGERI 1 KELUBAGOLIT,50307542,Mangaaleng,MANGAALENG,KEC. KELUBAGOLIT,KAB. FLORES TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,41 TAHUN 2015,03-03-2015,47 Tahun 2012,30-03-2012,Lihat SK Operasional,2019-11-13 07,B,"1,100",1. -,2. Telkomsel Flash,PLN,,,tknegerikelubagolit@gmail.com,,-8.294400000000,123.209000000000,5,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,0,3,0,0,2,2,0,3,0,1,4,0,5,0,0,0,1,0,0,3,1,0,5,2013,Tidak Ada
