prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62A46593-C084-4C80-B274-616944B12573,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958044,As-Syiffa,69958044,"Rengasbandung, Rt.002/002",KARANGSAMBUNG,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14667291-90DD-4983-B3A2-367B381AD046,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808688,KB AL FALAH,69808688,KP. KANDANG,KARANGMEKAR,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan nasyrul fikroh,AD6293,,,422/84/SK PAUD/2009,,Silakan Upload SK,,,"2,000",1. -,2. -,PLN,,,paudalfalah28@gmail.com,,-6.255080300000,107.266992400000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,4,0,1,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2,2013,Tidak Ada
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E468A9D-9CF3-4EFC-96ED-8B3490853E12,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808886,KB AL-HANIF,69808886,Perum Bumi Waringin Indah Blok B8 No.19-20 Rt.006/007,WARINGINJAYA,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PENDIDIKAN ISLAM AL-HANIF,AD6299,AHU-0000059.AH.01.04 TAHUN 2016,26-12-2016,422/1035A/SKPAUD/2011,26-12-2011,Silakan Upload SK,,C,120,1. -,2. -,PLN,,,kbalhanif1@gmail.com,,-6.265474200000,107.274485800000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"2,200",2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,2013,Tidak Ada
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08F8F633-FF26-46FA-9775-F644261F903C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69935575,KB DARUL FIQRI,69935575,Kp. Babakan Rt.03/01,KEDUNGWARINGIN,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AG5781,1,13-08-2013,422/176/SK PAUD/2013,30-09-2013,Lihat SK Operasional,2016-02-23 20,Belum Terakreditasi,300,,2.,,,,DARULFIQRI@YAHOO.COM,DARULFIQRI@YAHOO.COM,-6.241569400000,107.257047700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0A5BFB2-57A4-4BF0-8C41-9246848BA522,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808870,KB DEWI SARTIKA,69808870,Kp. Mareleng Rt.01/03,BOJONGSARI,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD6294,422/246a/SK PAUD/2009,04-09-2009,422/246a/SK PAUD/2009,04-09-2009,Silakan Upload SK,,Belum Terakreditasi,0,1. -,2. -,PLN,,,silvieatun@gmail.com,,-6.242890000000,107.238381200000,0,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Tidak Ada
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D647104-E154-45E2-AEEF-B94F215F00BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808715,KB INDAH PERSADA,69808715,BOJONG RT.01/02,BOJONGSARI,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN ALJANNATUL JAMALIYAH,AG5781,,,422/245/SK PAUD/2010,,Silakan Upload SK,,,0,1. Lainnya (Wavelan),2. Telkom Speedy,PLN,,,,,-5.443757000000,114.421127000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,480,1,0,0,0,1,0,0,3,3,0,1,0,1,3,0,2,2,0,1,1,1,0,1,0,0,4,2013,Lainnya (Wavelan)
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04BCDB40-8157-4D3F-9674-85A0082D7C59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808814,KB MELATI 04,69808814,Kp. Rawa Kuda RT.011/006,KARANGHARUM,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan NURUL SIDIK,AG5791,422/380/Disdik/2008,08-10-2008,422/380/Disdik/2008,08-10-2008,Silakan Upload SK,,C,80,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,,melatinolempat@yahoo.com,,-6.243248000000,107.236356000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,"1,900",2,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1,1,2013,Lainnya (Serat Optik)
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD783BDA-8308-4CC4-82AA-116049A46E0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808856,KB NUSA INDAH,69808856,KP. KEDUNGGEDE RT.006/ RW.002,KEDUNGWARINGIN,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AG5781,,,422/246/SK PAUD/2010,,Silakan Upload SK,,,120,1. -,2. -,PLN,,,kbnusaindahkdw@gmail.com,,-6.272632000000,107.247761700000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2013,Tidak Ada
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7781495F-005F-4500-ABBE-58E73E631E72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69756573,KB NUSA INDAH 2,69756573,RENGASBANDUNG,KARANGSAMBUNG,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan As-syifatulqolbi,AG5793,,,422/090/SK PAUD/2011,,Silakan Upload SK,,C,100,1. -,2. Telkom Speedy,PLN,,,paudkbnusaindah2@gmail.com,,-5.443757000000,114.421127000000,4,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,1,0,0,2,4,4,0,0,0,0,4,0,0,4,1,0,1,2,0,0,0,0,4,2013,Tidak Ada
Jawa Barat,Kab. Bekasi,Kedung Waringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/455383F7-16A6-4536-A995-CAACC9422AF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808682,KB ROUDHATUL JANNAH,69808682,KAMPUNG JATI RT 14/06,KARANGMEKAR,KEC. KEDUNG WARINGIN,KAB. BEKASI,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD6301,,,422/247/SK PAUD/2010,,Silakan Upload SK,,A,150,1. -,2. -,PLN,,,ekihleo01@gmail.com,,-6.258210100000,107.259431000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2013,Tidak Ada
