prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/450BFB4E-A8D3-46CA-83A1-505E445987E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898802,Al-Ikhlas,69898802,Sabonreng,LOMPULLE,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,2554 Tahun 2011,31-12-2011,Kd.21.18/3/PP.00/127/2008,25-02-2008,Lihat SK Operasional,2019-05-27 16,C,0,,2.,,,,,,-4.404300000000,119.965043000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C3A42A3-62B4-428C-B89B-173304F7A108,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898803,AL-IRSYAD BAKKE,69898803,BAKKE,GANRA,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,2528 Tahun 2011,31-12-2011,Mt.14/4/SK-RA/54/2002,27-06-2002,Lihat SK Operasional,2019-07-03 10,B,0,,2.,,,,,,-4.399200000000,119.967400000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B56040B9-C8AA-42A5-9AC7-1051BE5342BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963701,KB AL FATIH,69963701,Enrekeng,ENREKENG,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF7002,84/KPTS/DS-ERK/VI/2016,14-06-2016,9/PNF/DPMPTNT/III/2021,19-03-2021,Lihat SK Operasional,2017-06-13 11,C,687,1. Telkomsel Flash,2. Smartfren,PLN,,,kbalfatih059@gmail.com,,-6.225500000000,106.802100000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,250,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Telkomsel Flash
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9F7B74D-ABE6-4F0A-810D-AE031ADD81BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976834,KB PETTA TELLARI E,69976834,JALAN PENDIDIKAN DUSUN GANRA,GANRA,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA GANRA,AF7001,30/KPTS/DGR/XII/2016,30-12-2016,20/PNF/DPMPTNT/XII/2020,04-12-2020,Lihat SK Operasional,2021-06-14 13,B,0,1. Smartfren,2. Linknet,PLN,,,,,-4.322500000000,119.933400000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,4,0,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,3,2013,Smartfren
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/857DF972-4E32-49E3-B767-6E1AEA33047F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69776023,KB. AL IKHWAN,69776023,LAMALAMPE,LOMPULLE,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,22/D-L/G-A/IV/2005,14-04-2005,16/PNF/DPMPTNT/VI/2021,23-06-2021,Lihat SK Operasional,2021-09-09 09,B,150,1. Smartfren,2. Telkomsel Flash,PLN,,,kbalikhwanlompulle@yahoo.com,,-4.271400000000,119.958800000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,2,0,0,0,3,3,0,0,0,0,3,1,2,0,0,1,0,0,1,1,0,0,3,PAUD Merdeka,Smartfren
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10DA3577-C0FC-40E7-859B-DA72E67F8E89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898805,Pergis Mannagae,69898805,MANNAGAE,BELO,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,2549 tahun 2011,31-12-2011,Mt.14/4/SK-RA/118/1999,27-05-1999,Lihat SK Operasional,2019-08-28 11,B,724,,2.,,,,,,-4.404600000000,119.965046000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45091A24-C424-482E-ACE6-3E16B8CF3B61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898804,PERWANIDA 12 BELO,69898804,ANDI JARUJU,GANRA,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,Mt.14/4/SK-RA/729/1987,11-11-1987,Mt.14/4/SK-RA/729/1987,11-11-1987,Silakan Upload SK (link file tidak valid) => [38323-964983-335660-19684912-525081445.PDF],2015-11-23 07,B,0,,2.,,,,,,-4.404500000000,119.965045000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B89ECFA-ABFA-4CAA-8D5A-E772B29BAA91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898806,Perwanida Mattanru 15,69898806,Mattanru,LOMPULLE,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,Mt.14/4/SK-RA/510/1989,28-06-1989,Mt.14/4/SK-RA/510/1989,28-06-1989,Lihat SK Operasional,2019-09-03 11,B,363,,2.,,,,,,-4.404700000000,119.965047000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C86E72FB-D2F3-4053-81DF-7E652022C205,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888149,RA. Pergis Enrekeng,69888149,Jln.H.Hakebe NO.255 Enrekeng,GANRA,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,2546 Tahun 2011,31-12-2011,Mt.14/4/SK-RA/420/1989,19-06-1989,Lihat SK Operasional,2019-07-04 15,B,0,,2.,,,,,,-4.404200000000,119.860566000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sulawesi Selatan,Kab. Soppeng,Ganra,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F20A8627-D7F0-4310-AE19-9117130C5197,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314715,TK MANDIRI PKK BELO,40314715,PAOMALLIMPOE,BELO,KEC. GANRA,KAB. SOPPENG,PROV. SULAWESI SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK DESA BELO,AF6997,095/Kep/I06/H/91,22-05-1991,38/IOS/DPMPTNT/VII/2021,27-08-2021,Lihat SK Operasional,2021-09-01 11,C,323,1. -,2. Telkomsel Flash,PLN,,,tkmandiripkkbelo@gmail.com,,-4.340272000000,119.956334000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,PAUD Merdeka,Tidak Ada
