prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0B684DA-F26A-41A5-A08C-A5969B75BEE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800363,KB AISYIYAH,69800363,Rt.13 Rw.02,KAPAS,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Bojonegoro,AO5442,421.9/132.PAUD/412.42/III/2009,30-03-2009,800/8135/412.40/2016,25-11-2016,Lihat SK Operasional,2019-02-01 09,Belum Terakreditasi,0,1. -,2. -,PLN,,,kbaisyiyahkapas@gmail.com,,-7.197132900000,111.933254700000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C5D748-876F-4D9B-86A7-D7439D320AA9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800205,KB AL FATIMAH,69800205,HARYO METAHUN,BANGILAN,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN DARUL ULUM,AB1183,,,421.9/39.PAUD/412.40/II/2,,Silakan Upload SK,,C,224,1. -,2. -,PLN,,,kbalfatimah1@gmail.com,,-7.190705700000,111.874182400000,2,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDD77709-9ED3-45C2-86AD-421605C9E0D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800436,KB AL-AMANAH,69800436,CONDROYUDO RT.10 / RW.01,BENDO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Muslimat NU,AE3355,,,05/KB/III/2012,,Silakan Upload SK,,Belum Terakreditasi,0,1. -,2. -,PLN,,,kbalamanah9@gmail.com,,-7.218901500000,111.876057600000,0,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,900,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97E29C6C-D3B5-439D-9E79-F89B703625B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800173,KB AL-ASYHAR,69800173,rt 5  rw 1 Desa tanjungharjo dk . karang,TANJUNG HARJO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-ASYHAR,AB1176,800/4455/412.40/2016,31-05-2016,412.9/45.PAUD/412.40/IV/2,26-02-2007,Lihat SK Operasional,2020-11-09 08,,120,1. Indosat IM3,2. Indosat IM3,PLN,,,kbalasyhar@gmail.com,,-7.198906800000,111.887806700000,2,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Indosat IM3,450,3,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E058315-D953-462D-9135-C2F3AC4E3ADA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800174,KB AL-MUSTHOFA,69800174,GANDI NO. 414,TANJUNG HARJO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-MUSTHOFA,AB1192,,,421.9/20.PAUD/412.42/II/2,,Silakan Upload SK,,Belum Terakreditasi,306,1. -,2. Lainnya (Wavelan),PLN,,,almusthofakb@gmail.com,,-7.199171300000,111.887574400000,3,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,450,2,0,0,1,0,0,2,1,3,0,0,0,0,3,0,0,3,1,0,0,2,0,0,0,0,3
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BA6BEC9-77C3-4FF5-8FD4-126772673190,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69801252,KB AL-UTSMANIYYAH,69801252,NGOTOK,SEMEN PINGGIR,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/374.PAUD/412.40/VII,,Silakan Upload SK,,,"1,200",1. Lainnya (Wavelan),2. -,PLN,,,Paudalutsmaniyyah@gmail.com,,-7.185680000000,111.941614000000,0,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Lainnya (Wavelan),128,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/359190B6-308F-49A7-BFB5-7890C7AEB9A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800448,KB ALMA UNAH,69800448,CONDROYUDO RT.18 RW.02,BENDO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL HIDAYAH,AB1186,,,421.9/272.PAUD/412.20/VI/,,Silakan Upload SK,,Belum Terakreditasi,120,1. -,2. -,PLN,,,kbalmaunah2@gmail.com,,-7.232793000000,111.871970800000,1,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,900,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD0A4467-7EDF-4750-83AD-8FCD3059C0AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800463,KB AN NUUR,69800463,Rt. 08 Rw. 01,WEDI,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AN -NUUR,AB1173,800/4394/412.40/2016,27-05-2016,800/4394/412.40/2016,27-05-2016,Lihat SK Operasional,2019-01-30 09,B,150,1. -,2. -,PLN,,,lveyka124@gmail.com,http,-7.185903000000,111.893494000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,0,4,4,0,0,0,0,4,1,0,3,1,0,0,1,1,1,0,0,4
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6980BC73-EC98-4676-9E5B-AB17A0C12229,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800193,KB AN-NASHIHA,69800193,Desa Kumpulrejo Rt.03 Rw.01,KUMPUL REJO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Muslimat NU,AE3355,800/503.242/412.201/2017,24-04-2017,412.9/55.PAUD/412.42/2006,16-04-2006,Lihat SK Operasional,2020-09-14 10,C,"3,600",,2.,,,,kbannashihakumpulrejo@gmail.com,,-7.225961500000,111.894009500000,2,0,0,0,2013,,,2022/2023-2,,,2,0,0,1,0,0,2,1,2,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,2
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0ED1CF30-F37F-4803-A6B1-796BC0BF2CB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800366,KB HARAPAN BANGSA,69800366,RT 3 RW 2 Desa Bogo Keamatan Kapas Kabupaten Bojonegoro,BOGO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/34.PAUD/412.40/I/2010,07-01-2010,800/7623/412.40/2016,26-10-2016,Lihat SK Operasional,2021-07-28 14,Belum Terakreditasi,0,1. -,2. -,PLN,,,harapanbangsakb@gmail.com,,-7.166461000000,111.933388000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB3EEF2F-8525-4972-8C89-A5143B335E80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800286,KB HARAPAN BUNDA,69800286,Desa sukowati,SUKOWATI,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,03/tk.dw/iv/2010,17-04-2010,421.9/266.PAUD/412.40/VI/2010,12-04-2017,Lihat SK Operasional,2020-09-01 14,Belum Terakreditasi,36,1. -,2. Indosat IM3,PLN,,,kbharapanbundaskwt@gmail.com,,-7.184310800000,111.913946000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAE8DC61-294C-403A-936C-850AA613A691,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800380,KB INSAN MULIA,69800380,POROS DESA NGAMPEL,NGAMPEL,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/235.PAUD/412.40/VII,,Silakan Upload SK,,Belum Terakreditasi,"1,500",1. -,2. Telkomsel Flash,PLN,,,1astutiyuli240@mail.com,,-7.163391800000,111.904570500000,1,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,"1,300",1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7143FB9D-EF47-4B9D-8547-304085C1B21C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800333,KB ISLAM MANDIRI,69800333,KY. FAKIH,KEDATON,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ISLAM MANDIRI,AB1189,,,421.9/02.PAUD/412.40/XII/,,Silakan Upload SK,,Belum Terakreditasi,675,1. -,2. -,PLN,,,,,-5.443757000000,114.421127000000,2,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,2
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A42E08F-B6B1-4267-A3B7-A8CF86F3EADA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800262,KB MEKAR SARI,69800262,JL.TUGU PAYUNG,MOJODESO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK MOJODESO,AB1193,,,412.12/179.PAUD/412.40/IV,,Silakan Upload SK,,,180,1. -,2. -,PLN,,,mekarsari.mojodeso@gmail.com,,-7.189388600000,111.918705100000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,3,0,0,2,0,0,4,0,3,0,0,0,0,3,0,1,2,2,0,0,0,1,0,0,0,3
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6385C3C7-4183-47FA-A600-3E47B8D56754,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800414,KB MODEL TERPADU,69800414,JL. RAYA SUKOWATI,SUKOWATI,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan sekolah model terpadu,AB1169,800/1054.18/412.201/2018,14-05-2018,800/8860/412.40/2012,10-09-2012,Silakan Upload SK (link file tidak valid) => [490687-5500--],2021-08-13 14,Belum Terakreditasi,0,1. Smartfren,2. Biznet (Kabel),PLN,,03533410037,kbmodelterpadu12@gmail.com,,-7.173947000000,111.914914700000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Smartfren,900,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81EBE3DC-C743-4A56-8A78-5E3BDC932987,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800350,KB MUSLIMAT NU NURUL UMMAH 02,69800350,Rt.12 Rw.02,PLESUNGAN,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,412.9/358.PAUD/412.40/VIII/2010,09-08-2010,800/503.280/421.201/2017,07-08-2017,Lihat SK Operasional,2019-03-20 09,Belum Terakreditasi,529,1. -,2. -,PLN,,,kbnurulummah02@gmail.com,,-7.189313300000,111.927432400000,1,0,0,0,2013,Sore/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2690EBB8-E70F-4C55-AF2D-564ABB8670AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800284,KB MUTIARA BUNDA,69800284,DESA TIKUSAN NO 127,TIKUSAN,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/403.PAUD/412.40/X/2,,Silakan Upload SK,,Belum Terakreditasi,600,1. -,2. -,PLN,,,kmutiarabunda@gmail.com,,-7.173040000000,111.905860000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
Jawa Timur,Kab. Bojonegoro,Kapas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/099C4582-1612-4AFD-A87C-5EFD7D506410,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69800172,KB NURUL UMMAH 015,69800172,RAJEKWESI,TANJUNG HARJO,KEC. KAPAS,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ALI AL-QOMARIYAH,AB1175,,,800/5749/412.40/2013,,Silakan Upload SK,,Belum Terakreditasi,98,1. Telkomsel Flash,2. Lainnya (Kabel),PLN,0,,kbnurulummah015@gmail.com,http,-7.196666700000,111.887558900000,2,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Telkomsel Flash,120,2,0,1,2,0,0,3,0,2,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,2
