prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C2D2043-DDAB-4A76-9FFE-3562929FE60E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69784373,CEMPAKA,69784373,TOLO LARA MADAPANGGA,MADA WAU,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,013/130.21.420/PNF-PAUD/2,,Silakan Upload SK,,,54,1. Telkomsel Flash,2. -,PLN,,,spscempaka04@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,2
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/115BAE80-C943-40B1-A068-8DDFC5C8E284,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824359,KB ABA 5 AL IKHLAS,69824359,JLN. LINTAS CAMPA DENA,DENA,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,,004/073/01.1/D.KB/2013,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF1C130C-62E0-4493-8138-639C7557DFAE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988369,KB AL HIDAYAH,69988369,Desa Bolo,BOLO,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,18,23-10-2017,421.1/31/01.1/D/PAUD.KB/MP/2021,01-01-2021,Lihat SK Operasional,2021-07-01 19,C,200,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,0,0,0,4,0,4,0,0,0,0,4,0,1,3,1,3,0,0,0,0,0,0,4
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7855AF5-FAA6-4DD2-92CF-8776A94A484B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70032600,KB AL-FAIRUS,70032600,DESA BOLO,BOLO,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,12,24-03-2020,421.1/29/01.1/D/PAUD.KB/MP/2022,22-08-2022,Lihat SK Operasional,2022-08-26 09,,600,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDD240FA-33E1-4038-8B9F-7FF720E6A9C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978609,KB AL-IKHLAS,69978609,DESA NCANDI KECAMATAN MADAPANGGA,NCANDI,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,13,15-06-2017,421.1/34/01.1/D/PAUD.KB/MP/2021,01-01-2021,Lihat SK Operasional,2021-07-01 19,C,100,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,paudkbalikhlasncandi@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,2
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1FEBE025-E3E5-42B6-B839-6C4A8EE2F816,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000768,KB BUAH HATI BUNDA,70000768,DESA BOLO,BOLO,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,08,25-01-2019,421.1/45/01.1/D/PAUD.KB/MP/2020,06-01-2020,Lihat SK Operasional,2020-03-05 11,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A03F31D-80E0-4813-96F9-59E69C9F9EC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824374,KB BUNDAKU,69824374,Jln. Pekuburan RT.10,CAMPA,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,07/PAUD-Bundaku/VII/2012,10-07-2012,421.1/27/01.1/D/PAUD.KB/MP/2021,01-01-2021,Lihat SK Operasional,2021-06-23 21,B,300,1. -,2. Lainnya (Wavelan),PLN,,,kbbundaku181@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,2
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE7D8EC5-0CA6-4F76-AE70-BD9BFCF550BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824382,KB CAHAYA IBU,69824382,JALAN RAYA WORO,WORO,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01,06-08-2012,421.1/24/01.1/D/PAUD.KB/MP/2023,02-01-2023,Lihat SK Operasional,2023-04-06 04,B,"6,300",1. XL (GSM),2. Telkomsel Flash,PLN,,,cahayaibu57@yahoo.co.id,,-8.572200000000,118.543700000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,XL (GSM),900,1,0,0,0,0,0,4,1,4,0,0,0,0,4,0,0,4,3,0,0,0,1,0,0,0,4
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C33DF749-BAD3-47B8-86E3-35C97596043B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959902,KB HARAPAN NCANDI,69959902,DESA NCANDI KEC. MADAPANGGA,NCANDI,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LEMBAGA PENDIDIKAN ANAK UDIA DINI TERPADU,AH7900,13,13-02-2017,421.1/19/01.1/D/PAUD.TERPADU/MP/2021,01-01-2021,Lihat SK Operasional,2021-07-22 10,C,200,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,paudharapanncandi000@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Nusa Tenggara Barat,Kab. Bima,Mada pangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D27A09D8-202B-4C2C-BF99-B98112B017E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969082,KB ISLAM KASMAN BIMA,69969082,DESA DENA KEC. MADAPANGGA,DENA,KEC. MADA PANGGA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN KASMAN BIMA,AH7895,16,20-04-2019,421.1/19/01.1/D/PAUD.KB/MP/2023,02-01-2023,Lihat SK Operasional,2023-04-05 08,B,"16,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kas2345@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,3,1,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3
