prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C376131-EE5A-4580-9DAF-5E9E778FF56E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996841,LKP BUDHI FARMASI NERS INSTITUTE,K9996841,"Mlokolegi, Sonoharjo, Wonogiri",SONOHARJO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.2/154/HK/2020,06-11-2020,421.2/154/HK/2020,06-11-2020,Lihat SK Operasional,2020-12-23 21,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54A81A5F-14CD-4BF2-B576-5CDC5C0B333D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5660805,LKP Citra Teknologi,K5660805,"Jl Pemuda V No.5 Sanggrahan Giripurwo Wonogiri Wonogiri, Jateng",GIRIPURWO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,422.1/1258,20-05-2006,422.1/1258,10-12-2015,Lihat SK Operasional,2017-07-13 12,,0,,2.,,,,ctswonogiri@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4597025F-5232-4135-919A-968B0A785015,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5660841,LKP Curahan Dewi Fortuna,K5660841,Jl. Palem II No. 1 Lantai 2 wonogiri,GIRITIRTO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,422.1/816,15-07-2014,422.1/816,15-07-2014,Lihat SK Operasional,2016-11-24 08,,0,,2.,,,0273321441,dwi.curdefo@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Kesehatan,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FA51D7A-77BC-45F3-99E4-1D10ABE646D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5660851,LKP Duta Bangsa,K5660851,Jl. Raya Wonogiri Ngadirojo Km 3 Bulusulur Wonogiri 57615,WONOBOYO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,422.1/760,20-01-2010,422.1/760,11-08-2016,Lihat SK Operasional,2022-05-09 22,,0,,2.,,,0273321759,duta3ang5a.etc@gmail.com,,-7.811300000000,110.952300000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75660A91-ECAE-408D-B0DD-B05061247786,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9984346,LKP Matematika Indonesia,K9984346,Pokoh RT 04 RW 01,WONOBOYO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/765,11-10-2017,421.9/765,11-10-2017,Lihat SK Operasional,2019-08-02 09,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36130554-2C7F-4CCB-AB7B-50CE5AFC2ACD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5660815,LKP Tri Karya,K5660815,Jl. Diponegoro No. 3 Jatirejo Rt 3 Rw 6,WONOBOYO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,422.1/323,04-04-2016,422.1/323,04-04-2016,Lihat SK Operasional,2017-07-13 12,Terakreditasi,"1,000",,2.,,0273323718,,lpk_trikarya@ymail.com,http,-7.813600000000,110.929800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42BAC055-391B-4AC8-A0A8-7DF8C0023CE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5660821,LKP Wibowo,K5660821,Bulusari RT 03 RW0 3 Bulusulur,BULUSULUR,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,56311/2263,28-08-2015,56311/2263,28-08-2015,Lihat SK Operasional,2017-07-13 12,Terakreditasi,0,,2.,,02735321708,02735321708,wibowolkp@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Seni Rupa dan Kriya,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FDEF9BDD-FE9A-4DB7-81F2-68A3B8094BB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668532,LKP. NEUTRON,K5668532,Jl. Jendral Sudirman No. 200,GIRITIRTO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,422.1/332,20-03-2017,422.1/332,20-03-2017,Lihat SK Operasional,2017-12-15 14,,160,,2.,,0273321608,0273321608,wngr.ny@gmail.com,www.neutron-ny.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97476217-FA5F-4FC5-A7AA-8EF291242EFC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990395,LPK KUMON AHMAD YANI WONOGIRI,K9990395,jl. Ahmad Yani 119,GIRIPURWO,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,422.1/331,20-03-2017,422.1/331,20-03-2017,Lihat SK Operasional,2020-06-22 09,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Tengah,Kab. Wonogiri,Wonogiri,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/941AB315-4FC6-4E2D-83A3-FC59CD7973C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937218,PAKET PP. AL FATAH,69937218,"JURUG, RT 01/10 POKOH KIDUL WONOGIRI",POKOHKIDUL,KEC. WONOGIRI,KAB. WONOGIRI,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
