prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D480528D-69F7-46FE-806D-FC5EB933B9FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650821,LKP Airlangga English And Computer,K5650821,Jl. Juanda No.136 Jajag Gambiran Kab. Banyuwangi Jawa Timur,JAMBEWANGI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB73A073-6974-4B94-99FC-5F96544AA520,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650848,LKP Alternatif,K5650848,Jl. Imam Bahri Jenisari Rt.05 Rw.01 Ds.Genteng Kulon Kab.Banyuwangi Jawa Timur,JAMBEWANGI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/778E9108-1559-4BB9-BA8B-E08C1274DEE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650855,LKP BKM BINA MAKMUR,K5650855,Jl. PB.Sudirman No.37 Panjen,JAMBEWANGI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/4655/12.LKP/429.101/2015,16-11-2015,421.9/4655/12.LKP/429.101/2015,16-11-2015,Lihat SK Operasional,2019-02-04 13,,120,,2.,,0333842202,0333842202,lkp.bkm.binamakmur@gmail.com,,-8.298700000000,114.135500000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA4CECD3-51A0-452F-BB14-3366FFA13A10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650851,LKP Bumi Hijau Centre,K5650851,Jl. Parastembok,JAMBEWANGI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bumi Hijau Center,AK2531,421.9/1070/LKP/429.101/2016,04-05-2016,503/179/429.111/2021,10-06-2021,Lihat SK Operasional,2021-08-11 08,,0,,2.,,,,,www.bumihijaucenter.org,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D047118-3013-4772-B652-720077212AF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650835,LKP Garnetta,K5650835,Jl. Patimura No.81 Ds.Sepanjang Kec. Glenmore Kab.Banyuwangi Jawa Timur 68466,KARANGSARI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B60E5E53-E746-455F-B6A3-53BEEC7576AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650811,LKP Happy,K5650811,Jl. Dambuntung Kedungwungu Kab.Banyuwangi Jawa Timur 68484,JAMBEWANGI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58007C9E-CFF1-4650-B69C-9796C37254C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650852,LKP Tri Dhuha,K5650852,Jl. Raya Kali Setail 278 Krajan Sempu Kab.Banyuwangi Jawa Timur 68468,SEMPU,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B28BAE5F-1FE4-42B1-914D-70C271AD3644,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69930211,Paket Al-Azhar,69930211,Jl. Raya Sumberwadung Tugung,JAMBEWANGI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8B8386F-B865-4DB8-A563-A3783085728C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970596,PKBM AS-SALAM,P9970596,Jl. Sumberwadung No. 11 Tugung,SEMPU,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/2564.004.PKBM/429.101/2017,26-04-2017,421 / 2423 / 429.101 / 2022,27-04-2022,Lihat SK Operasional,2022-04-26 12,,"2,500",1. Lainnya,2. Telkom Speedy,PLN,,,pkbm_assalam@yahoo.com,,-8.294101100000,114.152894900000,3,0,0,5,Sore/6 hari,,2022/2023-2,15,5,0,1,1,0,0,11,0,3,0,0,0,2,1,0,3,0,0,0,0,1,1,1,0,1,2,Paket C IPS 2013,Lainnya
Jawa Timur,Kab. Banyuwangi,Sempu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/192302E2-1104-4A80-B50E-7F15BB70FFF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9974026,PKBM ASRI,P9974026,Jl. Dieng Dusun Krajan,TEMUASRI,KEC. SEMPU,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1430.07.PKBM/429.101/2012,28-05-2012,503/180/429.111/2021,10-06-2021,Lihat SK Operasional,2021-08-11 08,,0,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,jenengku.asadi82@gmail.com,,-8.308800000000,114.172600000000,2,0,0,12,Siang/6 hari,,2022/2023-2,450,2,0,0,0,0,0,10,0,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,1,1,2013,Telkomsel Flash
