prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9072BB3-3F0B-4337-A430-D847D4763DD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980940,LKP BENT ENGLISH COURSE,K9980940,Kp. Legok Jeruk RT.004/005,CURUG BITUNG,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,001/Skep/VII/2017,20-07-2017,421/082.P/00016/DPMPTSP/2018,16-11-2018,Lihat SK Operasional,2018-12-19 15,,160,,2.,,,,lkpbent@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/579983A3-1C24-44D0-84E9-373CD85C08AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970347,PKBM AL AHSAN,P9970347,Jl. Ipik Ganda Manah Kp. Hegarsari RT.002/002,CISARUA,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-AHSAN NANGGUNG,AG4040,002/AL-AHSAN/VII/2017,19-07-2017,421.10/081/00007/DPMPTSP/2018,18-04-2018,Lihat SK Operasional,2018-04-19 23,,270,1. Indosat Mentari,2. Telkomsel Flash,PLN,,,,,-6.644800000000,106.537300000000,3,0,0,10,2013,Sehari Penuh/3 hari,,2022/2023-2,900,1,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,1,1,0,1,0,0,0,3,0,Indosat Mentari
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0FE5315-8BFD-4D0A-A733-F4EAC7BB4C19,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970302,PKBM AR RIZKIYAH ZHILANG,P9970302,Kp. Cadasleueur RT.001/001,BANTAR KARET,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AN-NASHAR JENTA,AG3966,005/YAN-J/XXI/2017,18-07-2018,421.10/081/00005/DPMPTSP/2018,16-03-2018,Lihat SK Operasional,2018-03-29 15,,0,1. Telkom Speedy,2. Indosat IM3,PLN & Diesel,,,,,-6.636227800000,106.547033200000,6,0,0,35,2013,Sehari Penuh/6 hari,,2022/2023-2,900,1,0,0,0,0,0,7,0,6,0,0,0,0,6,0,1,5,1,2,2,0,0,1,0,2,4,Telkom Speedy
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20D77542-9ED6-49FC-AE1D-F7AE74957B82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2960666,PKBM HANDAYANI I,P2960666,Kp. Pakapuran,PARAKAN MUNCANG,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/122/Kpts/Yas/I/2005,10-01-2005,421/5242-Diklus,02-12-2005,Silakan Upload SK (link file tidak valid) => [442172-692466--],2021-04-29 09,,200,1. Indosat IM3,2. Telkomsel Flash,PLN,,,pkbmhandayanii1@gmail.com,http,-6.710700000000,106.554900000000,9,0,0,10,2013,Siang/6 hari,,2022/2023-2,900,3,0,0,0,0,1,3,7,9,0,0,0,0,9,0,2,7,3,0,1,2,2,0,1,5,4,Indosat IM3
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2A1A5E0-848C-4D6D-A81F-C89297B8352A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2960667,PKBM HANDAYANI II,P2960667,KP. Kalong Karamat RT 01/01,KALONG LIUD,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN CENDEKIA BOGOR,AG4003,421/1992-Diklus,19-06-2006,421/1992-Diklus,19-06-2006,Lihat SK Operasional,2018-12-07 15,C,200,1. Smartfren,2. Smartfren,PLN,,,pkbmhandayani206@gmail.com,,-6.585182200000,106.552372100000,9,0,0,35,2013,Sehari Penuh/3 hari,,2022/2023-2,"2,000",6,0,0,2,0,0,22,1,9,0,0,0,0,9,0,5,4,4,2,1,1,1,0,0,5,4,Smartfren
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E7083EE-F98C-4C72-9FCE-3C6B54A9D547,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996826,PKBM INSAN HANDAYANI,P9996826,Kp. Legok Kemang RT. 001 RW. 006,HAMBARO,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,23/SKEP-yaasin/IV/2018,21-04-2018,421.10/242/00005/DPMPTSP/2020,29-09-2020,Lihat SK Operasional,2020-10-05 17,,96,1. Indosat IM3,2. Telkom Speedy,PLN,,,,,-6.702585900000,106.540349900000,19,0,0,20,2013,Sehari Penuh/3 hari,,2022/2023-2,900,2,0,0,2,0,0,15,5,19,0,0,0,0,19,0,9,10,10,6,0,2,1,0,0,10,9,Indosat IM3
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB36CC94-D959-488C-BF1E-991D1E990DC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2960717,PKBM Mandala Sari,P2960717,Jl. Raya Malasari,MALASARI,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN IQRO AL QALAM,AX5824,004/YBMH/II/2009,01-12-2009,420/08-Diklus,06-01-2009,Lihat SK Operasional,2016-07-25 12,,900,1. -,2. -,PLN,,,pkbmmandalasari@gmail.com,,-6.710700000000,106.554900000000,1,0,0,3,2013,Sehari Penuh/3 hari,,2022/2023-2,120,19,0,0,0,0,1,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,Tidak Ada
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/348EFC82-A083-42B1-B2EA-5ABF3F339F49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2960716,PKBM Mawar II,P2960716,Kp.Wates,PANGKAL JAYA,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01.04/025.ARRY/VII/2016,30-07-2016,421/128-Diklus,23-01-2008,Silakan Upload SK (link file tidak valid) => [370683-974103--],2020-09-06 16,,0,1. Indosat IM3,2. Telkom Speedy,PLN,,,pkbm.mawarii@gmail.com,http,-6.611415700000,106.530380100000,18,0,0,26,2013,Sehari Penuh/3 hari,,2022/2023-2,900,30,0,0,0,0,1,13,8,18,0,0,0,1,17,0,3,15,8,3,2,4,1,0,0,6,12,Indosat IM3
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BEF2A274-4F6D-48C2-A53E-74242CAAA437,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2960715,PKBM Pemuda Muhammadiyah,P2960715,Kp. Cibeber Kaum RT.02/07,CURUG BITUNG,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN IQRO AL QALAM,AX5824,421/08-Disdik,01-07-2015,421/08-Disdik,01-07-2015,Lihat SK Operasional,2019-09-20 16,,330,1. Indosat IM3,2. Lainnya (Serat Optik),PLN,,,pkbmfascho@gmail.com,,-6.632200000000,106.535600000000,8,0,0,22,2013,Sehari Penuh/3 hari,,2022/2023-2,0,4,0,0,0,0,2,13,3,8,0,0,0,0,8,0,5,3,3,1,3,1,0,0,0,6,2,Indosat IM3
Jawa Barat,Kab. Bogor,Nanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/491442D2-CBF7-43FE-B82C-33655055C951,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997672,PKBM WARGA MANDIRI,P9997672,KP. BANAR RT 001 RW 009,NANGGUNG,KEC. NANGGUNG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN ARRIYYADL BOGOR,AG4002,01.04/05-YARRY/VIII/2021,14-08-2021,421/1992-DIKLUS,19-06-2006,Lihat SK Operasional,2021-09-10 20,,0,1. Indosat IM3,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,0,0,0,3,2013,Sehari Penuh/3 hari,,2022/2023-2,900,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indosat IM3
