prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8215996C-78FE-4D3A-9B0C-104EFCC06024,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971182,Darul Qur'an,69971182,Jl. Bardannadi GG. H. A. Razak Pasir Wan Salim,PASIR WAN SALIM,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,,,178 TAHUN 2015,15-12-2015,178 TAHUN 2015,15-12-2015,Silakan Upload SK (link file tidak valid) => [-],2017-12-22 10,C,0,,2.,,,,,,.000000000000,.000000000000,0,71,71,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB10EDFE-3707-46A0-9103-5D6A95F047A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971197,Masyaul Ulum,69971197,Jl. Tekam Baru Rt 013 Rw 006,PASIR PALEMBANG,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,,,AHU-0044519.AH.01.04.TAHUN 2016,15-12-2015,184 TAHUN 2015,15-12-2015,Silakan Upload SK (link file tidak valid) => [602702-420833--],2022-03-16 02,B,0,,2.,,,,,,.000000000000,.000000000000,0,76,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5668C67-2CA0-4F07-B945-7C31026997EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984501,PKBM ANGGREK,P9984501,Jl.Parit Banjar,PARIT BANJAR,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,123A,15-10-2018,123A,15-10-2018,Lihat SK Operasional,2023-01-03 06,C,400,1. Indosat IM3,2. Indosat IM3,PLN,,,sahronispd@gmail.com,,.370756800000,108.987407700000,3,0,0,7,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,0,0,3,3,3,0,0,0,0,3,0,1,2,2,1,0,0,0,0,0,1,2,"Paket A, Paket B,  dan Paket C",2013,Indosat IM3
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD423F8A-6909-45CF-BECB-CBF762697635,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9954326,PKBM PRIMA PRATAMA,P9954326,Jalan Wan Salim,PASIR WAN SALIM,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor 16,16-05-2006,23 Tahun 2007,23-02-2007,Lihat SK Operasional,2016-12-14 15,B,"1,000",1. -,2. -,PLN,,,pkbmprimapratama.mpw@gmail.com,,.325300000000,108.969200000000,0,0,0,7,Sehari Penuh/5 hari,,2022/2023-2,450,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paket A, Paket B,  dan Paket C",2013,Tidak Ada
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4272A3E-9F47-42D5-8542-67865DC4BE34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951753,PPS Darut Tauhid II,69951753,Jl. Parit Banjar,PARIT BANJAR,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,006,01-01-1990,187 TAHUN 2015,15-12-2015,Lihat SK Operasional,2022-05-30 09,C,0,,2.,,,,,,.323000000000,108.979400000000,0,67,79,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5EBA062A-1C8D-4A28-8451-6A9F24ED8FD5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951754,PPS Ishlahul Athfal,69951754,Jl. Djohansyah Bakri Antibar,ANTIBAR,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,11,18,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/56A0FF86-0DEB-4C37-9C2B-FB87744A741E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69991505,PPS MaArif Darul Ulum,69991505,Jl. Bardannadi Desa Antibar RT.11/RW.11,ANTIBAR,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,Nomor,03-01-2019,Nomor,03-01-2019,Lihat SK Operasional,2019-10-15 09,,0,,2.,,,,,,.000000000000,.000000000000,0,11,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9AAE73CD-42BF-43A6-93FF-3B7367E88613,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951755,PPS Miftahul Ulum,69951755,Jl. Djohansyah Bakri,PARIT BANJAR,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,95,65,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D3D91E9D-501C-4FED-BFDD-E873E13EA742,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951756,PPS Ummul Quro,69951756,Jl. Bestari RT.08/ RW.04 Sungai Purun Kecil,SEJEGI,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,05-03-2019,,05-03-2019,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kalimantan Barat,Kab. Mempawah,Mempawah Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B6FF114-FA06-417D-8388-546F80E01832,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971196,Raudhatul Muta'alimin,69971196,Jl. A. Hamid Hs Rt.06/Rw.03,PASIR PALEMBANG,KEC. MEMPAWAH TIMUR,KAB. MEMPAWAH,PROV. KALIMANTAN BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,,,185 TAHUN 2015,15-12-2015,185 TAHUN 2015,15-12-2015,Silakan Upload SK (link file tidak valid) => [-],2017-12-22 10,,0,,2.,,,,,,.354200000000,108.988000000000,0,5,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
