prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36BE6FAF-CA31-4DEC-84A9-54998FB5DC78,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958666,Jabal Nur,69958666,Jl. Supaya Desa Kabobona,KARAWANA,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10ED3BF6-72A0-430E-B96E-AFFA42D86F0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989682,LKP AINUN,K9989682,LANGALESO,LANGALESO,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,821.29/1160/MN.12/DIKBUD/2019,26-08-2019,821.29/1160/MN.12/DIKBUD/2019,26-08-2019,Lihat SK Operasional,2019-09-09 13,,"1,100",,2.,,,,lkpainun123@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Kesehatan,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEA7DEED-F28A-441D-9FDF-6BCBD3E6D62A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989804,LKP BAIM,K9989804,JL. POROS PALU-KULAWI,KOTA PULU,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,800/1086/MN.12/DIKBUD/SG/2019,07-08-2019,800/1086/MN.12/DIKBUD/SG/2019,07-08-2019,Lihat SK Operasional,2019-10-24 10,,900,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22DF358B-C94D-445B-86CE-8100E10F33AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668842,LKP HIDAYAH,K5668842,DESA KOTARINDAU,KOTARINDAU,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,180/MN.12/DIKBUD/SG/2018,06-03-2018,180/MN.12/DIKBUD/SG/2018,06-03-2018,Lihat SK Operasional,2018-03-09 09,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3963A0EC-A1C4-403B-A3BE-6637017E508E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668986,LKP MANDIRI SIGI,K5668986,Desa Kabobona,KABOBONA,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,290/mn.12/dikbud/sg/2018,19-03-2018,290/mn.12/dikbud/sg/2018,19-03-2018,Lihat SK Operasional,2018-04-04 17,,210,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8CEA9E6-80F3-4F79-8EE8-FE10BE94F4EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989964,LKP NURUL ILAHI,K9989964,DESA MAKU,MAKU,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,800/592/MN.12/DIKBUD/2019,07-08-2019,800/592/MN.12/DIKBUD/2019,07-08-2019,Silakan Upload SK,,,900,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26BD4EF8-0084-4289-882D-35E3EE3B7EF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9984370,LKP PELANGI,K9984370,Jln. Poros Palu-Kulawi,KOTARINDAU,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,07-08-2019,,07-08-2019,Lihat SK Operasional,2019-08-15 08,,"1,100",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CE5A5F5-AC6E-45D7-9235-1C6C4658D45C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970311,PKBM AL-IKHLAS,P9970311,Desa Maku,MAKU,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,360/MN.12/DIKBUD/SG/2018,28-03-2018,360/MN.12/DIKBUD/SG/2018,28-03-2018,Lihat SK Operasional,2018-04-04 17,,210,,2.,,,,,,-.997387800000,119.882102900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DAD910B-CB2B-4A0D-A4B1-C1F2EC021798,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984594,PKBM GAGAS MATAHARI,P9984594,Desa Watubula,WATUBULA,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,821.29/1033/MN.12/DIKBUD/2019,02-08-2019,821.29/1033/MN.12/DIKBUD/2019,02-08-2019,Lihat SK Operasional,2019-08-13 14,,400,1. -,2. Telkomsel Flash,PLN,,,pkbmgagasmatahari@gmail.com,,-1.059449100000,119.890496200000,3,0,0,3,Siang/6 hari,,2022/2023-2,450,4,0,0,2,1,1,0,1,2,0,1,0,2,1,0,1,2,0,1,0,1,0,1,0,0,3,Paket B dan Paket C,2013,Tidak Ada
Sulawesi Tengah,Kab. Sigi,Dolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62A0E87C-2A30-40F5-B2C4-471B2365E414,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9934754,PKBM JABAL NUR,P9934754,DESA KABOBONA,KABOBONA,KEC. DOLO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Jabalnur,AF6418,805/MN.12/DIKPORA/SG/2011,21-04-2011,805/MN.12/DIKPORA/SG/2011,21-04-2011,Lihat SK Operasional,2016-05-17 13,C,"1,200",1. -,2. XL (GSM),PLN,,,jabalnurpkbm@gmail.com,,-.972682500000,119.880975100000,0,0,0,5,Siang/6 hari,,2022/2023-2,900,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paket A, Paket B, Paket C,  dan PAUD",2013,Tidak Ada
