prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/65055E04-BFB0-4CB2-B211-A22FFBF082A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989957,LKP ANUGRAH,K9989957,Buntubuda,BUNTUBUDA,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,Akta Notaris Nomor 10,28-05-2018,1562/ILK-BM/DPM-PTSP/2018,07-06-2018,Silakan Upload SK,,,300,,2.,,,,lkpAnugrah151091@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59AE2575-EA45-44F6-B5C2-650DBB446F81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997485,LKP CITRA,K9997485,BARRA-BARRA,OSANGO,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,900/11/Y/SK/LKP/I/2021,01-01-2019,890/IOS/2199/DPK/VII/2020,01-07-2020,Lihat SK Operasional,2021-09-06 13,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8A3952C-F105-4A27-A4C3-8C057F27C835,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667954,LKP ELSI ELSA,K5667954,Mamasa,MAMASA,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,504/88/SET/IX/2014,22-09-2014,858/1128/DPPO.PLS/I/2013,05-01-2013,Lihat SK Operasional,2017-07-07 11,,125,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/814C3A79-99EC-463C-871A-F57A14D7B5DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997644,LKP FILISIA,K9997644,Karangan Kalua,BOMBONG LAMBE,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,Akte Notaris Nomor 06 LKP FILISIA,07-10-2021,890/IOS/1359/DPK/X/2021,01-10-2021,Lihat SK Operasional,2021-12-03 05,,54,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9563E72-FA34-49F5-AB33-937BBCB813EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5656656,LKP Gerish Course,K5656656,Jl. Rante Katoan Desa Osango Kec.Mamasa Kab. Mamasa Kab. Sulawesi Barat 91362,OSANGO,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,23-02-2011,0882/ILK-BM/DPM-PTSP/2017,12-04-2017,Lihat SK Operasional,2017-06-07 23,B,200,,2.,,,,gerishcourse77@yahoo.com,,.000000000000,.000000000000,0,0,0,1,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31D4149F-7FD6-4D2E-A57B-19C952F98205,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668669,LKP GREEN ORANGE,K5668669,Jl. Demmatande No. 186,MAMASA,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/02/KL-M/III/2017,30-03-2017,0849/ILK-BM/DPM-PTSP/2017,06-04-2017,Lihat SK Operasional,2018-01-19 14,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0B95BB8-2DFA-4035-931F-C20565E25784,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5656667,LKP JLComputer.Net,K5656667,jl. poros mamasa desa osango,OSANGO,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,2012-09-12,12-09-2012,-858/3339/DPPO/IX/2012,12-09-2012,Silakan Upload SK,,,0,,2.,,,,jlcomputer.net777@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE09D40F-FE44-4A7F-B57B-F460820BEE11,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997901,LKP KADORESAN,K9997901,Jln. Poros Polewali-Mamasa,BOMBONG LAMBE,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,671-XVII-2006,18-12-2006,890/IOS/2195/DPK/VIII/2021,01-08-2021,Lihat SK Operasional,2022-03-16 22,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FBEF24D5-B766-4CBB-810E-A9848450F714,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998508,LKP MAMASA EDUKASI CENTRE,K9998508,OSANGO,OSANGO,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,"RACHMAT RIANDRA BAHRAIN, S.H., M.Kn., Nomor 03 Tahun 2021",04-06-2021,3148/ILK-BM/DPM-PTSP/2021,06-07-2021,Lihat SK Operasional,2023-02-10 14,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Barat,Kab. Mamasa,Mamasa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEA0E319-D52D-46A5-BA6A-DAE6C175783D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981345,LKP PELITA GANESHA,K9981345,Kampung Baru,BUNTUBUDA,KEC. MAMASA,KAB. MAMASA,PROV. SULAWESI BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,Akta Notaris Nomor 159,26-10-2018,2196/ILK-BM/DPM-PTSP/2019,15-04-2019,Lihat SK Operasional,2019-05-06 11,,"5,000",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
