prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/044B3B0D-0380-4E20-8D21-600996E170C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669374,LBB GAMA,K5669374,Jalan Utama,BIREUN MNS REULEUT,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,07,15-07-2016,1554,12-10-2017,Lihat SK Operasional,2018-08-14 08,,"1,000",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/437A2B98-580C-4709-BE44-0AF51B001D31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651426,LKP AE Computer,K5651426,"Jl. Tentara Pelajar No.212 Kab.Bireuen, Aceh 24251",KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,INDONESIA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,aecomputer212@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1CF5374-4B9D-4367-A642-82945AF61FD7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669223,LKP AL-MUNA,K5669223,Jl. Pendidikan,BIREUN MEUNASAH DAYAH,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,22,28-12-2009,324,30-05-2018,Lihat SK Operasional,2018-06-04 12,,"1,000",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF01A169-5FB9-4D0D-AA14-DE141E24C910,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651438,LKP Al-Zahara,K5651438,"Desa Bireuen Mns.Reulet Kec.Kota Juang Kab.Bireuen, Aceh",BIREUN MNS REULEUT,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,45.-,31-03-2010,334 / 2017,25-09-2017,Lihat SK Operasional,2019-11-06 16,,0,,2.,,,,lkpalzahara4@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1F47957-3054-4CD0-9A00-CB4FD25DD4BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651422,LKP Altafs,K5651422,"Jl. Medan-Bna Ule Matang, Utang Glpang Dua Kab.Bireuen Aceh",GEULANGGANG KULAM,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,taufikrahadian82@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F5B7CA8-3C73-4318-8DCC-25184020F925,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651415,LKP An-Nahla,K5651415,Jl. Gajah Ds.Pulo Ara Kec.Kota Juang Kab.Bireuen Aceh,PULO ARA GEUDONG TEUNGOH,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,44,31-03-2010,704 / 2019,29-10-2019,Lihat SK Operasional,2019-11-06 16,,0,,2.,,,,lkpannahla9@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC378E2B-7889-4B92-A7A0-368664DCFAA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651393,LKP Andes,K5651393,Dusun Tgk. Mustafa Ds.Bireuen Mns. Blang Kec. Kota Juang Kab. Bireuen Aceh 24211,BIREUN MEUNASAH BLANG,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,18,19-01-2010,140,17-06-2014,Lihat SK Operasional,2017-05-05 15,,0,,2.,,,,lkpandes2016@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2717DD3B-3BF6-4948-901A-D3AA5D12AB84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651450,LKP Askafia,K5651450,Jln. Medan - Banda Aceh,KOTA BIREUN,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,02,10-04-2018,12,15-05-2018,Silakan Upload SK,,B,0,,2.,,,,askafia@gmail.com,www.askafia.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85597544-EF04-4A5D-865A-B585D0806419,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651413,LKP Barona,K5651413,"Desa Matang Mesjid Kec.Peusangan Kab.Bireuen, Aceh",BIREUN MEUNSAH TGK DIGADONG,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,lkbarona2017@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kab. Bireuen,Kota Juang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0A2DEC6-0B54-4095-AB1C-D832F96B2DA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5651447,LKP Berdikari,K5651447,"Jl. Dayah No.7 Lhok Awe Teungoh Kec. Kota Juang, Kab. Bireuen - Aceh",LHOK AWE TEUNGOH,KEC. KOTA JUANG,KAB. BIREUEN,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,47,22-04-2013,177,07-06-2017,Lihat SK Operasional,2017-12-19 11,B,0,,2.,,,,lpk.berdikari@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
