prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD860D38-B70C-4908-A9D0-0F297422F995,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669057,LKP CELLPOWER INDONESIA,K5669057,Jl. Adi Sucipto No.5-6 Medan,SARI REJO,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,05,09-07-2010,420/9911.PNFI/2014,06-10-2018,Lihat SK Operasional,2018-04-16 15,,200,,2.,,,,lkpcellpower@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9007F117-2B0F-4D6E-AFB6-E1F20BE07F0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668330,LKP EDUCATION LABORATORY (EDULAB),K5668330,Jl.H.Agus Salim No.4 Medan,MADRAS HULU,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01,22-08-2015,420/8189.PNFI/2016,26-05-2016,Lihat SK Operasional,2017-11-07 22,,150,,2.,,,061-4564352,edulabmedanagussalim@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31B8C658-B96E-4597-9699-BBC3F78F6F1A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668511,LKP ENGLISH FIRST,K5668511,Jl.Hangkesturi No.3 Medan,MADRAS HULU,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,8,25-06-2016,420/16526.PNFI/2016,31-10-2016,Lihat SK Operasional,2017-12-12 14,A,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2A72B6D-052A-4381-83CD-9B06F801591C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0561142,LKP Insearch,K0561142,Jl. R.A Kartini No.32/14,MADRAS HULU,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,02,03-03-2008,420/14.128A.PAUD&Dikmas/2017,11-08-2017,Silakan Upload SK,,,0,,2.,,,0614157810,info@acmedan.com,www.acmedan.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C5CC336-C43D-4BD5-AD52-88BC1B679B59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668288,LKP KINDLE,K5668288,Jl.Komplek CBD Polonia Blok G 83-84,SUKA DAMAI,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,23,15-06-2015,420/13897.PAUD&Dikmas/2017,04-08-2017,Lihat SK Operasional,2017-10-26 14,,150,,2.,,,,nhekindle@gmail.com,kindle school page,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7B6594B-4425-48F2-80CA-A4CB541C43C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668388,LKP LEMBAGA BAHASA DAN PENDIDIKAN PROFESIONAL LIA (LBPP-LIA),K5668388,Jl.W Monginsidi No.17 B Medan,POLONIA,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,1,09-05-2017,420/12967.PNFI/2016,25-08-2016,Lihat SK Operasional,2017-11-20 11,,200,,2.,,,06142073203,lbpplia_medan@yahoo.com,www.lbppliamedan.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Bahasa,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAE49EF3-BB52-42BA-9C0B-D567AA39E036,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980750,LKP MAMA MARTHA COOKING SCHOOL AND BAKING CLASS,K9980750,Jl.T. Cik Di Tiro No.88 Medan,MADRAS HULU,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,3,03-12-2014,420/2131.PNFI/2016,29-02-2016,Lihat SK Operasional,2018-10-10 13,,200,,2.,,06142001193,,mamamarthacooking@gmail.com,www.mamamarthaculinaryschool.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA935086-5F68-47C1-92BD-373CBD1FB1A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667918,LKP SEMPOA ANAK INDONESIA PINTAR (AIPI),K5667918,Jl.Monginsidi Gg.Upah Tendi No. 1J,ANGGRUNG,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,9,03-09-2010,420/4079.PAUD&Dikmas/2017,21-03-2017,Lihat SK Operasional,2017-06-14 13,,200,,2.,,,,sempoaaipi12@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B0E15E7-A319-4F06-A8B2-FE29BB3D5945,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963573,PKBM GERHANA,P2963573,Cinta Karya No. 44,SUKA DAMAI,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.566900000000,98.675100000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Medan,Medan Polonia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42CD3B5E-184A-4B08-A514-FAEF0ACA92AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963588,PKBM MERAH PUTIH,P2963588,Adi Sucipto No. 3,SARI REJO,KEC. MEDAN POLONIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02,01-08-2011,420/11055/PNFI/2014,31-10-2014,Lihat SK Operasional,2019-05-31 13,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,andre_lmbpaud@yahoo.com,,3.559881900000,98.673471800000,1,0,0,10,Sehari Penuh/6 hari,,2022/2023-2,"1,200",6,0,1,1,0,2,7,1,1,0,0,0,2,-1,0,1,0,0,0,0,1,0,0,0,0,1,2013,Telkomsel Flash
