prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C2A6817-DF92-4F19-842D-8176543D0E7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9934421,PKBM AL KAROMAH,P9934421,DUSUN KOPANG DESA KARANGGAYAM BLEGA,KARANG GAYAM,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.5/003/433.114/2019,10-03-2019,421.2/1504/433.101/2022,05-04-2022,Lihat SK Operasional,2022-05-09 10,,120,1. XL (GSM),2. Telkomsel Flash,PLN,,,,,-7.117500000000,113.086300000000,0,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,XL (GSM),900,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/037A5999-87F3-45B1-AC89-14A2C27A13DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962270,PKBM AL-HIKMAH,P2962270,Rosep,ROSEP,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,737/021/433.101/2007,17-01-2007,421.1/028/433.101/2020,28-12-2020,Lihat SK Operasional,2022-11-17 14,Belum Terakreditasi,56,1. Smartfren,2. Telkomsel Flash,PLN,,,pkbm.alhikmah43@yahoo.com,,-7.136783600000,113.075936800000,1,0,0,7,2013,Malam/6 hari,,2022/2023-2,Smartfren,"1,200",8,0,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B9A4169-3728-4239-A483-EA78C7EDC3EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951639,PPS Al Hasaniyah,69951639,Kp. Daya Sungai RT. 002 RW. 009 Desa Blega 69174,KAJAN,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45727BDC-30D9-4600-9DC0-78E6B08F0AA0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951641,PPS Al-Hasaniy Assyafi iy,69951641,JL. MASJID ROSEP,LOMAER,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0395A54-1F04-487F-B742-156A2F71C9FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951643,PPS Al-Zayyady,69951643,Kebun Anyar laok Songai Rt-02 Rw 04 Blega,KOOLAN,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E4E7865-0FCA-4945-8C1A-2D87F4706510,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951640,PPS Ash-Shahihiyah,69951640,"Jl. KH, Af al Pertiga Rosep",ROSEP,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,AB4508,1259,31-12-2019,1259,31-12-2019,Lihat SK Operasional,2022-06-09 11,,0,,2.,,,,,,.000000000000,.000000000000,0,100,76,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99BC0640-7221-4737-B027-2746E544FF79,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951644,PPS Nurul Hikmah,69951644,karanggayam,KARANGNANGKA,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2E31513-5DB5-44C1-A77C-06C1C14D7138,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951638,PPS Raudlatul Falihin,69951638,Kmp. Congaban Desa Lombang Dajah,KAMPAO,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7FF8A88-EA8B-467B-93AE-38739F9A06C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951642,PPS Sabielul Faizin,69951642,Jl. Raya Karang Anyar,KAJAN,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,AB4505,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Bangkalan,Blega,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34789737-3E50-4726-ACDD-8808AA674065,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69931305,PPS. AL BAIHAQI,69931305,Nonggunung Bates,PANGERAN GEDUNGAN,KEC. BLEGA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
