prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40DE6F4E-6D01-47A6-B143-B00E70CA7ED1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947601,At-Taroqqi,69947601,Jl. Raya Karongan,TANGGUMONG,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,1968,10-03-1963,B-63/kk.13.21/3/PP.007/3/SK/2017,10-03-2017,Lihat SK Operasional,2017-08-15 14,,0,,2.,,,,,,.000000000000,.000000000000,0,288,162,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9E413BD-4F36-406A-87CD-67A23D84A053,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658694,LBB AMIC,K5658694,Jl. Kusuma Bangsa,TANGGUMONG,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,2011,18-07-2011,421.9/2562/434.201/2017,29-07-2016,Lihat SK Operasional,2019-04-02 07,,0,,2.,,,,amiex_caem88@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23DB5268-B808-456D-AFC7-3789988CB795,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667675,LKP ATTANWIR COMPUTER COURSE,K5667675,Jl. Pemuda baru,RONG TENGAH,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/5127/434.101/2016,28-12-2016,421.9/5127/434.101/2016,28-12-2016,Lihat SK Operasional,2017-03-31 06,,60,,2.,,,,attanwirspg.course@gmail.com,http,.000000000000,.000000000000,0,0,0,5,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KKNI Level 3,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34BE6EF4-7D3A-4D83-AE43-2CB84AC97FF5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667676,LKP ATTANWIR MODES,K5667676,Jl. Pemuda baru,RONG TENGAH,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/5128/434.101/2016,28-12-2016,421.9/5128/434.101/2016,28-12-2016,Lihat SK Operasional,2017-03-31 08,,56,,2.,,,,lkp.attanwirmodes@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Umum,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DF5DE6F-4FED-4783-8C38-13516C638F0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989784,LKP BASE OF ENGLISH SOLUTION,K9989784,Jl Jaksa Agung suprapto,TANGGUMONG,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,2017,03-01-2017,421.9/167.4/434.201/2019,02-05-2019,Lihat SK Operasional,2019-10-14 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EAF8EB4-9C4B-4CDF-9B52-E07BDDD524B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658675,LKP Heny Salon,K5658675,Jl. Teuku Umar II/ 214 Sampang - Madura Jatim,GUNUNG SEKAR,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,No 39,23-04-2007,421.9/114/434.101/2013,23-04-2007,Lihat SK Operasional,2016-10-31 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57AED36D-F275-4B71-A257-EB140F96BB6D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658689,LKP Ifan Jaya,K5658689,Perum Puri Matahari Blok D/04,KARANG DALEM,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/2531/434.101/2011,05-05-2011,421.9/2531/434.101/2011,05-05-2011,Lihat SK Operasional,2021-12-16 09,,150,,2.,,,,lkp.ifanjaya@gmail.com,http,-7.203800000000,113.234400000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/738B59FA-B557-4F71-A21B-25AD6959F802,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658687,LKP LBK Ar-Rahmah,K5658687,Jl. Teuku Umar II/163 Sampang 69213,GUNUNG SEKAR,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,No 73,21-04-2001,421.9/2224434.101/2013,13-09-2013,Lihat SK Operasional,2016-10-31 10,,75,,2.,,,,misterawe77@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/849EF367-68B5-4BDA-AAE0-B7C848B9F634,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990031,LKP MUTIARA ILMU,K9990031,Jl Kenari,GUNUNG SEKAR,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,2019,30-04-2019,421.9/591/434.201/2019,30-04-2019,Lihat SK Operasional,2020-02-19 14,,600,,2.,,,,lkpmutiarailmu@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CE90EE8-4D12-4E9C-B73D-09A4248E5586,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998298,LPBA SUKMA WIJAYA,K9998298,Jl. Raya Pliyang No.26A Sampang,TANGGUMONG,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,06,05-02-2007,849/4228/434.201/2022,18-08-2022,Lihat SK Operasional,2022-10-10 14,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64AC8350-4CD0-4E53-A73C-F3B760C5C7A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962967,PKBM AL HUZAINI,P2962967,Jl. Kenari 223,GUNUNG SEKAR,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,46,27-03-2009,421.9/032/434.101/SK/2009,01-04-2009,Lihat SK Operasional,2020-08-24 20,,42,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmalhuzaini70@gmail.com,,-7.188700000000,113.244100000000,3,0,0,5,Double Shift/6 hari,,2022/2023-2,900,12,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,1,1,1,0,0,0,2,1,"Paket A, Paket B,  dan Paket C",2013,Telkom Speedy
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F37F621-70BC-4112-A993-7DB11E39FD10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962933,PKBM FOKUS,P2962933,Dsn Demongan,AENG SAREH,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/01/434.101/2011,10-01-2011,421.9/482/434.201/2019,08-04-2019,Lihat SK Operasional,2019-03-04 15,,0,1. XL (GSM),2. XL (GSM),PLN,,,pkbmfokus@gmail.com,,-7.208763000000,113.223896300000,8,0,0,9,Siang/6 hari,,2022/2023-2,450,10,0,0,0,0,0,1,8,8,0,0,0,0,8,0,0,8,1,2,2,2,1,0,0,4,4,"Paket A, Paket B,  dan Paket C",2013,XL (GSM)
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A6A35B2-4FAC-4CE2-958B-325A6B9D48FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965990,PKBM FTPK BAHARI,P2965990,Mutiara I/13B,BANYUANYAR,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,11,17-06-2020,421.9/487/434.201/2019,08-04-2019,Silakan Upload SK,,C,910,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,gibranm068@gmail.com,,-7.203400000000,113.251600000000,5,0,0,9,Pagi/6 hari,,2022/2023-2,"1,300",9,0,1,0,0,0,1,4,5,0,0,0,0,5,0,4,1,0,2,1,1,1,0,0,2,3,"Paket A, Paket B,  dan Paket C",2013,Telkomsel Flash
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3CA97128-71DA-4233-9553-B1162E259753,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9908342,PKBM HARUM,P9908342,JL. RAJAWALI BARU,KARANG DALEM,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,9,26-05-2003,421.9/299/434.102/SK/2008,24-12-2008,Silakan Upload SK,,,0,1. XL (GSM),2. Smartfren,PLN,,,badruttamam668@gmail.com,,-7.216135800000,113.251572900000,3,0,0,6,Double Shift/6 hari,,2022/2023-2,900,9,0,0,1,0,0,1,2,3,0,0,0,0,3,0,2,1,0,0,2,0,1,0,0,2,1,"Paket A, Paket B,  dan Paket C",2013,XL (GSM)
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E36B352F-250A-45CE-B2F3-ADE655FEF417,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996893,PKBM ISLAM MANDANGIN,P9996893,Jl. Balai Desa Candin,PULAU MANDANGIN,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DPMTSP/020/PEND/434.212/2020,31-08-2020,849/3586/434.201/2020,14-09-2020,Lihat SK Operasional,2020-11-06 16,,420,1. Lainnya,2. Telkomsel Flash,PLN,,,pkbmislammandangin@gmail.com,,-7.155251100000,113.262181400000,6,0,0,10,Siang/6 hari,,2022/2023-2,900,10,0,0,0,0,0,4,4,6,0,0,0,0,6,1,4,1,0,2,3,1,0,0,0,5,1,"Paket A, Paket B,  dan Paket C",2013,Lainnya
Jawa Timur,Kab. Sampang,Sampang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/666147D7-D170-42FF-91C1-A5C5D83C752F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9934624,PKBM WAHYU ILAHI,P9934624,Dsn.Plalangan,GUNUNG MADDAH,KEC. SAMPANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/493/434.201/2019,12-04-2019,421.9/493/434.201/2019,12-04-2019,Silakan Upload SK (link file tidak valid) => [453958-395729--],2021-06-06 11,,0,1. -,2. Lainnya,PLN,081937227648,,pkbmwahyuilahi@gmail.com,,-7.194300000000,113.288700000000,1,0,0,10,Sehari Penuh/3 hari,,2022/2023-2,"1,200",9,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"Paket A, Paket B,  dan Paket C",2013,Tidak Ada
