prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B9CAF4F2-F759-4329-BD55-9312AD57661A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957551,Al Anwar,69957551,Jl. Dieng Km. 06 Jawar  Mojotengah Wonosobo,CANDIREJO,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90E62544-5819-467A-90BA-B03C0358FD13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5660871,LPK CITRA PUSPA RINI,K5660871,Jl. Dieng Km. 05 Rt. 04 Rw. 04,KRASAK,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421/2540/2015,21-09-2015,421/2883/2018,21-10-2018,Lihat SK Operasional,2019-08-26 12,,0,,2.,,,,lkpcprwonosobo@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Kesehatan,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAD6BDCB-943E-4EA2-8964-D92471DF5A28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984383,Muadalah Aliyah Pesantren Roudhotuththolibin Waththullab,69984383,Dusun Jawar,BLEDERAN,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,,,6736 Tahun 2018,03-12-2018,6736 Tahun 2018,03-12-2018,Lihat SK Operasional,2019-01-09 07,,0,,2.,,,,,,.000000000000,.000000000000,0,156,170,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B94CFBA-E4A8-4A0F-935D-FFC420628A1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937223,PDF ULYA AL-MUBAAROK MANGGISAN,69937223,MANGGISAN,MUDAL,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,1981 Tahun 2018,06-04-2018,1981 Tahun 2018,06-04-2018,Lihat SK Operasional,2020-01-07 08,,0,,2.,,,,,,-7.332400000000,109.917100000000,0,697,709,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC522CAE-83B8-4924-AD31-EF0B7CCB9B91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69956422,PDF Wustho Al-Mubaarok Manggisan,69956422,Manggisan,ANDONGSILI,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,"1,346","1,241",0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/167C1191-8897-4F19-8DEA-25E46D4D6B4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984392,Pesantren Roudhotuththolibin Waththullab,69984392,Dusun Jawar,BLEDERAN,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,,,6736 Tahun 2018,03-12-2018,6736 Tahun 2018,03-12-2018,Lihat SK Operasional,2019-01-09 08,,0,,2.,,,,,,.000000000000,.000000000000,0,352,332,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B4D6ACC-EB62-4D84-83B4-B08567949451,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963717,PKBM CEMERLANG,P2963717,"Jl. Dieng Km.04, Sibunderan 05/04",KRASAK,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKBM CEMERLANG,AL4833,2,02-11-2009,421/0001/2017,03-01-2017,Lihat SK Operasional,2020-04-28 15,A,"30,622",1. Telkom Speedy,2. Telkom Speedy,PLN,0286322634,0286322634,pkbmcemerlang@gmail.com,pkbmcemerlangwonosobo.com,-7.326900000000,109.910700000000,3,0,0,13,Sehari Penuh/5 hari,,2022/2023-2,"2,200",3,0,0,0,0,2,14,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,1,2,"Paket B, Paket C,  dan KKNI Level 2",Kursus Seni Rupa dan Kriya,Telkom Speedy
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/008A5736-077A-49BD-9173-813EE1619EFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964265,PKBM YASMINA,P2964265,"Desa Kalianget RT 03 RW 05, Kelurahan Kalianget, Kec, WonosoboKab Wonosobo",KALIBEBER,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0024485.AH.01.04. Tahun 2020,08-10-2015,421/2444/2016,07-01-2014,Silakan Upload SK (link file tidak valid) => [678842-888114--],2022-08-15 00,B,0,1. Lainnya,2. -,PLN,,0281328733555,pkbmyasmina.wsb@gmail.com,,-7.341400000000,109.907700000000,0,0,0,9,Sehari Penuh/3 hari,,2022/2023-2,"1,200",4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paket B dan Paket C,Paket C IPS 2013,Lainnya
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B378E35-560A-4976-AECE-1BB32E088EA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951263,PPS Al Anwar,69951263,Jl.Dieng Km 6 Jawar Mojotengah Wonosobo,BUMIREJO,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,,,003/YPP. Al anwar /VIII/2018,15-08-2018,2709/KW.11.3/2/PP.00.7/03/2019,15-03-2019,Lihat SK Operasional,2022-07-22 07,B,0,,2.,,,,,,-7.323427700000,109.874791300000,0,142,251,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kab. Wonosobo,Mojotengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D2C971A-CF26-46D3-87D2-55824E25F6A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951257,PPS Al Mubarok,69951257,"Manggisan, Mojotengah, Wonosobo",MOJOSARI,KEC. MOJOTENGAH,KAB. WONOSOBO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,94,40,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
