prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/020EBEE1-FB4E-4D21-B7AB-78DCA866DD77,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958654,As-Salam,69958654,Tanjung Mas Wilamaci,TANGGA BARU,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,19,7,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D47F0F23-540A-4790-9FD8-6C2985DC9B2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970316,PKBM AL-ANSHAR,P9970316,DESA MONTA KECAMATAN MONTA,MONTA,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,55,14-06-2004,004/11.MT/PKBM/D/2016,13-05-2016,Lihat SK Operasional,2018-04-04 18,,"2,500",,2.,,,,,,-8.755756300000,118.667342000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D50F5B7B-E14A-4609-AFD1-FF6A95E859BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9960002,PKBM AL-HIDAYAH,P9960002,JL. LINTAS TENTE-TOLOTANGGA KEC. MONTA,SONDO,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,103,30-04-2007,004/02/01.1/D/PKBM.MT/2018,26-12-2018,Lihat SK Operasional,2019-11-14 08,B,168,,2.,,,,pkbm_alhidayah53@yahoo.com,,-8.712120200000,118.704148100000,2,0,0,0,,,2022/2023-2,,0,0,0,0,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,1,1,,2013,
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CE3F9D3-64ED-451C-A1C2-E4444CF6BD94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963382,PKBM Fajar Timur,P2963382,Jl. Lintas tente Parado,SIMPASAI,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,067/2017,26-11-2017,421.1/04/01.1/D/PKBM.MT/2021,01-01-2021,Lihat SK Operasional,2021-06-16 01,B,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pkbm_fajartimur@yahoo.com,,-8.657200000000,118.698800000000,6,0,0,8,Sore/6 hari,,2022/2023-2,900,9,0,0,0,1,0,0,5,5,1,0,0,1,5,0,4,2,0,0,2,3,1,0,0,2,4,"Paket A, Paket B,  dan Paket C",2013,Telkom Speedy
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/377A63FD-4AFB-4F8E-936A-8BCFC5724B85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984424,PKBM GENERASI EMAS,P9984424,DESA MONTA,MONTA,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,18,26-02-2018,004/05/01.1/D/PKBM.MT/2018,26-12-2018,Lihat SK Operasional,2019-06-17 10,,0,1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,,,-8.652908400000,118.722183500000,1,0,0,5,Sore/6 hari,,2022/2023-2,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,"Paket A, Paket B,  dan Paket C",2013,Telkomsel Flash
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19ED92DA-0309-48ED-8DB6-ACA203A2C21B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984376,PKBM MAWAR,P9984376,Desa Tangga,TANGGA,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,18,07-02-2012,004/01/01.1/D/PKBM.MT/2018,26-12-2018,Lihat SK Operasional,2019-05-15 07,,200,,2.,,,,,,-8.723166200000,118.650203900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F61356D-86F0-49D9-8BF9-718FCA4481C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997934,PKBM NURNAJMAH,P9997934,DESA PELA,PELA,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,01-08-2019,421.1/43/01.1/D/PKBM.NN/2021,21-12-2021,Lihat SK Operasional,2022-01-21 15,,0,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,,,.000000000000,.000000000000,5,0,0,1,Sore/6 hari,,2022/2023-2,900,1,0,0,0,0,0,1,4,5,0,0,0,0,5,0,4,1,2,1,1,1,0,0,0,4,1,Paket C,2013,Telkomsel Flash
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C042CB13-B7CD-4C61-9CF5-66088DA5B4E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963324,PKBM Nurul Ahmady,P2963324,Jl. Lintas tente Karumbu,TOLOTANGGA,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,"20,000",,2.,,,,ningsihningsih892@gmail.com,,-8.657200000000,118.698800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2013,
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAA3DE63-1C47-4284-B1B6-83610D1CFA35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963374,PKBM Wai Kace,P2963374,JL. Dusun Tangga Baru,TOLOTANGGA,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,900,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-8.657200000000,118.698800000000,3,0,0,5,Sore/6 hari,,2022/2023-2,900,2,0,0,0,1,0,4,1,2,0,1,0,0,3,0,2,1,0,1,1,0,0,0,1,2,1,"Paket A, Paket B,  dan Paket C",2013,Telkomsel Flash
Nusa Tenggara Barat,Kab. Bima,Monta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A216758-DE01-46C9-BD84-BCDBDD355AFC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9947939,PKBM YAPEM MADANI,P9947939,Jl. Lintas Tente - Parado,SEKURU,KEC. MONTA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,57,31-10-1997,004/14.MT/PKBM/D/2016,01-04-2016,Lihat SK Operasional,2016-08-29 08,,30,,2.,,,,yapem.madani@gmail.com,,-8.657200000000,118.698800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
