prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/046524FA-C526-43FD-9BB7-325C03A770A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261041,LKP AN-NUR,K0261041,Jl. Raya Pemda No 14 RT 02 RW 01,KEDUNGHALANG,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0017646.01.04/TAHUN 2015,19-10-2015,421.9.15-BPPTPM-X/2013,29-10-2013,Lihat SK Operasional,2018-02-12 08,C,195,,2.,,02518653538,02518653538,lkpannur02@gmail.com,lkpannur.blogspot.co.id,-6.559100000000,106.812600000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/534CDFAB-7A75-4CEC-8141-6F0746B4C280,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261038,LKP Eden (Everyday English),K0261038,"Jl. Salak No. 10 Bogor, Bogor, Jabar",CIBULUH,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,02518362244,02518362244,eden@indo.net.id,www.edeneverydayenglish.com,-6.591900000000,106.786000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD614FD3-A8F0-4287-8D3E-02C747E06668,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261036,LKP Elena,K0261036,"Jl. Cemped No.2 Bangbarung - Bantarjati Bogor, Jabar 16153",BANTARJATI,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-6.581600000000,106.808800000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E12D194-7752-47CF-B49F-042D8ECA08CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981312,LKP GANESHA OPERATION,K9981312,Jalan Pajajaran No. 133 B,BANTARJATI,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-2441299.AH.01.01.TAHUN 2015,29-05-2015,411.34-0011-KURSUS TAHUN 2018,03-08-2018,Lihat SK Operasional,2019-04-24 14,,465,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/643B0881-304D-45F3-81EA-DD5A15A9007D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261049,LKP Kirana,K0261049,Jl. Bangbarung raya no. 26 bogor,BANTARJATI,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,Terakreditasi,0,,2.,,0251832641,,LKPKIRANA@YAHOO.COM,,-6.581300000000,106.810000000000,0,0,0,0,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFD5B29B-2F84-41CD-8EF4-4EB21A3E8A0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261043,LKP Kresna,K0261043,Jl. Kresna Raya No.25 Bumi Indraprasta-Bantar Jati Bogor Jawa Barat,BANTARJATI,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-6.572400000000,106.812100000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99C31DFF-34E7-43E0-973D-4D6647D78920,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980941,LKP KULINARI De CHEF,K9980941,"Jl. Raya Parung Banteng no.60A. Katulampa , Bogor Timur",CIMAHPAR,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,411.34.0006-KURSUS TAHUN 2018,07-05-2018,411.34.0006-KURSUS TAHUN 2018,07-05-2018,Lihat SK Operasional,2022-01-11 16,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44E7D1B2-CBC8-4C29-84E6-0608F1D9AACC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261048,LKP Murty,K0261048,Jl. Cengkeh No. 10 Ciparigi Bogor Utara,CIPARIGI,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,06,02-04-2016,421.9.06-BPPTPM-IV/2015,08-08-2015,Silakan Upload SK,,Terakreditasi,0,,2.,,,02518664336,LKP.MURTY@YAHOO.ID.COM,,-6.551600000000,106.817500000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40120491-606B-4BF7-A96D-0B037F6BCACF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0261046,LKP PURWA CARAKA MUSIC STUDIO,K0261046,Jl. Bangbarung No. 8 Bogor 16153,BANTARJATI,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-6.581300000000,106.808800000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bogor,Kota Bogor Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEB3FA1D-B6CF-4F97-BAAA-2739F2D162CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998121,LKP SEKOLAH.MU,K9998121,"Ruko Bangbarung Grande Blok. B, Jl. Pandu Raya No. 3 A RT. 006 RW. 014",TEGALGUNDIL,KEC. KOTA BOGOR UTARA,KOTA BOGOR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420-0004-IPSPN TAHUN 2022,23-06-2022,420-0004-IPSPN TAHUN 2022,23-06-2022,Lihat SK Operasional,2022-07-04 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
