prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0328D5F-78E4-4AE7-B4BA-5359DC76A257,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948587,HG PKBM,P9948587,Desa Pulo Dogom,PULO DOGOM,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02,26-10-2016,421.9/122.PNFI/2016,23-05-2016,Lihat SK Operasional,2016-10-16 06,,72,,2.,,,,hg.pkbm@yahoo.com,,2.558141500000,99.572072100000,3,0,0,0,Paket C IPS 2013,,,2022/2023-2,,0,0,0,0,0,0,3,1,3,0,0,0,0,3,0,2,1,0,2,1,0,0,0,0,1,2
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA74AAAD-CDBB-46E4-B523-BCCB13A00C8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667195,LKP BERSAMA,K5667195,"Dusun Sukajadi Tengah,",PULO DOGOM,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01,02-09-2014,421.9/349.d.PNFI/2016,27-10-2016,Lihat SK Operasional,2016-11-10 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B274D66-56A9-4558-976D-5A0A3BDBB4CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667085,LKP BLESSING,K5667085,"Dusun V Sumber Sari,",SONO MARTANI,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,19,10-11-2015,421.9/198.PNFI/2016,18-11-2015,Lihat SK Operasional,2016-10-16 07,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AA8E0C8-30B9-4803-943F-B864BBA81890,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5655410,LKP Fadillah,K5655410,"Pulo Taruntung Gluyur Kel. Aek Kanopan Kec.Kualuh Hulu Labuhan Batu Utara, Sumut",AEK KANOPAN,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,125,29-10-2010,421.9/085a .PAUD&PNF/2017,22-05-2017,Lihat SK Operasional,2019-04-10 09,B,0,,2.,,,,lkpfadilah@gmail.com,,.000000000000,.000000000000,0,0,0,1,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42BDE1B9-39B6-47E0-9C1F-C3ABEF7147A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667084,LKP KARYA SWADIRI LABURA,K5667084,Jalan Kutilang Wonasari II B,AEK KANOPAN,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,22-07-2016,421.9/199a.PNFI/2016,19-09-2016,Lihat SK Operasional,2016-10-16 07,,0,,2.,,0,,karyaswadiri123456@gmail.com,0,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/955F9994-40DD-477A-B372-79845F12C7F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667119,LKP SEMPOA BRIGHTER CHILD PROGRAM,K5667119,Jalan Sisingamangaraja Lk.IV,AEK KANOPAN,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,39,11-03-2014,421.9/188.PNFI/2014,03-11-2014,Lihat SK Operasional,2016-10-24 10,,0,,2.,,,,laburajaya1@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBBC551C-459E-4853-9C29-940771A2A74E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667583,LKP SMARTCOM,K5667583,Dusun II Desa Londut,PERKEBUNAN LONDUT,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,64,28-10-2016,421.9/373.b.PNFI/2016,29-11-2016,Lihat SK Operasional,2017-03-15 13,,0,,2.,,,,julianto17886@gmail.co.id,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DCC61921-25B0-408E-B34B-A189DB206A29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5655417,LKP Sys Com,K5655417,Dusun I Pinggir Jati,PARPAUDANGAN,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/002/PLS/2011,19-01-2011,421.9/026.PNFI/2018,03-11-2018,Silakan Upload SK (link file tidak valid) => [429914-304585--],2021-03-17 11,,0,,2.,,,,syscom277@gmail.com,lkpsyscom.wordpress.com,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/432C1C82-0F57-4456-81C3-86488A130D07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970592,PKBM AZ-ZAHRA SONOMARTANI,P9970592,Jl. KH Dewantara Dsn VII Karyasari,SONO MARTANI,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ZAHRA ASSRIN MECCA,AH2571,01,02-12-2016,503/0008/DPM-PPTSP/PAUD dan PNF,01-10-2018,Lihat SK Operasional,2018-10-03 08,,"1,750",,2.,,,,enhaef76@gmail.com,,2.586861700000,99.745312500000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Hulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F140760-E024-4873-AB3B-715503E261BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948445,PKBM PERMATA HATI,P9948445,"Jalan Utama, Lk.IV  Wonasari, Aek Kanopan",AEK KANOPAN,KEC. KUALUH HULU,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,"119, Notaris Tresna Hariadi, SH",29-01-2013,421.9/183b.PNFI/2015,29-09-2015,Lihat SK Operasional,2016-10-10 09,,0,,2.,,,,permatahati@yahoo.com,,2.560790400000,99.643149100000,0,0,0,0,Paket C IPS 2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
