prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12D2F6C1-4C81-4AB5-8030-3D4520EDEB5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667589,LEMBAGA KURSUS DAN PELATIHAN MANDIRI,K5667589,"Jl. Kenari, Lr. IV",UTEUN BAYI,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,16,31-08-2015,421.9/943.a/2016,10-05-2016,Lihat SK Operasional,2017-03-17 02,,300,,2.,,,,lkpabimandiri@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1DA03E81-B3A7-45A5-881C-C9E8AA39B573,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5663874,LKP Baitul Ilmi,K5663874,Jl. Merdeka Barat Kutablang Lhokseumawe,KUTA BLANG,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LKP BAITUL ILMI,AN2693,05,07-11-2017,421.9/121/2021,21-01-2019,Lihat SK Operasional,2021-03-22 23,C,0,,2.,,,,Rizwana@gamail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Kesehatan,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/059F198A-5ADD-4A1F-9BFE-21D3EF9DDD90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997973,LKP CR MOTOR SERVIS,K9997973,"Jl.Peutua Ibrahim, Gampong Tp.Teungoh Kec. Banda Sakti",TUMPOK TEUNGOH,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,13,16-02-2022,421.9/028/2022,28-03-2022,Lihat SK Operasional,2022-04-14 10,,216,,2.,,082288392406,,lkpcrmotorservis@gmail.com,lkpcrmotorservis@gmail.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9946BE1-35FC-460F-9598-13FAC822F48D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5663888,LKP Halteks Center,K5663888,Jl. Chik Ditiro No.16,LANCANG GARAM,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,10-08-2010,421.9/170/2019,21-02-2019,Lihat SK Operasional,2020-01-15 18,C,0,,2.,,,,,,5.180600000000,97.146600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E9CA9161-9BEB-4917-8CDE-E33F26E8D2D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668333,LKP HANAVIE CENTRE,K5668333,Jl. Merdeka No. 40,SIMPANG EMPAT,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/2509/2017,05-10-2017,421.9/2509/2017,05-10-2017,Lihat SK Operasional,2017-11-08 17,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1F36175-415D-46C3-B13B-39DA44BD4A47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997463,LKP IJA LHEE SAGOE,K9997463,Jl. Pasar Inpres No. 7,KUTA BLANG,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01,17-11-2018,421.9/045/2021,12-07-2021,Lihat SK Operasional,2021-08-23 19,,0,,2.,,085277000666,,ijalheesagoe.ils@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B4A5A25-EC29-4D6B-8D5D-E1800AF48B8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668759,LKP NANI BORDIER,K5668759,Jl. Tgk. Chik Ditiro No. 24,LANCANG GARAM,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/3161/2017,19-12-2017,421.9/3161/2017,19-12-2017,Lihat SK Operasional,2018-02-15 14,,48,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFB0DECD-69DF-45A2-B473-1A231BC189B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996924,LKP PRIMA JASA MEMBANGUN,K9996924,Jl. Merdeka Timur No. 50,MON GEUDONG,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,02,06-12-2011,421.9/124/2020,21-12-2020,Lihat SK Operasional,2021-01-20 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D92A387-9DA9-4FA0-AD5F-29D29C80E881,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5663901,LKP RUMAH KREASI AL-AMIN,K5663901,Jln. Petua Ibrahim Dusun II Lhokaseumawe Aceh,TUMPOK TEUNGOH,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,29-,27-10-2010,421.9/059/2018,10-01-2018,Silakan Upload SK,,,0,,2.,,,,lkp_rumahkreasial.amin@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Aceh,Kota Lhokseumawe,Banda Sakti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6147E6EE-19FD-4A56-92C6-1856750622A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997337,LKP SERAMOE MEKAH,K9997337,"Jl. Teumpok Aceh, Lr. III No. 4",KUTA BLANG,KEC. BANDA SAKTI,KOTA LHOKSEUMAWE,PROV. ACEH,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,09,18-12-2020,421.9/126/2021,25-01-2021,Silakan Upload SK (link file tidak valid) => [787901-272861--],2023-02-28 11,,416,,2.,,,,,,.000000000000,.000000000000,1,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,KBK Pariwisata,
