prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10C33E9F-EB99-4B65-8F8C-F2E079CFC559,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996905,LKP AL-MUMTAZ,K9996905,Desa Suka Damai Timur Kec. Hinai Kab. Langkat,SUKA DAMAI TIMUR,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,02,02-05-2018,421.9/3365.III/K/2018,21-08-2018,Lihat SK Operasional,2021-01-13 12,,600,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C87EACF9-693C-4FF3-8971-28E5B6E4431B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996744,LKP EKSPRESI,K9996744,Jl. Utama Lingk I Kel. Kebun Lada Kec. Hinai Kab. Langkat,KEBUN LADA,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,06,08-01-2018,421.9/3357.III/K/2018,21-08-2018,Lihat SK Operasional,2020-11-03 18,,450,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5FBE3FC-57A2-452A-85D7-A67A16507D15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668747,LKP ERRI COM,K5668747,Dusun IV Padang Reba Desa Batu Malenggang Kec. Hinai Kab. Langkat,BATU MALENGGANG,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,032/SK/BM/II/2016,02-02-2016,421.9/01275.III/SK/2016,12-10-2016,Lihat SK Operasional,2018-02-13 12,,260,,2.,,,,erricom18@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC1E6F1E-547C-4CCC-B055-2FF8185BEA7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989811,LKP HAMAMATSU,K9989811,Jl. Amir Hamzah / Jl. Madrasah Dusun II Kebun Raja Desa Cempa Kec. Hinai,CEMPA,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,46,25-08-2017,9120108732699,29-07-2019,Lihat SK Operasional,2019-10-24 10,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FA2D7CA-C718-422F-819A-2CDD9EC8AEF7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990089,LKP HUSNA AL-RASYAH,K9990089,Dusun IV Desa Muka Paya Kec. Hinai Kab. Langkat,MUKA PAYA,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,36,23-10-2019,421.9-0024/PNF/DPMP2TSP/2019,27-12-2019,Lihat SK Operasional,2020-01-28 13,,400,,2.,,,,lkphusnaalrasyah@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D197998-3B9B-48BE-B62A-C6D978B19662,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997115,LKP KHARISHA SEJATI,K9997115,Dusun VII Desa Muka Paya Ujung Kec. Hinai Kab. Langkat,MUKA PAYA,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,03,09-10-2019,421.9-0003/PNF-LKP/DPMP2TSP/2021,04-03-2021,Lihat SK Operasional,2021-03-18 09,,700,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/579C2190-E2D2-4C05-AD64-E657705AB05F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981383,LKP KHUMAIRA,K9981383,Dusun VIII Desa Batu Melenggang Kec. Hinai Kab. Langkat,BATU MALENGGANG,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,060/SK/BM/V/2018,02-05-2018,421.9/20175.III/K/2018,15-08-2018,Lihat SK Operasional,2019-05-14 15,,280,,2.,,,,lkpkhumaira@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9EF3EAA-0EB6-477A-BFD5-FC6794197CC7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996827,LKP ODHAY RAO,K9996827,Pasar I Tanjung Beringin Desa Batu Malenggang Kec. Hinai Kab. Langkat,BATU MALENGGANG,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,08,05-03-2018,421.9/4788.III/K/2018,22-08-2018,Lihat SK Operasional,2020-12-16 09,,600,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/419D284A-288D-41D8-8F58-2B93B3B024E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996618,LKP RILY,K9996618,Kelurahan Kebun Lada Kec. Hinai Kab. Langkat,KEBUN LADA,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,05,01-08-2017,421.9/3342.III/K/2018,20-08-2018,Lihat SK Operasional,2020-09-09 13,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D11BDE8-343B-40CE-854B-334271A25B0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997975,LKP WINA NIRWANA,K9997975,Jl. Pasar I Tanjung Beringin Kel. Batu Malenggang,BATU MALENGGANG,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,12,26-02-2021,421.9/1141.III/2022,21-03-2022,Lihat SK Operasional,2022-04-19 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Hinai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9F4E8B4-A453-4A20-8084-088FB73ED3B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997244,PKBM KHARISHA,P9997244,Dusun VII Desa Muka Paya Ujung Kec. Hinai Kab. Langkat,MUKA PAYA,KEC. HINAI,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,03,09-10-2019,421.9-0005/PNF-PKBM/DPMP2TSP/2021,04-03-2021,Lihat SK Operasional,2021-03-17 12,,220,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Paket C IPS 2013
