prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C983E5EB-7EF8-4C98-9A94-6B71EEB30EB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971192,Al Falah,69971192,Rowobiru,BULUAGUNG,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,,,162 Tahun 2016,04-05-2016,162 Tahun 2016,04-05-2016,Silakan Upload SK (link file tidak valid) => [-],2017-12-22 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB2FF0DA-623F-4897-9FAA-ED5628E21825,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971191,Al Falah,69971191,Pecemengan,BULUAGUNG,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,,,162 Tahun 2016,04-05-2016,162 Tahun 2016,04-05-2016,Silakan Upload SK (link file tidak valid) => [-],2017-12-22 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99074964-0229-4534-B2E5-D2C3B23C94FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998212,LKP IMA AESTHETIC CENTER,K9998212,Jl. RA. Kartini No. 13,BARUREJO,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/3728/429.101/2022,13-06-2022,421.9/3729/429.101/2022,13-06-2022,Lihat SK Operasional,2022-08-22 10,,215,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E362406-4A5F-4261-8A41-54134C580DD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998257,LKP SONIA PULAU MERAH,K9998257,Dusun Seloagung,SILIRAGUNG,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/3933/429.101/2022,20-06-2022,421.9/3934/429.101/2022,20-06-2022,Lihat SK Operasional,2022-09-22 07,,605,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9091574F-FC0C-4760-8675-60BC23822FC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69930209,Paket Darul Ishlah,69930209,Dusun Senepolor,SENEPOREJO,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E22E11-7686-4E20-AF72-64E60AEC51E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9908741,PKBM MAMBAUL HUDA,P9908741,"DSN. SUMBERURIP, DS. BARUREJO",BARUREJO,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Mamba'ul Huda,AE5919,421.9/16.PKBM/429.102/2003,17-07-2003,421/4126/429.101/2022,24-06-2022,Lihat SK Operasional,2022-08-12 18,C,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,aganmahfud09@gmail.com,,-8.460576900000,114.075675300000,3,0,0,7,Siang/6 hari,,2022/2023-2,"2,200",7,0,1,0,0,0,10,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,Paket B dan Paket C,2013,Telkomsel Flash
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/832CCBFA-63DF-4EEB-8CAA-8E35AC80085E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997976,PKBM NUSA,P9997976,Dusun Sumberbening RT 001 RW 002,KESILIR,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/498/429.101/2022,26-01-2022,421.9/502/429.101/2022,26-01-2022,Lihat SK Operasional,2022-02-09 15,,0,1. -,2. Lainnya (Serat Optik),PLN,,,,,.000000000000,.000000000000,0,0,0,3,Malam/6 hari,,2022/2023-2,900,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paket C,2013,Tidak Ada
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/147A88E1-035F-48C5-9DD1-980E70C56B4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997687,PKBM RIYADHOH THULAB,P9997687,Krajan Rt. 03 Rw. 01,SILIRAGUNG,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PERKUMPULAN PUSAT KEGIATAN BELAJAR MASYARAKAT RIYADHOH THULAB,AX2936,421.9/4224429.101/2021,18-08-2021,421.9/4224429.101/2021,18-08-2021,Lihat SK Operasional,2021-09-17 02,,0,1. -,2. -,PLN,,,,,.000000000000,.000000000000,3,0,0,2,Sore/6 hari,,2022/2023-2,450,3,0,0,0,0,1,4,0,3,0,0,0,0,3,0,1,2,0,1,2,0,0,0,0,2,1,Paket B dan Paket C,2013,Tidak Ada
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15DE92F7-E77E-471E-A0A2-3C712DA95170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69930145,PPS Darul Islah,69930145,Snepolor,SENEPOREJO,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Timur,Kab. Banyuwangi,Siliragung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74CD9CDE-E2F3-4D2C-BD71-1F6A6D70CAC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951454,PPS Darut Tho at,69951454,Jl. Dusun Sanepolor,BARUREJO,KEC. SILIRAGUNG,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,103/Kw.13.3.2/PP.00.8/1/2019,09-01-2019,103/Kw.13.3.2/PP.00.8/1/2019,09-01-2019,Lihat SK Operasional,2022-06-10 10,,0,,2.,,,,,,.000000000000,.000000000000,0,39,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
