prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A5F0E5A-2F4C-405A-94E1-2BA0A9E9B5D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5661275,LKP  English First,K5661275,Jl. Cihampelas 160 Cihampelas Walk FF12,DAGO,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.107664-disdik,30-08-2018,421.107664-disdik,30-08-2018,Silakan Upload SK (link file tidak valid) => [544009-367788--],2021-11-20 10,A,0,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/006962ED-A970-4EFD-BBA6-9613FEDDD3D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0563962,LKP Attaufiq,K0563962,Jl.Tubagus Ismail No.44 Kota Bandung Prov.Jawa Barat 40134,SEKELOA,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-6.884900000000,107.620000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FBF69B7F-0B0D-4BBF-8277-A5CD16259EA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0563965,LKP BINA MANDIRI CENTER,K0563965,Jl. Tubagus Ismail No. 57,SEKELOA,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,12,14-06-2003,421.10/9484-Disdik,25-10-2018,Lihat SK Operasional,2017-06-19 19,C,0,,2.,,,0222501773,binamandiricenter@gmail.com,binamandiricenter.com,-6.884800000000,107.621500000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/921AC396-9ABA-4AF9-9458-A056CC0FA06B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0563952,LKP Binangkit,K0563952,jl. Ir. H. Juanda 201/IV,DAGO,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AG6285,421.10/4414-Disdik/2013,03-09-2013,421.10/4414-Disdik/2013,03-09-2013,Silakan Upload SK,,,0,,2.,,,,,,-6.882400000000,107.614800000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3623067E-71D2-41D8-BEBE-12A4A6499CF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997864,LKP BISA AI ACADEMY,K9997864,Jl. Ir. H Juanda No. 84,LEBAK GEDE,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-0018802.AH.01.01.Tahun 2021,17-03-2021,1276000351871,07-06-2021,Lihat SK Operasional,2022-03-01 21,,0,,2.,,,,bisaaimail@gmail.com,https,.000000000000,.000000000000,0,0,0,0,KBK Teknologi dan Rekayasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9058AE1A-7DB8-4EF4-932B-5A0E4721FD80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997751,LKP CATHA LINGUA CIPTA,K9997751,Jl. H. Hasan No. 19,LEBAK GEDE,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,0002/IPSPNF/IV/2021/DPMPTSP,29-06-2021,0002/IPSPNF/IV/2021/DPMPTSP,29-06-2021,Lihat SK Operasional,2022-01-07 16,,121,,2.,,081394817300,,cathalingua@gmail.com,www.clc-bandung.co.id,.000000000000,.000000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/228A471D-F1A2-4BFA-B33F-211C9D01B19F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667234,LKP EAGLE AVIATION TRAINING CENTER,K5667234,Jl. Dipatiukur No. 26 D RT. 04 RW. 08,LEBAK GEDE,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01,15-04-2015,421.10/8716-Disdik/2016,29-12-2016,Lihat SK Operasional,2017-12-07 14,Tidak Terakreditasi,300,,2.,,,,,www.eagleaviationtc.com,-6.897200000000,107.615900000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B3C46B60-0719-442E-AFF0-965542CA70AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998539,LKP GEN WIRAUSAHA,K9998539,Jl. Cihampelas No. 105,CIPAGANTI,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,AHU-0013542.AH.01.04.2022,27-06-2022,0033/IPSPNFI/X/2022/DPMPTSP,11-10-2022,Lihat SK Operasional,2023-03-02 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23B06679-88EA-45E1-B05B-418E8C42D70E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668170,LKP GRAFOLOGI INDONESIA,K5668170,Jl. Haurpancuh II No. 1,LEBAK GEDE,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.10/0034-Disdik/2016,06-01-2016,421.10/0034-Disdik/2016,06-01-2016,Lihat SK Operasional,2017-09-25 09,B,200,,2.,,,,info@grafologiindonesia.com,www.grafologiindonesia.com,-6.893000000000,107.619200000000,1,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BD922FC-4CA4-4061-BBB8-C822AC47B2A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997860,LKP KUMON TUBAGUS ISMAIL RAYA,K9997860,Jl. Tubagus Ismail Raya No. 5E,SEKELOA,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,PK 03.01/5341-disdik/VIII/2020,23-07-2019,0220000661236,13-08-2020,Lihat SK Operasional,2022-02-25 11,,90,,2.,,085220152907,,hesti.probosari@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
