prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0154646-7BEE-41E4-8AFE-C030669A6061,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997782,LKP Berlian Group Situbondo,K9997782,Jl. Basuki Rahmat No. 169,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,0710210014788,07-10-2021,421.8/0881/431.201.2.2/2022,12-01-2022,Lihat SK Operasional,2022-01-25 11,,0,,2.,,082244955551,,berliansitubondo@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Teknologi dan Rekayasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B5D568E-77B3-4F09-B37F-5E1FC3C78495,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990019,LKP IPPI,K9990019,Jl. Basuki Rahmat No.169,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,9120012072653,25-10-2019,9120012072653,25-10-2019,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8865FAC-C92E-4BAF-85D3-A0CB62A3F929,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659217,LKP JAVA COMPUTER,K5659217,JL. Basuki Rahmat No.50 RT.1 RW.7,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AE5541,421.8/1145/431.214.4.1/2005,16-05-2005,503/0067/IPSPNF/431.218/2022,05-04-2014,Lihat SK Operasional,2022-11-25 14,,0,,2.,,,,javacomputer11@yahoo.com,javacomputer.sch.id,-7.703300000000,114.011200000000,0,0,0,2,KBK Teknologi dan Rekayasa,,,2022/2023-2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C292A5B-54A7-4A2F-A080-84428401637B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659207,LKP NEW WAYS TO ENGLISH,K5659207,Jl. Argopuro IV No. 21 Situbondo-Jawa Timur 68322,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AE5542,421.8/2877/431.212.4.1/C/2007,01-10-2007,421.8/6887/431.212.4.1/A/2016,09-09-2016,Silakan Upload SK,,B,0,,2.,,,,n.ways@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4EEFAE2-9A2C-4CE9-AD13-57E5159490CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659202,LKP SMART COMPUTER,K5659202,Jl. Pemuda No. 173,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,30-04-2013,421.8/1651/431.212.4.1/A/2013,30-04-2013,Silakan Upload SK,,,0,,2.,,,,smartcomp.stb@gmail.com,http,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/303CEB39-58A9-4FDB-889C-0A414D0E0B39,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948099,PKBM AMPERA,P9948099,Jl. G. Raung Gg. 9 No.12,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/6433/431.212.4.1/B/,27-09-2013,421.8/6433/431.212.4.1/B/,27-09-2013,Lihat SK Operasional,2016-09-15 12,,0,1. -,2. Indosat IM3,PLN,,,pkbmampera@gmail.com,,-7.712366400000,114.031726300000,2,0,0,4,2013,Sehari Penuh/3 hari,,2022/2023-2,0,3,0,0,2,0,0,4,0,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,2,Tidak Ada
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/386BA89F-6876-40F5-938F-9576B3CE3C93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996731,PKBM AN NAHL,P9996731,Panji Lor,PANJI LOR,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,0220005810555,05-08-2020,0220005810555,05-08-2020,Lihat SK Operasional,2021-06-28 01,,0,,2.,,,,admin@pkbmannahl.sch.id,http,-7.747700000000,114.009000000000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,4,1,4,0,0,0,0,4,0,1,3,0,2,0,0,2,0,0,0,4,
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8835FC42-CC5B-4A43-8B78-61293C0FE9D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948177,PKBM FSMP,P9948177,Perumnas Panji Permai Blok AA 20,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/0356/431.212.4.1/A/,31-01-2012,421.8/0356/431.212.4.1/A/,31-01-2012,Lihat SK Operasional,2016-09-22 15,,0,1. -,2. Indosat IM3,PLN,,,pkbm.fsmp@gmail.com,,-7.701772000000,114.034007400000,4,0,0,3,2013,Sehari Penuh/3 hari,,2022/2023-2,450,3,0,0,1,1,0,2,1,4,0,0,0,0,4,0,0,4,1,0,1,0,0,2,0,1,3,Tidak Ada
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/283D0CB1-7013-4B5C-8716-03AEA95C26D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963199,PKBM Pertiwi,P2963199,KH. Imam No. 32 RT.3 RW.2,CURAH JERU,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.8/0789/431.212.4.1/A/2014,13-03-2014,421.8/0789/431.212.4.1/A/2014,13-03-2014,Silakan Upload SK,,,700,1. Telkomsel Flash,2. Linknet,PLN,,,pkbmpertiwi10@gmail.com,http,-7.702915900000,114.052710200000,12,0,0,7,2013,Pagi/6 hari,,2022/2023-2,"2,200",1,0,0,0,1,2,10,1,11,0,1,0,1,11,0,11,1,0,2,4,5,1,0,0,2,10,Telkomsel Flash
Jawa Timur,Kab. Situbondo,Panji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0036D33B-08E9-496E-AD6C-44653006DBFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9962836,PKBM RUMPIN INDDAS,P9962836,Jl. Basuki Rahmat No. 39,MIMBAAN,KEC. PANJI,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/0523/431.212.4.1/C/2016,26-01-2016,421.8/9491.1/431.212.4.1/B/2016,01-12-2016,Lihat SK Operasional,2017-07-04 07,,200,1. Biznet (Serat Optik),2. Telkom Speedy,PLN,,,admin@pkbmrumpininddas.sch.id,,-7.694343300000,114.024271800000,6,0,0,10,2013,Malam/6 hari,,2022/2023-2,"1,300",1,0,2,0,0,0,6,1,6,0,0,0,0,6,0,0,6,1,1,1,2,1,0,0,0,6,Biznet (Serat Optik)
