prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/09BCD1A4-3F3A-43B4-B982-20553CF5A55A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667171,LKP AKREDITAS MENGEMUDI,K5667171,JL. GAYAM NO. 23 YOGYAKARTA,BACIRO,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,022/GK/2013-2494/31,09-04-2013,022/GK/2013-2494/31,09-04-2013,Lihat SK Operasional,2016-11-04 09,,0,,2.,,,,info.akreditasmengemudi@gmail.com,www.akreditasmengemudi.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8A5B4E5-7FC5-41D4-AF1B-E866E7EE244C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564301,LKP AR-RUM,K0564301,"Jl. Gayam No.1, Baciro, Gondokusuman, Yogyakarta",BACIRO,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,123,24-04-2007,"091/GK/2014/6540/31,092/GK/2014/6541/31 dan 093/GK/2014/6542/31",28-10-2014,Lihat SK Operasional,2016-12-30 18,B,480,,2.,,0274583787,0274510736,lpk_arrum@yahoo.com,www.lkp-arrum.com,-7.797100000000,110.378200000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2CD4EB0-F435-4545-986C-4197CB1FE0BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564306,LKP CD RS. Bethesda,K0564306,Klitren Lor GK III/374 Yogyakarta 55222,KLITREN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,138/GK/2017,07-12-2017,138/GK/2017,07-12-2017,Lihat SK Operasional,2018-01-12 14,,0,,2.,,0274-5141-00,0274-5141-00,lkpcdbethesda@gmail.com,www.cdbethesda.org,-7.784700000000,110.380800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9A264A9-72EB-4942-89D7-2C65F2B4743E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564297,LKP Dian Gitaya,K0564297,"Jl. Juwadi 8 Kota Baru, Yogyakarta",KOTABARU,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,0274588601,lpk.digi.yk@gmail.com,lpkdiangitaya.blogspot.com,-7.786300000000,110.376400000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/181E9FA3-B149-4347-A9C2-E1C02E06493A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564298,LKP Elti Gramedia,K0564298,"Jl. Sabirin 6, Kota Baru, Yogyakarta 55224",KOTABARU,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,Terakreditasi,0,,2.,,0274561275,0274561849,eltijogja@yahoo.com,www.elti.co.id,-7.784300000000,110.372600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07744F09-87B5-4C9A-972B-7F5BE62EA9B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667336,LKP ENGLISH FIRST,K5667336,Jl. C. Simanjuntak Ruko Yap Square A8-A9,TERBAN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,047/GK/2015-2786/31,27-04-2015,047/GK/2015-2786/31,27-04-2015,Lihat SK Operasional,2016-12-14 09,B,0,,2.,,,0274586746,efjogja@gmail.com,ef.co.id,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Bahasa,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF51F4F2-B6DC-444E-B346-6285BD410407,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667971,LKP IONS CULINARY COLLEGE,K5667971,JALAN C SIMANJUNTAK NO. 50,TERBAN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,026/GK/2016,01-07-2016,026/GK/2016,01-07-2016,Lihat SK Operasional,2018-01-04 14,,"2,000",,2.,,,582992,sekretariations@gmail.com,,-7.777400000000,110.372000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57B7BBD6-2D3F-4F8D-B459-16D86EE6D4A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669200,LKP LEMBIMJAR NEUTRON SAGAN,K5669200,Jl. Kartini No. 1 Sagan Yogyakarta,TERBAN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,096/GK/2017-6385/31,24-08-2017,096/GK/2017-6385/31,24-08-2017,Lihat SK Operasional,2018-05-25 23,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3620527-0FA1-42E7-A72B-A7A6FD57CA9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668542,LKP LEMBIMJAR NEUTRON YOGYAKARTA,K5668542,Jl. Prof. Dr. Sardjito No. 25,TERBAN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,046/GK/2017-3307/31,04-05-2017,046/GK/2017-3307/31,04-05-2017,Lihat SK Operasional,2017-12-18 16,,0,,2.,,0274554360,0274554360,jogj2.ny@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D82BD9B-3910-4154-806B-0A1C8C69875B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564308,LKP Mandarin Fajar Adhitama,K0564308,JL.C.Simanjuntak No.50,TERBAN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,004/GK/2016-1021/31,15-02-2016,004/GK/2016-1021/31,15-02-2016,Lihat SK Operasional,2017-04-10 10,,0,,2.,,0274582993,0274582992,ions.legal2@gmail.com,,-7.777300000000,110.373900000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/16E5256D-F1FB-445D-8B19-ACFD38897475,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668590,LKP NEUTRON YOGYAKARTA,K5668590,Jl. Sabirin No. 12 Yogyakarta,KOTABARU,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,105/GK/2015-7584/31,21-12-2015,105/GK/2015-7584/31,21-12-2015,Lihat SK Operasional,2017-12-27 09,,0,,2.,,0274562784,0274562784,jogj6.ny@gmail.com,www.neutron_ny.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
D.I. Yogyakarta,Kota Yogyakarta,Gondokusuman,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/066221EB-CFEC-447A-8677-59AD0DF0EE30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564300,LKP Real English,K0564300,Jl. C. Simanjuntak No.50,TERBAN,KEC. GONDOKUSUMAN,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,080/GK/2013-5526/31,21-08-2013,080/GK/2013-5526/31,21-08-2013,Lihat SK Operasional,2017-05-02 13,,"1,324",,2.,,0274582993,0274582992,,,-7.777400000000,110.374000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Bahasa,
