prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E731C7B2-E610-4DA3-BBC3-4A0E5F0EAA3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953159,Al Karomah,69953159,Jl Selat Karimata Bandengan,KANDANG PANJANG,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D90CE85-1EC5-4F11-AD5C-DE6D334F7217,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953161,Darul Ishlah,69953161,Jl. WR. Supratman Gg. Banyar RT.04 RW.XII Panjang Wetan,PABEAN,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/667CAB5C-4F71-46CC-9ECC-B5C64B056739,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667851,Lembaga Pendidikan Indonesia Amerika,K5667851,Jl. Veteran No. 22 Pekalongan,PADUKUHAN KRATON,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,848/E.1/2669.1,14-10-2014,848/E.1/2669.1,14-10-2014,Lihat SK Operasional,2017-05-24 06,,244,,2.,,,0285 421639,lpiacabangpekalongan@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BE51084-3C39-44B1-94CA-0924990056E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990033,LKP Cakrawalla,K9990033,Jl. Perintis Kemerdekaan No.9,PADUKUHAN KRATON,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/0229,02-12-2019,420/0229,02-12-2019,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED2328C2-F216-4472-9C17-FDEBE46ABA4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665410,LKP IPKA,K5665410,Jl. P. Diponegoro no.15 Kelurahan Dukuh Pekalongan Utara Jawa Tengah 51116,PABEAN,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,05-12-1987,,05-12-1987,Silakan Upload SK,,B,0,,2.,,,0285421451,ipkakomputerpekalongan@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28EDB700-F4E0-4A47-B1BA-811DD16214BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665950,LKP Modiste Danny,K5665950,Jl. Veteran No. 31E Pekalongan,PADUKUHAN KRATON,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/B.1/SK/II/0022,23-02-2018,420/B.1/SK/II/0022,23-02-2018,Lihat SK Operasional,2018-03-02 17,,62,,2.,,,0285425148,afifudin.au37@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70ADA73A-95C0-4D2F-801B-B1FE8EAE1571,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665413,LKP Pembangunan,K5665413,Jl. Tentara Pelajar No. 15 Pekalongan,PADUKUHAN KRATON,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,10,21-12-2017,420/0324,26-02-2019,Silakan Upload SK,,B,0,,2.,,,0285412600,lpkpembangunan@yahoo.com,lpkpembangunan.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KBK Teknologi Informasi dan Komunikasi,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C57533F-12B6-4220-85DC-F053EB687E4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667656,LKP Rafika,K5667656,Jl. Trapesium III No. 1 Perum Limas Indah Pekalongan,KRAPYAK,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,848/E.1/2903,15-11-2016,848/E.1/2903,15-11-2016,Lihat SK Operasional,2017-03-27 14,C,135,,2.,,,,lkprafika@gmail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KKNI Level 2,KBK Kesehatan,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A87093E-F87F-4F15-93E8-43AC57C649D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669119,LKP Warda International Floating Hotel Academy,K5669119,Jl. Indragiri No. 38 Pekalongan,PADUKUHAN KRATON,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,848/E.1/0373,22-01-2016,848/E.1/0373,22-01-2016,Lihat SK Operasional,2018-05-03 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6EDEDEFD-DFAB-4FC8-AE10-D4B28F25CAC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953160,Nurul Huda,69953160,Jl. Joko Tingkir Gg 1 Degayu,KRATON LOR,KEC. PEKALONGAN UTARA,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
