prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62928347-1DAC-4E8D-9857-165CBE553391,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662619,LKP Cathy Salon,K5662619,Jl. Anggrek Neli Murni Blok A no.10B,KEMANGGISAN,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,06,08-04-2008,026/1.13.1/31.73/1.851.332/2016,14-04-2016,Silakan Upload SK,,Terakreditasi,200,,2.,,,0215491692,cathysalon72@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE489622-6161-445C-AD92-A4E6533BB7DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667261,LKP EXXION ENGLISH TUITION (EET),K5667261,Jl. H. Senen No.43 B RT.005/012,PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,1121/20112,22-03-2012,058/1.19.1/31.73/1.851.332/2015,15-12-2015,Lihat SK Operasional,2016-11-22 13,,0,,2.,,,,eetenglishcourse@gmail.com,eet.co.id,.000000000000,.000000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4714064-4990-4C40-8D1D-D762003099EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662756,LKP Griya Puspitasari,K5662756,"Jl. Kamera I No.3 Komplek TVRI Administrasi Jakarta Barat, DKI Jakarta 11480",PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,14/1.19.1/31.73.00.0000/1.851.332/2015,18-05-2015,14/1.19.1/31.73.00.0000/1.851.332/2015,18-05-2015,Silakan Upload SK,,Terakreditasi,0,,2.,,5484430,,LKP_GRIYAPUSPITASARI@yahoo.com,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E213CAF-0F93-4DCA-A892-CA4402D94C46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662641,LKP Lingual,K5662641,Jl. Semangka IV No.6 Rt. 07/09,JATI PULO,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,5676/-1.851.332,25-08-2010,5676/-1.851.332,25-08-2010,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90DDEE3E-0D33-4E6E-BFF1-DFB123AA61DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662687,LKP Nuansa Jaya English Course,K5662687,Jl. Kota Bambu Selatan II No. 26 Palmerah,KOTA BAMBU SELATAN,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,728/2011,09-06-2011,728/2011,09-06-2011,Silakan Upload SK,,,0,,2.,,02153675161,,nuansa_bunda@yahoo.com,nurhayati2008.wordpress.com,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14C867ED-2DCD-4203-A610-82BC324E73DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667255,LKP YAYASAN KYUNGSUNG INDONESIA,K5667255,Jl.S.Parman Kav.12 No.303 Gd.Wisma slipi Lt.3,KEMANGGISAN,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02,04-06-2005,039/1.19.1/31.73.00.0000/1.851.332/2015,03-09-2015,Lihat SK Operasional,2016-11-21 14,Tidak Terakreditasi,0,,2.,,0215327972,0215327971,ksindo12@hanmail.net,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFA491B7-2C3E-4362-94AD-0813F7A3BFE3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5662744,LKP Yayasan Pembina Pendidikan Indonesia/ Deakin College,K5662744,"Jl. Letjend. S. Parman Kav. 22-24, Grand Slipi Tower Lt.5 Unit G-H",PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01/1.13/31.73.07/1.851.332/2016,16-08-2016,01/1.13/31.73.07/1.851.332/2016,16-08-2016,Silakan Upload SK,,,400,,2.,,02129022289,02129022285,chandra.setiadi@yahoo.com,www.deakincollege.or.id,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/919B7408-5D90-4DF4-8C28-92A5E5885E97,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9926231,PKBM AL-ABROR PALMERAH,P9926231,"JL.STUDIO UJUNG NO.74 A RT.001/012 KEC.PALMERAH,KOTA JAKARTA BARAT, DKI JAKARTA",PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,8273/-1.851.321,13-12-2011,8273/-1.851.321,13-12-2011,Silakan Upload SK,,,270,1. -,2. Lainnya (Kabel),PLN,,0215320927,pkbmalabror@gmail.com,,-6.195900000000,106.801100000000,2,0,0,5,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,5,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,Tidak Ada
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F443D3D-54BA-4A80-AF97-8404F48152CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9908199,PKBM BUDI DAYA,P9908199,JL. PALMERAH UTARA II RT. 02/05,PALMERAH,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01/1.15/31.73.07/1.851.332/2016,25-08-2016,01/1.15/31.73.07/1.851.332/2016,25-08-2016,Silakan Upload SK,,A,268,1. -,2. Telkom Speedy,PLN,,0215320153,sitizahrotulaein@gmail.com,,-6.195900000000,106.801100000000,4,0,0,7,2013,Malam/6 hari,,2022/2023-2,"3,500",3,0,1,2,0,0,4,2,4,0,0,0,1,3,0,3,1,0,2,0,1,1,0,0,4,0,Tidak Ada
D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FD82BC1-2EC6-4368-ACCC-0CCB7C4A7981,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2967360,PKBM Harapan,P2967360,Jl. Kota Bambu Utara II RT.02/09,KOTA BAMBU UTARA,KEC. PALMERAH,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,1386/1.851.332,11-03-2011,1386/1.851.332,11-03-2011,Silakan Upload SK,,,152,1. -,2. -,PLN,,,pkbmharapan243@yahoo.com,,-6.195900000000,106.801100000000,3,0,0,3,2013,Malam/6 hari,,2022/2023-2,"1,300",4,0,0,0,0,0,3,1,3,0,0,0,0,3,0,1,2,0,1,2,0,0,0,0,1,2,Tidak Ada
