prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FA1332A-4C05-4066-B3C6-FA09A29710A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9962674,PKBM AS-SALMA MARONDE,P9962674,MARONDE,MALEWANG,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AS-SALMAMARONDE,AM3968,15,20-08-2016,466a/DISDIK-SEK/IV/2017,28-04-2017,Lihat SK Operasional,2017-05-18 22,B,"1,200",1. Telkom Speedy,2. Telkom Speedy,PLN,,,nasrullahbani1987@gmail.com,,-5.315400000000,119.365300000000,5,0,0,8,2013,Siang/6 hari,,2022/2023-2,Telkom Speedy,888,29,0,0,0,0,4,11,0,5,0,0,0,0,5,0,1,4,1,0,3,0,0,0,1,2,3
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E1A621A-3436-41D6-A072-18AB2D6CF7A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997823,PKBM ASFAFA INDAH LAUWA,P9997823,Lauwa,KAMPUNG BERU,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,06,20-09-2021,52/PKBM/DPMPTSPTKTRANS/X/2021,04-10-2021,Lihat SK Operasional,2021-11-19 20,,600,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88D702B7-013C-4C06-9DE9-3AAAB9ECC246,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9962720,PKBM ASSALAM,P9962720,TIMBUSENG,TIMBUSENG,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,32,30-01-2014,464a./Disdik-Sek/IV/2017,28-04-2017,Lihat SK Operasional,2017-05-29 12,C,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pkbm.assalamtklr@gmail.com,,-5.367400000000,119.513800000000,1,0,0,8,2013,Sehari Penuh/3 hari,,2022/2023-2,Telkom Speedy,900,3,0,0,0,0,1,14,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C133C99E-CB92-465F-B246-260C5305FB8D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997035,PKBM BALANGTANAYA 541,P9997035,Maccini Baji,BALANGTANAYA,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01,10-06-2020,89/PKBM/DPMPTSPTKTRANS/XI/2020,30-11-2020,Lihat SK Operasional,2021-01-06 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41E76C12-CD0B-4666-BA31-C281DB7BBAE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964780,PKBM LASSANG,P2964780,Maronde,MALEWANG,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,Nomor 02,01-05-2007,1369/DPPO-Sek/2010,31-05-2010,Lihat SK Operasional,2018-07-12 11,A,78,1. Telkomsel Flash,2. Indosat IM3,PLN,,,pkbm.lassangtkl@gmail.com,,-5.368900000000,119.459300000000,5,0,0,6,2013,Sore/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,1,0,7,4,4,0,1,0,1,4,0,3,2,0,1,2,1,1,0,0,0,5
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E78D331D-8558-48B1-995F-76A66D2416B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997004,PKBM MACORA,P9997004,BONTOA,KOMARA,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,06,25-09-2020,91/PKBM/DPMPTSPTKTRANS/XII/2020,21-12-2020,Lihat SK Operasional,2020-12-25 19,,0,1. Smartfren,2. Telkomsel Flash,PLN,,,pkbmmacoratenrimallur7476@gmail.com,,.000000000000,.000000000000,3,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,Smartfren,900,4,0,0,0,0,1,6,1,3,0,0,0,0,3,0,2,1,2,0,0,0,1,0,0,0,3
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8882284-2ED6-40A1-9002-77CEDE55B35E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997000,PKBM MUTIARA POLUT,P9997000,PALLEKO III,PALLEKO,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,41,14-08-2020,92/PKBM/DPMPTSPTKTRANS/XII/2020,21-12-2020,Lihat SK Operasional,2020-12-23 22,,56,1. -,2. Telkomsel Flash,PLN,,,pkbmmutiara20@gmail.com,,-5.369952000000,119.462349700000,1,0,0,5,2013,Sore/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/979252DD-D87D-45F1-818E-B1915CAFDDFC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998287,PKBM NURHAFIZA,P9998287,Dusun Balla Borong,BARUGAYA,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,PAUD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,13,10-03-2004,34/PKBM/DPMPTSPTKTRANS/VI/2022,22-06-2022,Lihat SK Operasional,2022-07-05 22,,375,1. -,2. -,PLN,,,,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30656A62-A862-4818-BA82-E48E3B8B2F13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998261,PKBM SERLINDA,P9998261,Bontorannu,MASSAMATURU,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,PAUD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,04,07-06-2022,31/PKBM/DPMPTSPTKTRANS/VI/2022,10-06-2022,Lihat SK Operasional,2022-06-24 14,,300,1. -,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2
Sulawesi Selatan,Kab. Takalar,Polombangkeng Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/809556FB-09B9-4AA6-B022-2D61C66AE669,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997238,PKBM TIKA UTAMA,P9997238,Jl. Mannyampa,PALLEKO,KEC. POLOMBANGKENG UTARA,KAB. TAKALAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,Paket C dan PAUD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,13,05-01-2021,01/PKBM/DPMPTSPTKTRANS/III/2021,04-03-2021,Lihat SK Operasional,2021-03-17 05,,900,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,-5.354275000000,119.400000000000,1,0,0,2,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,900,3,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
