prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B91E1CBE-CF54-4D41-9858-9ED79B428D25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669403,LKP BAHASA INGGRIS GAEL LANGUAGE CENTRE,K5669403,JLN.PATIMURA,PAU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,04,02-08-2016,Din.Pend.420/352.a /  V /2018,15-05-2018,Lihat SK Operasional,2018-08-30 14,,60,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E44BD11-5006-4A52-849C-A338A2505A2C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5656774,LKP Era Global Informasi Komputer (EGI KOM),K5656774,"Jl. Adi Sucipt, Hombel Rt. 13 Rw. 06 Kel. Mbaumuru Kec. Langke Rembong Manggarai",MBAU MUKU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,Ek.506/61/IV/2010,20-04-2010,Din.PPO.420/1414/XII/2016,23-12-2016,Lihat SK Operasional,2018-07-25 09,C,0,,2.,,,,egi.komputer@gmail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A82A9238-3286-4BCC-B6DD-4E7341247B0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981566,LKP PRO-21,K9981566,Jln Ulumbu RT 010/RW 003 Kelurahan Wtu,WATU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,-1,08-06-2019,Din.Pend.420/454/V/2019,08-06-2019,Lihat SK Operasional,2019-07-24 14,,70,,2.,,,,pro21rtg@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D82536ED-DEA8-4D3A-9F13-BBE6B676945A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981558,LKP ST. PAULUS RUTENG,K9981558,"RT 11, RW 24 Jln. Ahmad Yani No.10 Ruteng",TENDA,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,-1,08-05-2019,Din.Pend.420/454/V/2019,08-05-2019,Lihat SK Operasional,2020-02-24 11,,70,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/755FA639-4020-4A2D-94AC-CA640B9020E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5656772,LKP Surya Perdana,K5656772,Jl. Diponegoro No.12 Manggarai/Ruteng 86511,WATU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,04,23-07-2014,Din.PPO.420/1034/VII/2016,01-08-2016,Lihat SK Operasional,2018-08-30 09,B,0,,2.,,,,lkp.suryaperdana@gmail.com,https,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ACF90079-4277-47A5-B385-481778E60EC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970212,PKBM BINA ILMU PETRA,P9970212,"Jln. Rajawali, Watu",WATU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,02,08-12-2017,Din.Pend.420/017/I/2018,11-01-2017,Lihat SK Operasional,2018-03-01 15,,100,,2.,,,,binailmupetra@gmail.com,,-8.617097900000,120.470700000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66316D90-030A-44E6-8374-555A8DA34594,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984621,PKBM BINTANG FLORES,P9984621,JALAN SATAR TACIK,TENDA,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,-1,27-09-2017,Din.Pend.420/583/IX/2017,27-09-2017,Lihat SK Operasional,2019-08-19 15,,65,,2.,,,,flores_bintang@yahoo.com,,-8.659829400000,120.473116900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93CA26DA-096D-4EC8-B998-A3164572961E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2960190,PKBM HARAPAN BANGSA,P2960190,,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,INDONESIA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,238,,2.,,,,sherley.patty23@gmail.com,,-8.601000000000,120.480700000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,2,0,0,0,1,1,0,0,0,1,1,Paket C IPS 2013,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8AED698-6685-434B-AD35-B9CADE6BC0A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984517,PKBM KLUB BUKU PETRA,P9984517,"Jln. Motang Rua, No.15 RT 002,RW 004 Mbaumuku",MBAU MUKU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,-1,08-04-2019,Din.Pend.420/364/IV/2019,08-04-2019,Lihat SK Operasional,2019-07-24 13,,65,,2.,,,,,,-8.652733200000,120.479862600000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64C800B9-7FC7-43CE-9154-FB69C83B22AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984623,PKBM MARIA ASSUMPTA,P9984623,Jalan Pelita No.6,WATU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,-1,08-05-2019,Din.Pend.420/453/V/2019,08-05-2019,Lihat SK Operasional,2019-08-21 11,,120,1. -,2. -,PLN,,,,,-8.635191100000,120.498365300000,7,0,0,2,Sore/6 hari,,2022/2023-2,"1,300",2,0,0,0,0,1,5,1,7,0,0,0,0,7,0,6,1,2,2,2,1,0,0,0,5,2,Paket C IPS 2013,Tidak Ada
Nusa Tenggara Timur,Kab. Manggarai,Langke Rembong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED64BA16-F090-4DBD-93D4-58B1BC1979A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984632,PKBM SURYA PERDANA,P9984632,JALAN DIPONEGORO BANGKA NEKANG,WATU,KEC. LANGKE REMBONG,KAB. MANGGARAI,PROV. NUSA TENGGARA TIMUR,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,-1,05-05-2019,Din.Pend.420/454/V/2019,08-05-2019,Lihat SK Operasional,2019-08-22 14,,70,,2.,,,,ywidianita@gmail.com,,-8.601711100000,120.485158700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
