prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2DFF53D8-CBEE-490C-ACD2-AD078B4455B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997672,LKP AESTHETIC TRAINING CENTER,K9997672,Ruko Pasadena Blok R 14 No. 9,MUSTIKA JAYA,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/12125-Disdik.Pem.PAUDDIKMAS,28-09-2021,420/12125-Disdik.Pem.PAUDDIKMAS,28-09-2021,Lihat SK Operasional,2021-12-10 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3EB3D1E9-C863-474C-AD67-20901C167568,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667735,LKP LB LIA Mutiara Gading Timur,K5667735,Ruko Sunflower Blok R.04 No.21-23 Perum. Mutiara Gading Timur 2,MUSTIKA JAYA,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.10/385/Dik.3.3/K04,20-01-2017,421.10/385/Dik.3.3/K04,20-01-2017,Lihat SK Operasional,2017-04-12 14,,0,,2.,,02129081672,02129081500,nuniklia@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A6197A3-BB1D-407E-BB44-7980E41693BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998205,LKP LINTAS KAJIMA,K9998205,Permata Legenda Blok L32 No.5,PADURENAN,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/0008/LKP/DPMPTSP.PPJU/OL.22,26-07-2022,421.1/0008/LKP/DPMPTSP.PPJU/OL.22,26-07-2022,Lihat SK Operasional,2022-08-18 13,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/463DA22B-E964-4FDE-B84B-BD5DDA76D043,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0563649,LKP Modesta Education Center,K0563649,Ruko Palazo Blok R-10 No. 38 - 37 Mutiara Gading Timur- Bekasi,MUSTIKA JAYA,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Modesta Education Center,AD7587,16,21-07-2009,420.10/390/Dik3,04-09-2022,Lihat SK Operasional,2023-04-06 04,B,0,,2.,,02182614476,,modesta_edu@yahoo.com,,-6.283500000000,107.027000000000,0,0,0,4,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD22DDFE-0EF9-44DC-BDAA-2E51A158094E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997560,LKP NIDHA CIPTA EDOTAMA,K9997560,Jl. Asem Sari II No. 2 Kp. Babakan,MUSTIKA SARI,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PT NIDHA CIPTA EDOTAMA,AX1073,421.77/01/DPTMPTSP.PPJU,17-11-2020,421.77/01/DPTMPTSP.PPJU,17-11-2020,Lihat SK Operasional,2021-10-22 01,,0,,2.,,081281109795,02182635877,nidhacipta@gmail.com,https,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi dan Rekayasa,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AF15B6E-4AE3-4504-8765-2AB5543A07D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5661661,LKP Nusa Citra Indonesia,K5661661,Jl. Dukuh Zamrud Blok F No. 7 Kota legenda Kel. Pedurenan kec. mustikajaya Kota,PADURENAN,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.10/911/Dik.3/k.25,01-04-2013,421.10/911/Dik.3/k.25,01-04-2013,Silakan Upload SK,,,0,,2.,,,02129367315,nusacitraindonesia@yahoo.co.id,https,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A36FB3C7-E4D2-4C1C-9884-7A483307A7D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2966198,PKBM AL FALAH,P2966198,KP. CIBITUNG HARAPAN  JL. MASJID NURUL AMAL,PADURENAN,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL FALAH,AD7544,421.9/432/Dik 3,25-02-2008,420/1469-Disdik.Pem.PAUDDIKMAS,11-02-2022,Lihat SK Operasional,2023-03-21 20,C,200,1. Indosat IM3,2. Telkom Speedy,PLN,,,pkbmalfalahmustikajaya@yahoo.com,http,-6.320900000000,107.011700000000,4,0,0,15,Pagi/6 hari,,2022/2023-2,"4,500",7,0,1,1,0,0,13,1,4,0,0,0,0,4,0,2,2,0,0,3,1,0,0,0,3,1,2013,Indosat IM3
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D125C2A2-2FCF-49A0-AE1D-177D9C7CBA6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984981,PKBM AR ROFIAH,P9984981,Jl. Umar Kp. Ciketing No. 37,MUSTIKA JAYA,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL - FALAH AR ROFI'AH,AA5527,420/21967-Disdik.Pem.PAUDDIKMAS,19-12-2019,421.1/11844-Disdik.Paudpenmas,19-12-2019,Lihat SK Operasional,2022-01-06 16,,96,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pkbmarrofiah@gmail.com,http,-6.296600000000,107.031900000000,7,0,0,8,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,2,0,0,7,1,7,0,0,0,0,7,0,3,4,2,3,1,0,1,0,0,6,1,2013,Telkomsel Flash
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/607AB2E5-E3A1-423A-9BBF-D22F66A6AD9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2966186,PKBM MUTIARA UMMAT,P2966186,Kavling Rawamulya Ciketing Asem,MUSTIKA JAYA,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/1468-Disdik.Pem.PAUDDIKMAS,11-02-2022,420/1468-Disdik.Pem.PAUDDIKMAS,11-02-2022,Lihat SK Operasional,2022-04-25 10,Tidak Terakreditasi,0,,2.,,,,,,-6.248200000000,107.009100000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kota Bekasi,Mustika Jaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B19FBE1C-F295-429C-8C5F-7D44BA76A152,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70035323,PPS. TAHFIZH MUTHMA`INNAH,70035323,RAWA MULYA JL. H. LATIF IV NO. 55A,MUSTIKA JAYA,KEC. MUSTIKA JAYA,KOTA BEKASI,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,8-38/KK.10.21/PP.007/06/2022,31-05-2022,8-38/KK.10.21/PP.007/06/2022,31-05-2022,Lihat SK Operasional,2022-11-11 14,,443,,2.,,,,,,.000000000000,.000000000000,0,31,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
