prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7C35B824-DB74-4483-8CEE-031BF466F583,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996686,LEMBAGA KURSUS SAYRO NAULY,K9996686,Jl.Mangga Ujung Gg.Baja No.10 Pematangsiantar,BP NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,19,04-09-2020,503/403/PK-DPMPTSP/IX/2020,30-09-2020,Lihat SK Operasional,2020-10-02 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B4CD656-1E6C-41D3-8D41-0246F8457114,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996581,LKP  ISAC,K9996581,Lingkungan II Dolok Baringin,BP NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,31,26-06-2020,503/262/PK-DPMPTSP/VII/2020,24-07-2020,Lihat SK Operasional,2020-08-26 18,,105,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42AF3497-8CBA-4E04-B0D8-FBB80A52753A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668704,LKP ANUGRAH SALON,K5668704,JL.BAHKORA II,SUKARAJA,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,2,05-09-2017,421.92773/PNFK/2017,20-09-2017,Lihat SK Operasional,2018-01-29 12,,70,,2.,,,,lkpanugrahsalon93@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62CF886E-D8A1-4235-A706-903D53D9DB1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665641,LKP Carona Saloon And School,K5665641,Jl. Mangga No. 46,PARHORASAN NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,53,09-03-2010,421.9/1997/PNF/2015,24-04-2015,Lihat SK Operasional,2017-05-03 11,C,187,,2.,,,,lkpcarona@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F75374A-58E8-45DD-BB11-84D5365AA852,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668996,LKP CELINE SALON,K5668996,JL.MANGGA NO.19,PARHORASAN NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,13-03-2018,421.9/1414/PNFK/2018,21-03-2018,Silakan Upload SK (link file tidak valid) => [118278-388500-180644-146928002-514373029.PDF],2018-04-05 16,B,140,,2.,,,,juniatysidabutar@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEADE0ED-C232-44A1-A47B-18CE5251C4B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665718,LKP Chesa,K5665718,Jl. Parel Pasaribu No. 49,PARDAMEAN,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,154,12-12-2012,421.9/0590/PNFK/2018,01-02-2018,Lihat SK Operasional,2019-05-31 12,,0,,2.,,,,purbasari892@gmai.lcom,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/127574F9-3294-4B33-A6FD-133FAC51C706,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990241,LKP CLAIRINE,K9990241,JL.Farel Pasaribu No.82,SUKAMAJU,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/5/IPS-PNF/DPMPTSP/II/2020,14-02-2020,503/5/IPYS-PNF/DPMPTSP/II/2020,14-02-2020,Lihat SK Operasional,2020-03-17 15,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43EEBAC4-4D6E-45B8-AD4B-573C8C6799F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665577,LKP Elshadai Winda Beuty Salon,K5665577,Jl. Farel Pasaribu No. 63,SUKAMAKMUR,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,99,19-04-2016,421.9/49/PNF/2016,16-01-2015,Lihat SK Operasional,2017-05-02 16,Terakreditasi,125,,2.,,,,lkpelshadai@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Kesehatan
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8FC1F76-93BC-486E-90FA-EE155EAFF41E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669047,LKP EVRA SALON,K5669047,JL.FAREL PASARIBU NO.104,PARHORASAN NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,01,03-04-2018,421.9/1625/PNFK/2018,10-04-2018,Silakan Upload SK (link file tidak valid) => [118707-723793-374016-139162508-617637226.PDF],2018-04-14 23,B,120,,2.,,,,evalinasinaga9@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0720D68C-DE61-43C7-9370-E144BE5FA27B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990188,LKP FLOWER SALON,K9990188,Jln.farel Pasaribu No.86,PARHORASAN NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/4/IPS-PNF/DPMPTSP/II/2020,12-02-2020,503/4/IPYS-PNF/DPMPTSP/II/2020,12-02-2020,Lihat SK Operasional,2020-02-27 08,,60,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
