prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6B42A47-84B2-45FD-B87A-3AB5ED98E542,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998624,PKBM AL MURSAL,P9998624,Kp Layungsari Rt 001 Rw 005,TANGGEUNG,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan INSAN MAHARDIKA PINANGGIH,AI0888,035/YIMP/PKBM-AM/VII/2021,12-07-2021,421.9/1491/PAUDNI/KAB/2022,18-11-2022,Lihat SK Operasional,2022-12-19 00,,"1,600,000",1. Indosat IM3,2. Indosat IM3,PLN,,,,,.000000000000,.000000000000,3,0,0,1,2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,450,1,0,0,0,0,0,2,2,3,0,0,0,0,3,0,1,2,3,0,0,0,0,0,0,1,2
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/135A67EB-F08A-4820-95C8-2E11E43279CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996677,PKBM AL-BA,P9996677,Kp. Kandaga Rt 002 Rw 001,KERTAJAYA,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,431./Pem/VI/2020,03-03-2020,421.9/ 2019 / PAUDNI-K/KAB/2020,11-06-2020,Lihat SK Operasional,2020-09-01 16,,"4,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,082120993076,,pkbmalba@gmail.com,,-7.266785400000,107.100366800000,5,0,0,4,2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,0,2,1,0,1,4,4,0,1,0,1,4,0,4,1,1,2,1,0,0,1,0,5,0
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC335974-E6E6-4B76-95F8-3ABBA5B0BA04,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996803,PKBM ALKHOER,P9996803,Kp. Malingping Rt. 02 Rw. 01,SUKAJAYA,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,474/17/Pem/2020,06-08-2020,421.9/ 1257 / PAUDNI-K/KAB/2020,07-09-2020,Silakan Upload SK (link file tidak valid) => [428547-826467--],2021-03-09 08,,370,1. Indosat IM3,2. -,PLN,,,Pkbmalkhoer@gmail.com,,-7.259249200000,107.139624000000,4,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,Indosat IM3,450,5,0,0,0,0,1,4,0,4,0,0,0,0,4,0,3,1,3,0,0,0,0,1,0,3,1
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CBE3778-0CA7-40F8-A1DE-9AD3D1457ABB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998463,PKBM JAYA MEKAR,P9998463,Kampung Padamamur RT 01 RW 05,PADALUYU,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Nurul Hidayah Pasirkuda,AL2483,01/PKBM.JM/VIII/2022,18-08-2022,421.9/989/PAUDNI/KAB/2022,31-08-2022,Lihat SK Operasional,2022-09-05 09,,0,1. Telkom Speedy,2. -,PLN,,,,,-7.235200000000,107.132900000000,12,0,0,6,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,Telkom Speedy,450,2,0,0,0,0,0,2,10,12,0,0,0,0,12,0,1,11,11,1,0,0,0,0,0,5,7
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E66C06FC-2ABD-4041-9099-C2EFB5BA2B17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962907,PKBM KARYA BAKTI,P2962907,Kp. CILUBANG II,CILONGSONG,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,Belum Terakreditasi,"1,800",,2.,,,,karyabaktipkbm@gmail.com,,-7.240801500000,107.114933700000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB1DF6CD-87FB-484F-B5CE-08D2AB45EDC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998747,PKBM KRESNA PUTRA,P9998747,Kp. Lembursawah Rt. 02 Rw. 06,RAWAGEDE,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,SK/KP/02-PKBM/2023,12-01-2023,421.9/ 107 /PAUDNI/KAB/2023,30-01-2023,Lihat SK Operasional,2023-03-02 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAE00EAA-89BF-442A-9774-693B2AEDF05F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998153,PKBM MAUIDOTUL HASANAH,P9998153,Kp. Tanggeung Kolot Rt. 02 Rw. 02,KERTAJAYA,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,018/YN-DM/IV/2022,01-01-2021,421.9/ 119 / PAUDNI/KAB/2022,21-02-2021,Lihat SK Operasional,2022-05-10 14,,500,1. Indosat IM3,2. Telkom Speedy,PLN,,,mauidotulhasanah@gmail.com,,.000000000000,.000000000000,2,0,0,2,2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,800,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2C288F6-C0CF-4949-BD49-D723C200A578,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998434,PKBM MEKAR SEJAHTERA,P9998434,Kp. Bojongsari RT/RW 002/002,TANGGEUNG,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,004/YGB/1/2022,24-01-2022,421.9/833a/PAUDNI/KAB/2022,29-07-2022,Silakan Upload SK (link file tidak valid) => [697694-579451--],2022-09-01 03,,"1,500",,2.,,,,pkbm.mekarsejahtera@gmail.com,,-7.263100000000,107.120700000000,9,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,6,3,9,0,0,0,0,9,1,2,6,6,0,2,0,0,1,0,6,3
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35E55449-4ED7-4BC2-8B79-76E9D646297E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998746,PKBM PUTRI PRATIWI,P9998746,Kp. Sumur Rt. 004 Rw. 005,KARANGTENGAH,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,SK/PP/02-PKBM/2023,09-02-2023,421.9/ 171 /PAUDNI/KAB/2023,13-02-2023,Lihat SK Operasional,2023-03-02 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Cianjur,Tanggeung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62BF29EE-8B53-491E-B1A6-30BE0D5C62BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997298,PKBM RAHAYU,P9997298,Kp. Rawalimus RT. 03 RW. 02,SIRNAJAYA,KEC. TANGGEUNG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/209/PAUDNI-K/KAB/2021,12-03-2021,421.9/209/PAUDNI-K/KAB/2021,12-03-2021,Lihat SK Operasional,2021-04-06 22,,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,7,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,Telkom Speedy,"1,500",2,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
