prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7BF06A4-8DE3-41CE-806A-0C79C7190CE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653803,Batara Language And Computer Course,K5653803,"Jl.Pulau Sumatra no. 24 Dauh Waru, Jembrana, Jembrana, Bali 82217",ASAHDUREN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BBE1D8B-EAEA-4C5A-A939-662BA4B3D84E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653798,Cipta Abadi Komputer,K5653798,"Jl.Pelabuhan No.9 Pekutatan, Jembrana, Bali",PEKUTATAN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,503/002/Dikbudpar/Yanum/2006,06-03-2006,503/010/Op./KPPT/VII/2016,13-07-2016,Lihat SK Operasional,2019-11-22 16,,0,,2.,,,,infokursusciptakom@gmail.com,http,-8.423600000000,114.821000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F376CF7-8413-4C25-84F1-B2DD7CA3100B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653802,Dibia Computer Centre / Dibia English Course,K5653802,"Jl.Ngurah Rai No.121 Kel.Dauhwaru, Kec Jembrana, Jembrana, Bali 82218",PEKUTATAN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,121H/I.19/L5.1995,15-11-1995,-503/028/Op./KPPT/XII/2016,29-12-2016,Lihat SK Operasional,2019-11-26 07,,0,,2.,,03654546096,03654546096,doddysudibia@gmail.com,,-8.360900000000,114.634300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38071EDD-D518-4D0C-83C3-B5A6702BE781,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653817,Gloria,K5653817,Jl. Arca-Pulukan Ds Pulukan Kec Pekutatan Jembrana Bali 82262,PULUKAN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,ngurahsudama549@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Bahasa
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2894DB2B-BC8E-43F5-AE12-5318FE630AF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653820,Kursus Tari Bali Satya Laksana,K5653820,Jl. Arjuna No. 4 Desa Baluk Kec. Negara Kab. Jembrana Prov. Bali 82251,MEDEWI,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,AHU-0067429.AH.01.07 Tahun 2016,12-07-2016,503/013/Op/KPPT/VIII/2016,02-08-2016,Lihat SK Operasional,2019-10-28 07,C,0,,2.,,,,dartawanpt@gmail.com,,-8.359900000000,114.590700000000,0,0,0,2,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Seni Pertunjukan
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66B416CE-034D-4952-8256-5EA52907505A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653814,Lembaga Pendidikan Dibia Amerta (LPDA-Bali),K5653814,"Jl.Udayana No.37 Kelurahan Banjar Tengah, Kec.Negara, Kab.jembrana Bali 82213",PANGYANGAN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,0365-4546096,0365-4546096,dibia.amerta@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1C62C469-CB75-42F2-A0AC-0E96E3A1104A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653812,LKP Dibia Nihon Gakun,K5653812,Jl.Ngurah Rai Ni.121 Kel.Dauhwaru Kec.Jembrana 82218,ASAHDUREN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,03654546096,036541623,sudiana.dibia@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE105C06-0F1E-4609-9C58-47D2F1006A88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653824,LKP Pradnya Swari,K5653824,"Jl. Pulau Serangan No. 3 LC Dauhwaru, Jembrana/Negara, Bali",MEDEWI,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan pradnya swari,AF8301,nomor,16-06-2014,503/017/op./KPPT/2016,29-08-2016,Lihat SK Operasional,2020-01-28 07,C,0,,2.,,,,pradnyaswari5758@gmail.com,www.pradnyaswari.com,-8.372500000000,114.639900000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Seni Pertunjukan
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D1AA633-7941-4E13-A562-2231C97BAEF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653788,LKP Praktis,K5653788,"Jl. Pulau Bawean No. 6 Kel. Dauhwaru, Kec. Jembrana, Kab. Jembrana, Bali",PULUKAN,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,kursusbahasapraktis@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bali,Kab. Jembrana,Pekutatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A8DC35B-F3D0-492D-8128-E38FDEDB321B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653789,LKP PUSPITA,K5653789,"Jl.Plawa No.35, Baler Bale Agung Kecamatan Negara Kabupaten Jembrana",MEDEWI,KEC. PEKUTATAN,KAB. JEMBRANA,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,nentriasihketut@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
