prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E12BD0C2-7ACA-4C4C-97F6-67CE8643829A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653051,LKP Arham,K5653051,"Kp. Cihuru Rt.01 Rw.04 Desa Sukahurip Kec. Cigedug Kab. Garut, Jawa Barat",SUKAHURIP,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.1/817-Disdik,13-03-2017,421.1/817-Disdik,13-03-2017,Lihat SK Operasional,2019-07-18 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A981E662-9B4C-482C-84E3-B0013F91FF9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963772,PKBM AL-IKHLAS,P2963772,Jl. Cigedug Kp. Negla RT. 01 RW. 04,SINDANGSARI,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/871-DISDIK,13-03-2017,421.9/871-DISDIK,13-03-2017,Lihat SK Operasional,2020-07-17 19,C,0,1. -,2. -,PLN,,,pkbm.alikhlas96@gmail.com,,-7.267546000000,107.825226000000,3,0,0,19,Sehari Penuh/3 hari,,2022/2023-2,"1,300",7,0,0,2,0,0,4,0,3,0,0,0,0,3,0,2,1,0,1,0,2,0,0,0,1,2,2013,Tidak Ada
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1D2A8DE-8A25-44CB-A843-06474678092F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997639,PKBM ANSHARUL HUDA,P9997639,Kp. Babakan RT 04 RW 06,CIGEDUG,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,045/641-Disdik,30-04-2021,045/641-Disdik,30-04-2021,Lihat SK Operasional,2021-09-01 19,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D195D0E-92FC-4988-9F7A-32DBB7D94C73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9952686,PKBM ASSIKKIN,P9952686,Kp. Barusuda RT 01 RW 06,BARUSUDA,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/3203-Disdik,27-08-2015,421.1/3203-Disdik,27-08-2015,Lihat SK Operasional,2016-10-28 13,,676,1. Smartfren,2. Telkom Speedy,PLN,,,kacoeabirohmat@yahoo.co.id,,-7.295900000000,107.836900000000,5,0,0,3,Sehari Penuh/3 hari,,2022/2023-2,"2,198",3,0,0,0,0,0,9,0,5,0,0,0,0,5,0,0,5,2,1,0,0,0,2,0,1,4,2013,Smartfren
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6018924-278E-45D5-BC45-879866E45C11,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948332,PKBM CAHAYA ISLAM,P9948332,Kp. Cigedug Tonggoh RT 003 RW 009,CIGEDUG,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/3431-Disdik,04-08-2015,421.1/3431-Disdik,31-01-2023,Lihat SK Operasional,2023-04-06 04,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbmcahayaislam@gmail.com,,-7.340310000000,107.809364000000,4,0,0,7,Sehari Penuh/3 hari,,2022/2023-2,900,7,0,0,2,0,0,1,3,4,0,0,0,0,4,0,3,1,2,1,0,1,0,0,0,1,3,2013,Telkomsel Flash
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B942D333-4C87-45A1-BA7C-B8242FE9C62D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948331,PKBM CINTA HARAPAN,P9948331,Kp. Situ Kiruh,CINTANAGARA,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.1/3433-Disdik,04-09-2015,045/1995-Disdik,14-09-2015,Lihat SK Operasional,2020-10-01 00,,0,,2.,,,,pkbmcintaharapan@gmail.com,,-7.295900000000,107.836900000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/656DAC46-3C33-4492-AA82-61E2BB1144E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996532,PKBM TUNAS NUSANTARA,P9996532,Kp. Cilongkrang RT 03 RW 10,SUKAHURIP,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Zahratul Jannah Akbar,AM8133,800/562-Disdik,13-04-2020,800/562-Disdik,13-04-2020,Lihat SK Operasional,2020-07-30 09,,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-7.334786300000,107.812368600000,4,0,0,7,Siang/6 hari,,2022/2023-2,"1,300",7,0,0,1,0,0,2,3,4,0,0,0,0,4,0,3,1,1,2,0,1,0,0,0,1,3,2013,Telkomsel Flash
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF53DEFD-49F3-4567-A9BA-F308C4BA5F0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995403,Pondok Pesantren PP Al Hidayah,69995403,Jl Sudirman Koropeak Kaler Suci Kaler Karangpawitan,SUKAHURIP,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,21,16,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C28E577-E44F-4A6B-ABEF-64F2698C064E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951215,PPS Miftahul Falah,69951215,Kp Awi Hideung Rt 01 Rw 09 Desa Barusuda,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Garut,Cigedug,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/369474FC-185D-4995-A51C-9FD6992668A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951224,PPS Miftahul Huda,69951224,Kp Cibelendung Rt 01 Rw 09 Desa Cintanagara,CIGEDUG,KEC. CIGEDUG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,7,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
