prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C13A0AB4-0A6D-41D6-881B-B44E9D4A7B96,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958360,Al-Munawar,69958360,Kp. Cengkel Kel. Cilaja,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,INDONESIA,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,56,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/371512FD-7641-4E78-9CBB-380185BAF741,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5657742,LKP AYU,K5657742,Jl. Raya Labuan Km.3 Kp. Maja Tengah,SUKARATU,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/005-IP.LKP-DIKBUD/2007,07-03-2007,503/004/Komitmen.LKP-DPMPTSP/VIII/2020,25-08-2020,Lihat SK Operasional,2021-12-16 13,C,0,,2.,,,,lkpayu404@gmail.com,,-6.324000000000,106.094200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Pariwisata,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38B2CB14-E7EE-490E-9442-9B126103E4E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5657723,LKP Bina Insan Mandiri,K5657723,Jl.Raya Labuan Km.3 Cidangiangg Rt.02/02 Saruni,SARUNI,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,18-05-2017,,18-05-2017,Silakan Upload SK,,,0,,2.,,,,sabilasri955@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12ECCD4C-E860-4B73-89F2-7BED90E240C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5657740,LKP FITRI,K5657740,Jl. Cilaja No. 03 RT/RW 002/12 Kp. Ciekek babakan Karaton,KARATON,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN FITRI PANDEGLANG,AX3128,03/SKR-GOW/II/1987,16-02-1987,503/12/Tap/LKP.Disdik-DPMPTSP/V/2021,31-05-2021,Lihat SK Operasional,2021-06-03 15,B,0,,2.,,0,,lkpfitripandeglang56@gmail.com,0,-6.317000000000,106.100000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Pariwisata,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31F2004D-5DD3-42B9-8ECE-9E23BFA13C33,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669024,LKP GENIUS COURSE,K5669024,KP. CIEKEK MALATI 01/03,KARATON,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421/750-LKP.DIKBUD/2017,05-10-2017,421/002-IO.LKP-DIKBUD/2018,12-03-2018,Lihat SK Operasional,2018-04-12 09,,300,,2.,,,,Genius.course2010@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,KBK Teknologi Informasi dan Komunikasi,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4FE8171C-6E2D-49F9-B1EF-9B7F584225C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981244,LKP INSAN AL-FAIZIN,K9981244,komp. Saruni Residence Block C.1 No.10 Majasari,SARUNI,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421/05-IO.LKP-Dikbud/2018,21-12-2018,421/05-IP.LKP-Dikbud/21 Juni 2018,21-06-2018,Lihat SK Operasional,2019-04-05 15,,"3,672",,2.,,,,lkpinsanalfaizi@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D961214-F3A7-4BA0-974B-8573B0884096,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5657717,LKP Srikandi,K5657717,Jl. Cilaja Km.01 Beunying Legon,CILAJA,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,18-05-2017,,18-05-2017,Silakan Upload SK,,Tidak Terakreditasi,0,,2.,,,,lkp.srikandi01@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B3A463B3-3C4F-4022-BE1E-0F41DA51C8CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958361,Nurul Hidayah,69958361,Kp. Cidangiang,CILAJA,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,264,100,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E27E0413-7CF5-4D3A-AC46-E38857CFEDDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2966352,PKBM AL BIRSALAM,P2966352,Jl.Maja Cibiuk Km.2 Kp.Cikuya Tengah,SUKARATU,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKBM ALBIR SALAM,AL0477,421.9/01-Disdik/2008,05-01-2008,421.9/004-IO.PKBM-Dikbud/2019,01-05-2019,Lihat SK Operasional,2019-06-19 11,C,"3,000",1. -,2. Telkom Speedy,PLN,,,pkbmalbirsalam@gmail.com,,-6.310600000000,106.086700000000,11,0,0,14,Sehari Penuh/3 hari,,2022/2023-2,450,3,0,1,0,0,0,7,6,11,0,0,0,0,11,0,4,7,8,1,0,0,0,1,1,2,9,"Paket A, Paket B,  dan Paket C",2013,Tidak Ada
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/33B8D77C-A218-4974-9D46-D8039F4C7A9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997614,PKBM FAKAR,P9997614,Kp. Pager Batu,PAGERBATU,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM FATHUN WILAYATUL AKBAR GUNUNG KARANG,AX1420,503/031/KOMITMEN-DPMPTSP/XII/2020,29-12-2020,503/004/TAP.PKBM-DPMPTDP/VIII/2021,05-08-2021,Lihat SK Operasional,2021-08-23 21,,900,1. -,2. Telkomsel Flash,PLN,,,pkbmfakar@gmail.com,,-6.293100000000,106.073300000000,2,0,0,7,Siang/6 hari,,2022/2023-2,898,4,0,0,0,0,0,3,2,2,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,2,Paket B dan Paket C,Paket C IPS 2013,Tidak Ada
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6FACF835-2294-46B5-BB0D-9000B6D68B79,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998092,PKBM MAJU BERSAMA,P9998092,Kp. Cipacung 1 Rt. 003 Rw. 006,SARUNI,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AX2545,503/030/KOMITMEN-DPMPTSP/XII/2020,29-12-2020,503/003/TAP-PKBM-DPMPTSP/III/2022,23-03-2022,Lihat SK Operasional,2022-04-06 20,,84,,2.,,,,pkbmmajubersama.pdg@gmail.com,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,2013,
Banten,Kab. Pandeglang,Majasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C94EE6D-5171-46E6-B70E-A08B3859AFAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2966384,PKBM RUKUN,P2966384,Kp. Cilaja RT/RW 01/02,SUKARATU,KEC. MAJASARI,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/847-Kab/2007,01-10-2007,503/022/TAP.PKBM-DPMPTSP/XII/2020,16-12-2020,Lihat SK Operasional,2021-01-20 08,C,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,rukunpkbm@gmail.com,,-6.310600000000,106.086700000000,1,0,0,7,Siang/6 hari,,2022/2023-2,450,4,0,1,0,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"Paket A, Paket B,  dan Paket C",2013,Telkom Speedy
