prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8ED31D87-6299-49E8-AEA7-3EEAD641FF0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996967,PKBM AL IHSANIYAH,P9996967,Dkh. Karanggempol Desa Cinanas,CINANAS,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,503/DPMPTSP/0003/VIII/2022,31-08-2022,503/DPMPTSP/0003/VIII/2022,31-08-2022,Lihat SK Operasional,2023-02-23 09,,300,1. Smartfren,2. Smartfren,PLN,,,pkbmalikhsaniyah@gmail.com,,-7.181316300000,108.925995800000,7,0,0,6,2013,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,900,7,0,0,2,3,2,0,2,4,0,2,1,4,3,0,6,1,1,1,2,1,1,0,1,5,2
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC17C500-23DA-4F1D-8430-57752131CC42,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996254,PKBM AMARILLAH,P9996254,DESA PANGEBATAN KEC. BANTARKAWUNG,PANGEBATAN,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/0032/2020,12-02-2020,503/DPMPTSP/00004/VIII/2022,31-08-2022,Lihat SK Operasional,2023-04-08 21,,0,1. Smartfren,2. Lainnya,PLN,,,pkbmamarillah12@yahoo.com,,-7.308355800000,108.948929000000,12,0,0,5,Paket C IPS 2013,Sore/6 hari,,2022/2023-2,Smartfren,450,5,0,0,1,3,1,0,8,10,0,2,0,3,9,0,7,5,1,4,3,3,1,0,0,5,7
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FB988FC-6713-406F-BEEE-DBAEA174B342,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997831,PKBM DARUL HASAN,P9997831,Desa Legok Kecamatan Bantarkawung Kabupaten Brebes,LEGOK,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/06245/2020,16-11-2020,420/0336 /2021,16-11-2021,Lihat SK Operasional,2022-10-28 10,,0,,2.,,,,,,.000000000000,.000000000000,12,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,2,0,10,12,0,0,0,2,10,0,5,7,8,3,0,0,1,0,0,5,7
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FEC29B59-9CF1-4B17-8889-69CF92BBC4D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996624,PKBM LMDH WANA KARYA,P9996624,DESA JIPANG KEC. BANTARKAWUNG,JIPANG,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/0220/2020,20-07-2020,420/0220/2020,20-07-2020,Lihat SK Operasional,2020-08-19 18,,0,1. Smartfren,2. Smartfren,PLN,,,pkbmlmdhwanakarya@gmail.com,,-7.130627000000,108.948033400000,0,0,0,9,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,Smartfren,"1,299",3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40158E80-461D-4322-93FC-FC0E0986251B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964113,PKBM Sindang Asri,P2964113,Dkh Jetak Desa Sindangwangi Bantarkawung,SINDANGWANGI,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/013/2008,20-02-2008,420/0255/2019,22-04-2019,Lihat SK Operasional,2019-10-24 15,B,0,1. Indosat IM3,2. Indosat IM3,PLN,,,sindangasripkbm@gmail.com,,-7.204900000000,108.926200000000,9,0,0,8,Paket C IPS 2013,Siang/6 hari,,2022/2023-2,Indosat IM3,900,12,0,1,0,0,3,8,2,9,0,0,0,1,8,0,6,3,2,2,4,1,0,0,0,2,7
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0834DA1C-0D7D-477E-AC11-56CC16E81400,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951387,PPS Al Hikam,69951387,Bangbayang,BANGBAYANG,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D820E95B-B021-41AF-8300-D6F0D3B35FF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951391,PPS Al Mansyuriyah,69951391,Dukuh Gempol Desa Bantarkawung,LEGOK,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51D46B63-163D-4EDD-B84F-4CF002C99285,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951390,PPS Bustanul Arifin,69951390,Jl. Ky Mukmin Bangbayang,CIBENTANG,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D899110-D1A1-4A55-9F12-7EFC7A6C49CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951388,PPS Manarotul Huda,69951388,Bangbayang RT 002/RW 003,BANGBAYANG,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Brebes,Bantarkawung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/801E553C-7285-4C37-87F9-E88DDA0B2703,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951392,PPS Matlaul Huda,69951392,Parigi Desa Tambakserang,PANGEBATAN,KEC. BANTARKAWUNG,KAB. BREBES,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
