prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C04445BA-F800-4212-B867-A4F81BDFA6A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962210,PKBM PELANGI,P2962210,JL. KERAMAT,BATANG BANYU,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/027.9/Disdik/2015,07-02-2015,421.9/179/PDK/Disdik/2018,24-03-2015,Lihat SK Operasional,2021-06-24 15,B,0,1. Indosat IM3,2. Telkomsel Flash,PLN,,,pkbmpelangi15@gmail.com,,-3.216600000000,115.105200000000,3,0,0,9,2013,Sore/6 hari,,2022/2023-2,Indosat IM3,900,13,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,2,1,0,0,0,2,1
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A523DE3-E723-4973-BC5A-B2BB79742C47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950156,PP. Al Muhajirin,69950156,Jl Sungai Uyak,PASAR BARU,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,055/PPS-Al/PB-SM/10/1982,10-10-1982,20090 Tahun 2021,20-11-2021,Lihat SK Operasional,2022-05-30 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD7AA2E0-EAF1-4460-B3AF-FA8A5F47697C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950158,PP. Al-Ihsany,69950158,Jl. Baliangin,BALIANGIN,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,,,012/PPS.Al/Blg-SM/01/1985,15-01-1985,20091 Tahun 2021,20-11-2021,Lihat SK Operasional,2022-05-31 08,,0,,2.,,,,,,-3.223000000000,115.126200000000,0,276,313,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44C3F447-DEBD-486B-99CF-05D175AED0AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950157,PP. I anatutthalibin,69950157,Jl. Batu Belawang,PASAR BARU,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,010/PPS-Ia/PB-SM/02/1994,10-02-1994,20085 Tahun 2021,20-11-2021,Lihat SK Operasional,2022-05-30 09,,0,,2.,,,,,,.000000000000,.000000000000,0,68,44,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31ADE174-AC6E-41E8-934E-BBCBB7A53FB2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950160,PP. Miftahul Ulum,69950160,Jl. Masjid Jami  Sabilal Muttaqin Desa Batu Tanam RT.01,BATU TANAM,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,,,003/PPS-MU/XI/2008,27-11-2008,2772/Kk.17.03-3/PP.007.7/12/2019,31-12-2019,Lihat SK Operasional,2022-06-02 07,,0,,2.,,,,,,.000000000000,.000000000000,0,25,17,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/998540F4-4ECB-423A-A265-588BFAA54D60,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950159,PP. Nurul Hidayah,69950159,Jl.Paliin Atas Rt 02,BATU TANAM,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/146DEDA9-A7E6-4897-BF7D-B2D59EE77E5A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951804,PPS Al Muhajirin,69951804,Jl.Sungai Uyak.Rt/Rw.003/003. Pasar Baru,PASAR BARU,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,,,020090,31-12-2021,2771/Kk.17.03-3/PP.007.7/12/2019,31-12-2019,Lihat SK Operasional,2022-06-28 15,,0,,2.,,,,,,.000000000000,.000000000000,0,32,44,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8231DFDD-7507-4FBE-A7C5-D4EDAD3C0BA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951807,PPS Miftahul Khair,69951807,Gunung Batu RT. 04 Desa Baliangin Kec. Sambung Makmur,BALIANGIN,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,Kd.17.03/5/PP.00.8/097/2004,30-04-2004,No. 2752/Kk.17.03-3/PP.007.7/12/2019,31-12-2019,Lihat SK Operasional,2022-06-06 09,,0,,2.,,,,,,.000000000000,.000000000000,0,13,10,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85D53810-5A9E-4E8F-8FF7-F44A4AB9DF67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951808,PPS Nurul Hidayah,69951808,Jl.Paliin Atas RT. 02 Sambung Makmur,BATU TANAM,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,,,Kd.17.03/5/PP.00.8/010/2016,07-04-2016,No. 2729/Kk.17.03-3/PP.007.7/12/2019,31-12-2019,Lihat SK Operasional,2022-05-31 08,,0,,2.,,,,,,-3.240200000000,115.113600000000,0,19,28,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kalimantan Selatan,Kab. Banjar,Sambung Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45323326-0D41-49B3-BFA6-DF63CDB52599,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951809,PPS Tarbiyatus Syibyan,69951809,Jl. Bunu ung RT. 01 Desa Sungai Lurus,GUNUNG BATU,KEC. SAMBUNG MAKMUR,KAB. BANJAR,PROV. KALIMANTAN SELATAN,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
