prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EFB8A45-3B6E-465D-8A7F-E58B9ED41748,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998799,PKBM AL-RAHMAT PANGGALIH,P9998799,KP. KEBONKOPI RT.001 RW.001,NAGASARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,009/KPTS/YAR/01/2023,02-01-2023,421.9/253i/PAUDNI/KAB/2023,28-02-2023,Lihat SK Operasional,2023-04-05 12,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2AA77A8D-D217-455E-B719-1052C1FF6470,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998787,PKBM AS-SAADAH,P9998787,Kp. Hanjawar Rt.006 Rw. 003,SIRNASARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM AL-BIDAYAH,AJ6779,420/KS-11/III/2023,16-02-2023,421.9/ 275 /PAUDNI/KAB/2023,06-03-2023,Lihat SK Operasional,2023-04-05 09,,100,1. Telkom Astinet,2. Indosat IM3,PLN,,,,,.000000000000,.000000000000,2,0,0,3,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,1,2013,Telkom Astinet
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/16B9339C-A639-48C9-AF83-CD1458332424,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998043,PKBM AT-TAQWA,P9998043,Kp. Sukamahi Rt. 001 Rw. 001,SUKASIRNA,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DS/41/Kab/2022,28-01-2022,421.9/  157 /PAUDNI/KAB/2022,04-02-2022,Lihat SK Operasional,2022-03-14 13,,"1,225",1. Indosat IM3,2. Indosat Mentari,PLN,,,pkbmattaqwa832@gmail.com,,.000000000000,.000000000000,2,0,0,4,Pagi/6 hari,,2022/2023-2,800,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1,1,Paket C IPS 2013,Indosat IM3
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B63239F0-2A40-424A-8C86-C929A4A86181,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996591,PKBM BAETUL ZAHRA,P9996591,Kp. Sinar Mulya Rt. 003/004,KARYAMUKTI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,03/YAS-AN/VI/2017,05-09-2019,421.9/ 1625 / PAUDNI-K/KAB/2020,11-11-2019,Lihat SK Operasional,2020-08-19 16,,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,baetul.zahra@gmail.com,,-7.339127400000,107.043182500000,2,0,0,4,Sehari Penuh/3 hari,,2022/2023-2,450,4,0,0,0,0,0,4,1,2,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,2,0,Paket C IPS 2013,Telkomsel Flash
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1C00A6F9-CCD1-4F5F-8E6E-8DEADF80DD3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997973,PKBM BINTANG SAMUDRA,P9997973,Kp. Wates RT. 07 RW. 02,PUNCAKWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/120/PAUDNI/KAB/2022,28-01-2022,421.9/120/PAUDNI/KAB/2022,28-01-2022,Lihat SK Operasional,2022-02-09 15,,"1,050",1. Indosat IM3,2. Indosat IM3,PLN,,,ahyarmubarok07@gmail.com,,.000000000000,.000000000000,7,0,0,4,Pagi/6 hari,,2022/2023-2,800,2,0,0,0,0,0,7,1,7,0,0,0,0,7,0,1,6,3,3,1,0,0,0,0,2,5,Paket C IPS 2013,Indosat IM3
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3ACB93B-89C9-4BD7-AC2E-44D877E67EED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998547,PKBM BINTANG SAMUDRA LELES,P9998547,Kp. Pasir Panjang Rt. 04 Rw. 01,PUNCAKWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,SK/42/PKBM-BSL/KAB/2022,04-08-2022,421.9/ 433 /PAUDNI/KAB/2022,22-04-2022,Lihat SK Operasional,2022-10-26 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59422B17-9FE3-4414-867C-99A97B9C6297,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997929,PKBM DAARUN NAJAH,P9997929,Kp. Ciseuti,PUNCAKWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1453c/PAUDNI-K/KAB/2021,30-12-2021,421.9/1453c/PAUDNI-K/KAB/2021,30-12-2021,Lihat SK Operasional,2022-01-18 13,,0,1. Indosat IM3,2. Telkomsel Flash,PLN,,,pkbmdaarunajah@gmail.com,,.000000000000,.000000000000,5,0,0,3,Sehari Penuh/3 hari,,2022/2023-2,900,2,0,0,0,0,0,5,1,5,0,0,0,0,5,0,3,2,3,2,0,0,0,0,0,3,2,2013,Indosat IM3
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E912E69-A4D6-4BC4-9D8E-76EAB834B392,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998544,PKBM INSAN MANDIRI PUNCAKWANGI,P9998544,Kp. Puncakwangi Rt.002 Rw. 001,PUNCAKWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,02/YP/PKBM-IMP/II/2022,02-03-2022,421.9/ 289.a /PAUDNI/KAB/2022,30-03-2022,Lihat SK Operasional,2022-10-26 14,,"2,500",1. Indosat IM3,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,3,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,2,0,2,0,1,0,0,2,2,1,0,2,1,1,0,0,0,0,0,2,2,1,Paket C IPS 2013,Indosat IM3
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FA734C1-8C3B-4362-B146-F811058A3F5A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996617,PKBM INSAN ROBBANI,P9996617,Jl. Rd. H. Mulya RTY. 01 RW. 02,PUSAKASARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/928a/PAUDNI-POKAB/2020,30-06-2020,421.9/928a/PAUDNI-POKAB/2020,30-06-2020,Lihat SK Operasional,2020-08-19 18,,72,1. -,2. Telkomsel Flash,PLN,,,,,-7.374251200000,106.983856100000,6,0,0,3,Sehari Penuh/3 hari,,2022/2023-2,900,3,0,0,0,0,1,3,3,6,0,0,0,0,6,0,5,1,0,0,4,1,1,0,0,5,1,2013,Tidak Ada
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E681E558-D471-4D3B-8AD5-5993D70CE341,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962915,PKBM MIFTAHUL ULUM,P2962915,SINDANGHAYU,SINDANGSARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,ypmul.suksesmulia@gmail.com,,-7.337845000000,107.007648900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2BC9368-A2BD-458F-A936-1F6E90A6A64A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998643,PKBM NURUL IMAN LELES,P9998643,Jl. Kp. Ciseuti,PUNCAKWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DS/KEP-NIL/KAB/2022,14-12-2022,421.9/ 1372.a /PAUDNI/KAB/2022,07-12-2022,Lihat SK Operasional,2023-01-03 07,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0BEAD5E-F4E8-4FC6-868C-30A96D024BFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997408,PKBM WIRATANUDATAR,P9997408,Kp. Cijeruk,WALAHIR,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/111c/PAUDNI-K/KAB/2020,29-12-2020,421.9/111c/PAUDNI-K/KAB/2020,29-12-2020,Lihat SK Operasional,2021-05-29 14,,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,8,Sehari Penuh/3 hari,,2022/2023-2,"1,500",2,0,0,0,0,0,7,0,4,0,0,0,0,4,0,2,2,3,0,0,1,0,0,0,3,1,Paket C IPS 2013,Telkom Speedy
