prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1649C858-4C1D-4E05-8F65-A1B518058929,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665342,LKP AVERROUS,K5665342,Jl. Sunan Ampel I/193 RT. 03 RW II,BUGULKIDUL,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AX7187,86,22-12-2012,420/001/LKP/423.107/2022,06-04-2022,Silakan Upload SK (link file tidak valid) => [630346-177264--],2022-06-02 08,C,199,,2.,,,(0343) 427782,LKP_AVERROUS_Pas@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9ED6FA9F-AC17-472E-826B-8B196C18FF2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665324,LKP PERMATA BANGSA,K5665324,Perum Graha Candi Blok N No. 6 Kota Pasuruan,BAKALAN,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,05,27-11-2006,420/012/423.207/2015,24-06-2015,Lihat SK Operasional,2016-12-15 12,,0,,2.,,,,lkp.permatabangsapas@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E60C07FC-E9BE-41B4-8A9D-361981751DFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665334,LKP SMART CENTER,K5665334,Jl. Durian Raya F4/6 Perum Bugul Permai Kota Pasuruan,BUGULKIDUL,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,04,07-01-2008,420/001/423.107/2020,17-04-2014,Lihat SK Operasional,2016-11-03 10,,220,,2.,,,0343427624,smartcenter@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AE57990-4A4C-4B07-B55D-5E666A2F255A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937175,PAKET PP. DARUL KAROMAH,69937175,JL. MT. HARIONO XIV/NO,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5C19BDC-E6AA-4B2F-AEC1-CE932E49364E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937174,PAKET PP. DARUS SALAM,69937174,JL. MT. HARIONO GG. 22 NO.7,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5151E12C-5633-4362-B486-23259995B90F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937177,PAKET PP. KH. M. DAHLAN,69937177,JL. MT. HARIONO NO,BLANDONGAN,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58E21942-4F01-4659-84E9-8E652831F526,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937182,PAKET PP. NURUL ISLAM,69937182,JL. PATIMURA 19,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EA9F534-4787-4E94-AEF0-F2591D864073,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937180,PAKET PP. SABILUT THOYYIB,69937180,JL. CEMARA X/5,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA2F64F7-735A-4830-8EF4-CCB745F82666,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971693,PP Nurul Islam,69971693,Jl. Patimura 19,BUGULKIDUL,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,Kd.13.33/4/PP.00.7/646/20,07-12-2005,Kd.13.33/4/PP.00.7/646/20,07-12-2005,Silakan Upload SK (link file tidak valid) => [-],2018-01-09 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Bugul Kidul,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3CDD65A-EF45-4C26-958D-078B89D67B06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936889,PPS. DARUL KAROMAH,69936889,JL. MT. HARIONO XIV/NO,KEC. BUGUL KIDUL,KOTA PASURUAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
