prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C30046C-14C7-47EF-B5D4-C95F01453412,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665180,LKP Bertha Salon,K5665180,Jl. Soeprapto Lrg. B13 No. 4 B Palu,BESUSU TIMUR,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/4104.a/Pend,30-07-2013,892.5/2781/Pend,01-08-2017,Silakan Upload SK,,,0,,2.,,,,berthapossumah@ymail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96D2EB0B-576B-436D-A0F7-AC8AB5776F5A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668395,LKP DEWI TAYLOR,K5668395,Jln. M.H. Thamrin No. 4 Palu,BESUSU TIMUR,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/6090/Disdikbud,21-12-2015,892.5/3801/Dikbud,09-08-2016,Lihat SK Operasional,2017-11-22 09,C,250,,2.,,,,lkpdewitaylor@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C0F619B-BE68-4817-9704-F0297B6BF61A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665078,LKP ELC Education,K5665078,Jl. Setia Budi No. 67 C Palu,BESUSU TENGAH,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/1013/Pend,04-03-2013,892.5/808/Pend,06-03-2017,Silakan Upload SK,,,613,,2.,,,0451458000,elc.edupalu@gmail.com,www.elceducation.net,-.887726500000,119.878855400000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A06F544-5437-4C36-A203-A69A8AEC3364,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669429,LKP GANESHA OPERATION,K5669429,JL. Tanjung Dako 5 BCD Palu,LOLU UTARA,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,AHU-2441299.AH.01.01. Tahun 2015,27-05-2015,892.5/1758/Dikbud,31-05-2018,Lihat SK Operasional,2018-09-12 08,,202,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/78AF5CC6-F7D7-4374-B6AA-89968F3D6E0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665131,LKP Iyam Salon,K5665131,jl. Cut Nyak Dien 35 Palu,BESUSU BARAT,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,68/I.24/H109/1990,21-08-1990,892.5/1450/Pend,27-04-2017,Silakan Upload SK,,Tidak Terakreditasi,0,,2.,,0451452226,045122293,iyamsalon0451452226@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/632F6B9F-D308-4085-B53C-C5A7C56F6957,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665089,LKP Junas Elektronik,K5665089,Jl. Dr. Wahidin No. 15 Palu,BESUSU BARAT,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/6107.a/Pend,17-10-2013,892.5/3323/Pend,13-10-2017,Lihat SK Operasional,2017-12-25 02,C,180,,2.,,,,lkpjunaselektronik@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BE716DB-19F0-4FFC-ACA0-D9B1F32F5AD0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665069,LKP Megy Salon,K5665069,"Jl. Dr. Suharso,No.8 Palu",BESUSU BARAT,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/1130.a/Pend,15-03-2013,892.5/984/Pend,20-03-2017,Silakan Upload SK,,Tidak Terakreditasi,0,,2.,,,,megysalon@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,KBK Pariwisata
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D6510B9-5BBD-4F9B-92BE-4DA3C0D6A923,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668503,LKP METRON EDUCATION CENTER,K5668503,Jl. Sutomo No. 12 Palu,BESUSU TENGAH,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/1119/Pend/2004,19-05-2004,421.9/847/Dikbud,05-06-2015,Lihat SK Operasional,2017-12-18 15,B,800,,2.,,,,santosa.deby@gmail.com,,-.895279000000,119.876456000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C495B0E3-5404-486A-8D60-E1A7D35C3C32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665171,LKP NIA SALON,K5665171,Jln. Otista No 4 Palu Sulawesi Tengah,BESUSU TIMUR,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/4987/Pend,12-09-2013,892.5/3012/Pend,11-09-2017,Silakan Upload SK,,C,0,,2.,,,,lkp.nia.salon@gmail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Kesehatan
Sulawesi Tengah,Kota Palu,Palu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C63D042D-42F9-4D2C-949A-B35AAE630B65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665124,LKP Novitasari Salon,K5665124,Jl. Miangas No. 45 Kota,LOLU SELATAN,KEC. PALU TIMUR,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.9/22095/Pend,03-12-2012,892.5/7189/Dikbud,02-12-2016,Silakan Upload SK,,Tidak Terakreditasi,120,,2.,,,,novitasarisalon1@gmail.com,,.908202000000,119.869978000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
